,datadate,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,cfm,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_at,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,ticker,cusip,splticrm,rating,prev_rating,rating_diff,gvkey_change,permno_change,CAPEI_change,bm_change,evm_change,pe_op_basic_change,pe_op_dil_change,pe_exi_change,pe_inc_change,ps_change,pcf_change,dpr_change,npm_change,opmbd_change,opmad_change,gpm_change,ptpm_change,roa_change,roe_change,roce_change,efftax_change,aftret_eq_change,aftret_invcapx_change,aftret_equity_change,pretret_noa_change,pretret_earnat_change,GProf_change,equity_invcap_change,debt_invcap_change,totdebt_invcap_change,capital_ratio_change,cfm_change,int_debt_change,int_totdebt_change,cash_lt_change,invt_act_change,rect_act_change,debt_ebitda_change,short_debt_change,curr_debt_change,lt_debt_change,profit_lct_change,ocf_lct_change,cash_debt_change,fcf_ocf_change,lt_ppent_change,dltt_be_change,debt_at_change,debt_assets_change,debt_capital_change,de_ratio_change,intcov_change,intcov_ratio_change,cash_ratio_change,quick_ratio_change,curr_ratio_change,cash_conversion_change,inv_turn_change,at_turn_change,rect_turn_change,pay_turn_change,sale_invcap_change,sale_equity_change,sale_nwc_change,rd_sale_change,adv_sale_change,staff_sale_change,accrual_change,ptb_change,PEG_trailing_change
0,2012-10-31,22.742,0.242,11.602,20.092,20.342,38.988,21.405,3.338,11.751,1.155,0.087,0.303,0.208,0.681,0.112,0.153,0.106,0.152,0.09,0.106,0.058,0.106,0.394,0.199,0.343,0.667,0.33,0.451,0.331,0.254,0.043,0.031,0.253,0.138,0.295,1.794,0.267,0.447,0.338,0.575,0.54,0.251,0.816,4.578,0.495,0.274,0.593,0.426,1.463,9.919,16.97,0.565,1.313,1.523,151.848,2.887,0.504,4.224,6.013,0.83,1.244,3.631,0.115,0.0,0.0,-0.099,4.198,,3.11%,ABT,282410,A+,15,17.0,-2.0,0.0,0.0,-0.02193359710992593,-0.13261648745519727,0.12259313014029982,0.3776741634668128,0.38324493404052773,1.6437919576863091,0.48790490754900606,0.2200292397660819,0.008063824311572487,1.7434679334916865,-0.5347593582887701,0.027118644067796627,-0.09565217391304359,0.04287901990811638,-0.5254237288135593,-0.23115577889447236,-0.6466666666666667,-0.2796208530805687,-0.5287958115183247,-0.6466666666666667,-0.7264150943396226,-0.6466666666666667,-0.21825396825396826,-0.27898550724637683,-0.1872037914691942,0.045454545454545414,-0.08587257617728528,-0.09072580645161288,-0.08310249307479212,0.0039525691699604515,-0.10416666666666674,-0.11428571428571432,0.04115226337448563,-0.18343195266272183,0.03873239436619724,0.06405693950177938,-0.02197802197802201,0.013605442176870763,-0.1528822055137844,-0.22086720867208676,-0.0784982935153582,-0.14625850340136048,-0.030878859857482177,0.24368378158109216,-0.12389380530973448,-0.1490683229813664,0.011945392491467643,-0.06986899563318782,0.03246294989414267,-0.1583368689011455,0.2809480676328502,0.027272727272727115,-0.004548900682335155,-0.040931989924433365,0.13205352816192661,-0.10480620155038767,-0.2198142414860681,-0.23699421965317913,-0.2814292543021033,-0.1675025075225678,-0.20358514724711907,-0.14564705882352946,0.2637362637362639,,,2.1935483870967745,0.09379885356956752,0.0
1,2017-01-31,35.311,0.334,14.313,24.145,24.285,63.288,45.901,3.472,25.128,1.531,0.048,0.238,0.169,0.616,0.067,0.122,0.047,0.118,0.18,0.047,0.045,0.047,0.321,0.178,0.319,0.774,0.221,0.325,0.222,0.116,0.034,0.023,0.249,0.206,0.261,1.773,0.319,0.453,0.312,0.571,0.331,0.149,0.633,3.302,0.283,0.219,0.477,0.321,0.916,5.94,17.428,0.55,1.207,1.519,134.82,2.941,0.517,6.031,7.312,0.769,0.993,4.614,0.07,0.0,0.0,-0.046,3.46,2.802,2.54%,ABT,282410,BBB,11,15.0,-4.0,0.0,0.0,0.5526778647436461,0.3801652892561984,0.23366660920530946,0.20172207843917977,0.1938354144135288,0.6232686980609419,1.1444055127306703,0.040143798681845366,1.1383712024508554,0.32554112554112535,-0.4482758620689654,-0.21452145214521456,-0.1874999999999999,-0.09544787077826733,-0.4017857142857143,-0.20261437908496738,-0.5566037735849056,-0.22368421052631582,1.0,-0.5566037735849056,-0.22413793103448287,-0.5566037735849056,-0.18527918781725894,-0.1055276381909549,-0.06997084548104959,0.16041979010494756,-0.3303030303030303,-0.27937915742793795,-0.32930513595166166,-0.5433070866141732,-0.20930232558139528,-0.25806451612903225,-0.015810276679841917,0.49275362318840554,-0.11525423728813555,-0.0117056856187292,0.19475655430711614,0.01342281879194629,-0.07692307692307698,-0.006956521739130417,-0.38703703703703707,-0.40637450199203196,-0.22426470588235292,-0.27872433377020533,-0.4282828282828284,-0.2007299270072993,-0.19561551433389546,-0.24647887323943662,-0.3738892686261107,-0.4011493094061901,0.02698880377136126,-0.0265486725663715,-0.08073115003808062,-0.0026263952724885353,-0.11213845424371749,0.0187045375822652,0.025793650793650924,0.42779356060606055,0.21603193081656413,-0.0734939759036144,-0.20176848874598075,0.2707243183695951,-0.3913043478260869,,,-0.5353535353535354,-0.17579799904716542,6.572972972972973
2,2013-12-31,42.614,0.312,22.531,64.386,65.801,68.044,68.044,7.131,22.677,0.0,0.107,0.233,0.156,0.929,0.134,0.097,0.064,0.079,0.256,0.067,0.061,0.067,0.175,0.131,0.381,0.819,0.181,0.183,0.181,0.184,0.045,0.044,1.06,0.0,0.122,1.568,0.012,0.382,0.448,0.756,1.022,0.453,0.821,5.054,0.212,0.15,0.33,0.189,0.493,7.617,9.645,2.774,3.343,3.343,,,0.41,7.954,4.79,0.501,0.612,1.387,0.196,0.023,0.0,-0.086,4.148,4.301,,ADBE,00724F10,A-,13,12.0,1.0,0.0,0.0,0.5560505367706126,0.11032028469750887,0.15561368415653676,0.5747688695396955,0.589012315865733,0.5378217732275634,0.5378217732275634,0.24082129806855757,0.49732585011554975,,-0.1832061068702291,-0.3086053412462908,-0.3709677419354839,-0.013800424628449992,-0.4369747899159663,-0.35761589403973504,-0.19999999999999996,-0.4233576642335767,-0.4298440979955457,-0.19277108433734935,-0.23750000000000004,-0.19277108433734935,-0.4852941176470589,-0.4717741935483871,0.0,-0.013253012048192736,0.06470588235294117,0.07647058823529407,0.06470588235294117,-0.18942731277533043,8.0,7.799999999999999,0.33165829145728654,,-0.2650602409638555,0.5555555555555556,inf,0.0821529745042493,0.0717703349282297,-0.3560477001703577,-0.22809667673716016,-0.02997858672376874,-0.08062709966405379,-0.1798117494320025,0.09278350515463907,0.09489051094890488,0.0060975609756097615,0.061797752808988804,0.008179959100204526,-0.9334440124077068,-0.9550946295132342,0.23015521064301558,0.14134516899965854,0.14134516899965854,,,-0.08888888888888902,0.18539493293591658,0.602542656406825,0.0020000000000000018,0.01661129568106312,-0.23285398230088494,0.02083333333333326,0.0,,-0.2321428571428572,0.2600243013365735,-0.25147928994082847
3,2010-09-30,20.402,0.346,9.867,15.458,15.769,16.092,16.092,3.649,10.635,0.41,0.231,0.344,0.296,0.674,0.289,0.247,0.22,0.25,0.168,0.222,0.196,0.222,0.279,0.24,0.457,0.879,0.121,0.121,0.121,0.279,0.027,0.027,2.27,0.087,0.112,0.436,0.0,0.508,0.393,1.772,1.767,0.494,0.897,2.108,0.136,0.102,0.259,0.151,0.349,57.657,72.677,4.465,5.341,5.848,106.983,3.309,0.677,7.863,7.242,0.804,0.914,1.062,0.185,0.003,0.0,-0.078,3.054,0.8,2.80%,ADI,3265410,A-,13,12.0,1.0,0.0,0.0,0.16032531422396645,0.008746355685131046,-0.3995253164556961,-0.4438367993092034,-0.4326473339569691,-0.49265401349391513,-0.49265401349391513,-0.06555697823303452,-0.4159160808435852,-0.564755838641189,0.878048780487805,0.4514767932489452,0.7619047619047616,0.07840000000000003,0.9527027027027026,0.6802721088435375,1.2222222222222223,0.9685039370078741,0.0,1.2199999999999998,0.9029126213592236,1.2199999999999998,0.924137931034483,1.0,0.23513513513513518,0.011507479861910141,-0.07633587786259544,-0.07633587786259544,-0.07633587786259544,0.453125,0.2272727272727273,0.2272727272727273,0.09397590361445785,-0.1470588235294118,-0.07438016528925617,-0.4508816120906801,,0.1493212669683257,-0.09447004608294929,0.4324979789814065,0.5805008944543826,0.0,0.03103448275862064,0.14752313554708762,-0.08108108108108092,-0.08928571428571441,0.0077821011673151474,-0.06211180124223603,0.00867052023121384,-0.06145005860138053,-0.12093135772603558,-0.04939322972109861,-0.07706929324347667,-0.09220738900962433,-0.21013695595998372,0.24211711711711703,0.09193548387096784,0.20266136433159998,0.23900769888793838,0.1601731601731604,0.14680050188205773,0.10855949895615868,-0.16666666666666674,0.0,,0.368421052631579,-0.004238669709814236,
4,2016-07-31,28.032,0.289,15.494,21.935,22.24,31.137,31.137,5.789,20.99,0.781,0.191,0.363,0.3,0.689,0.219,0.171,0.124,0.167,0.14,0.129,0.115,0.129,0.261,0.209,0.318,0.818,0.182,0.213,0.182,0.254,0.04,0.035,1.461,0.094,0.097,1.058,0.144,0.369,0.476,1.427,1.084,0.456,0.861,3.692,0.215,0.177,0.319,0.226,0.468,15.393,22.631,3.963,4.597,5.072,132.964,2.57,0.462,8.014,6.715,0.554,0.678,0.965,0.191,0.001,0.0,-0.039,3.926,,2.63%,ADI,3265410,BBB,11,13.0,-2.0,0.0,0.0,0.37398294284874023,-0.16473988439306353,0.5702847876760919,0.41900633975934776,0.4103621028600417,0.9349366144668161,0.9349366144668161,0.5864620443957247,0.9736718382698635,0.9048780487804879,-0.17316017316017318,0.05523255813953498,0.013513513513513598,0.022255192878338104,-0.24221453287197225,-0.3076923076923076,-0.4363636363636364,-0.33199999999999996,-0.16666666666666663,-0.41891891891891886,-0.41326530612244894,-0.41891891891891886,-0.06451612903225812,-0.12916666666666665,-0.30415754923413574,-0.0693970420932879,0.5041322314049588,0.7603305785123966,0.5041322314049588,-0.08960573476702516,0.4814814814814816,0.2962962962962965,-0.35638766519823784,0.08045977011494254,-0.1339285714285714,1.426605504587156,inf,-0.27362204724409456,0.2111959287531806,-0.1946952595936794,-0.38653084323712494,-0.07692307692307687,-0.04013377926421413,0.7514231499051234,0.5808823529411764,0.7352941176470589,0.23166023166023164,0.4966887417218544,0.34097421203438416,-0.7330246110619699,-0.6886085006260578,-0.11243001119820828,-0.13929975659988758,-0.1326949384404924,0.24285166802202207,-0.22333031127228775,-0.3175775480059084,0.01920386620882608,-0.07276995305164324,-0.31094527363184077,-0.25820568927789933,-0.09133709981167615,0.032432432432432545,-0.6666666666666667,,-0.5,0.2855271774721677,0.0
5,2014-04-30,28.812,0.168,18.487,28.246,28.453,29.419,26.699,3.49,22.549,0.655,0.119,0.178,0.178,0.41,0.181,0.057,0.193,0.262,0.346,0.203,0.194,0.203,0.967,0.068,0.126,0.998,0.002,0.245,0.002,0.162,0.486,0.004,0.056,0.0,0.058,0.808,0.991,0.951,0.0,0.07,0.061,0.06,0.883,39.397,0.002,0.044,0.82,0.129,4.564,187.188,277.652,0.058,1.042,1.042,47.685,,0.307,6.488,42.598,1.705,1.709,9.414,0.057,0.0,0.0,-0.011,5.743,8.202,2.46%,ADP,5301510,AA,17,19.0,-2.0,0.0,0.0,0.4757221880762139,-0.4455445544554455,1.072069042815512,0.6619204518710284,0.6740997881854556,0.9040191573360947,0.7346023908523911,0.4832129196770081,0.5419173960612691,0.34773662551440343,-0.2171052631578948,-0.2674897119341564,-0.14423076923076927,-0.16155419222903888,-0.16972477064220182,-0.25,-0.2490272373540856,-0.19877675840978593,0.14191419141914197,-0.23684210526315785,-0.24806201550387597,-0.23684210526315785,0.21788413098236759,-0.10526315789473673,-0.17105263157894735,0.007063572149344166,-0.7777777777777778,4.568181818181818,-0.7777777777777778,-0.13829787234042545,0.2590673575129534,-0.9473684210526315,-0.23287671232876705,,0.26086956521739135,6.551401869158879,0.23258706467661683,0.008483563096500557,-1.0,-0.29292929292929293,-0.06153846153846154,-0.23076923076923084,-0.013407821229050265,0.24607015213334593,-0.75,4.5,0.006134969325153339,1.1500000000000004,0.03774442928603916,1.4035747762554731,1.6392273911142374,-0.24675324675324672,-0.03874538745387457,-0.03874538745387457,0.3306080308061501,,-0.01602564102564108,-0.2106095632072027,0.00030527180932238274,0.02218225419664277,0.015448603683897888,0.9547342192691031,0.017857142857142794,,,2.6666666666666665,0.6743440233236151,10.3601108033241
6,2013-03-31,46.636,1.272,6.931,14.592,14.592,-8.733,-8.733,1.244,5.028,,-0.143,0.308,0.194,0.308,-0.242,0.092,-0.094,0.093,,-0.134,-0.029,-0.131,0.075,0.068,0.096,0.494,0.495,0.521,0.495,-0.019,0.067,0.064,0.014,0.297,0.345,3.32,0.051,0.113,0.44,1.239,0.995,0.112,0.212,0.936,0.699,0.32,0.69,0.53,2.23,-1.174,2.964,0.123,0.981,1.395,48.795,6.674,0.3,8.109,7.158,0.51,1.01,10.176,0.0,0.0,0.0,-0.117,0.896,,4.57%,AEE,2360810,BBB,11,10.0,1.0,0.0,0.0,3.804862971357924,-0.2651646447140381,0.027271379872535917,0.6447249774571686,0.6447249774571686,-1.9399418792379723,-1.9399418792379723,0.5042321644498187,0.689516129032258,0.0,-2.765432098765432,0.08070175438596494,0.03743315508021383,0.08070175438596494,-2.9674796747967482,0.0,-2.46875,0.03333333333333344,0.0,-2.5952380952380953,-1.4328358208955223,-2.5783132530120483,-0.1071428571428572,-0.042253521126760396,0.06666666666666665,-0.013972055888223589,0.020618556701030855,-0.07624113475177297,0.010204081632652962,-1.101063829787234,-0.02898550724637683,0.0847457627118644,-0.26315789473684204,0.03125,0.21052631578947367,-0.15349311575726676,-0.6357142857142858,-0.3192771084337349,-0.017857142857142905,0.5487500000000001,0.2740076824583866,0.13131313131313127,3.3265306122448974,0.009708737864077666,-0.04638472032742158,-0.09348441926345608,0.019202363367798903,-0.02752293577981657,0.039627039627039506,-1.5266935845670704,0.0480905233380482,0.06034482758620685,0.3401639344262295,0.3556851311953355,-0.057902459744371804,-0.01635961680176856,-0.05362776025236593,-0.1554004791167587,-0.20004470272686636,0.00990099009900991,0.006979062811565351,-0.7040139616055847,,,,0.8571428571428572,0.5342465753424659,0.0
7,2013-12-31,18.866,1.19,8.051,18.449,18.544,18.544,-9.694,1.52,5.34,0.822,0.082,0.316,0.194,0.316,0.134,0.082,0.047,0.084,,0.069,0.053,0.068,0.067,0.059,0.083,0.524,0.464,0.515,0.464,0.015,0.067,0.061,0.011,0.183,0.172,3.488,0.098,0.174,0.371,0.677,0.609,0.112,0.18,0.984,0.589,0.288,0.7,0.507,2.337,2.225,2.904,0.064,0.935,1.144,43.929,6.997,0.261,10.879,8.347,0.466,0.872,14.834,0.0,0.0,0.0,-0.052,0.872,0.272,4.42%,AEE,2360810,BBB+,12,11.0,1.0,0.0,0.0,-0.5954627326528863,-0.06446540880503149,0.1615928437454912,0.26432291666666674,0.27083333333333326,-3.123439825947555,0.11004236802931411,0.22186495176848875,0.06205250596658707,0.2492401215805471,-1.5734265734265735,0.025974025974025983,0.0,0.025974025974025983,-1.553719008264463,-0.10869565217391297,-1.5,-0.09677419354838701,0.0,-1.5149253731343284,-2.8275862068965516,-1.5190839694656488,-0.10666666666666658,-0.13235294117647067,-0.13541666666666663,0.06072874493927127,-0.06262626262626259,-0.01151631477927062,-0.06262626262626259,-1.7894736842105263,0.0,-0.046875,-0.2142857142857143,-0.38383838383838387,-0.5014492753623189,0.050602409638554224,0.9215686274509807,0.5398230088495575,-0.15681818181818186,-0.453591606133979,-0.38793969849246235,0.0,-0.15094339622641506,0.0512820512820511,-0.15736766809728187,-0.10000000000000009,0.01449275362318847,-0.04339622641509433,0.047982062780269175,-2.895229982964225,-0.020242914979757054,-0.4796747967479674,-0.04689092762487246,-0.17992831541218646,-0.09972333230863817,0.04839676356008393,-0.1299999999999999,0.3415957577999753,0.16610785135512707,-0.08627450980392148,-0.13663366336633664,0.45774371069182385,,,,-0.5555555555555556,-0.0267857142857143,-0.9195742164399764
8,2016-09-30,20.325,0.893,9.935,17.738,17.738,18.293,15.776,1.975,7.277,0.634,0.108,0.326,0.199,0.326,0.156,0.085,0.058,0.083,0.342,0.097,0.055,0.097,0.074,0.064,0.084,0.504,0.496,0.584,0.496,0.243,0.05,0.042,0.012,0.3,0.383,4.007,0.152,0.166,0.402,0.713,0.593,0.11,-0.09,0.95,0.591,0.336,0.71,0.552,2.447,2.96,3.628,0.071,0.412,0.588,37.662,8.353,0.257,9.701,8.517,0.447,0.887,,0.0,0.0,0.0,-0.042,1.025,1.331,3.49%,AEP,2553710,BBB+,12,11.0,1.0,0.0,0.0,0.43103569668379915,-0.3007047768206734,0.36226518579459754,0.4436396191096279,0.4436396191096279,0.48880931065353606,0.2930087697729693,0.6043866774979691,0.052654419210183656,0.08747855917667247,0.14893617021276584,0.02515723270440251,-0.014851485148514865,0.02515723270440251,0.13868613138686126,-0.10526315789473684,-0.23684210526315785,-0.10752688172043001,0.07547169811320753,-0.1339285714285714,-0.22535211267605626,-0.12612612612612606,-0.15909090909090906,-0.12328767123287665,-0.09677419354838701,0.172093023255814,-0.12676056338028163,-0.10429447852760743,-0.12676056338028163,0.13023255813953494,-0.23076923076923073,-0.25,-0.52,-0.09638554216867479,1.6232876712328768,-0.04867046533713204,0.1875,-0.017751479289940808,-0.12227074235807855,-0.03648648648648656,0.4289156626506023,0.4666666666666668,-0.8203592814371258,-0.07226562500000011,-0.34623893805309736,-0.1384615384615384,-0.04183535762483137,-0.10389610389610382,-0.14708957825026148,0.3155555555555556,0.3567688855646971,-0.5234899328859061,-0.14166666666666672,-0.1821974965229486,0.4287556904400607,0.25590136821530596,-0.11683848797250851,-0.5619722761547838,-0.009305571711062055,-0.08213552361396304,-0.2136524822695035,,,,,0.6799999999999999,0.17009132420091322,0.039843749999999956
9,2017-02-28,24.393,0.951,9.791,15.186,15.186,53.576,54.008,2.01,7.287,1.828,0.037,0.332,0.212,0.332,0.033,0.087,0.021,0.089,-0.135,0.035,0.032,0.035,0.082,0.068,0.086,0.496,0.503,0.636,0.503,0.166,0.052,0.043,0.012,0.16,0.318,4.097,0.209,0.206,0.383,0.572,0.476,0.098,-0.086,1.009,0.599,0.351,0.726,0.579,2.647,1.66,3.741,0.057,0.533,0.635,26.294,9.488,0.262,9.21,6.806,0.467,0.942,,0.0,0.0,0.0,-0.062,1.119,,3.52%,AEP,2553710,A-,13,12.0,1.0,0.0,0.0,0.20014760147601485,0.06494960806270988,-0.014494212380473104,-0.1438719134062465,-0.1438719134062465,1.9287705679768217,2.42342799188641,0.017721518987341645,0.0013741926618111577,1.883280757097792,-0.6574074074074074,0.01840490797546024,0.0653266331658291,0.01840490797546024,-0.7884615384615384,0.0235294117647058,-0.6379310344827587,0.07228915662650581,-1.3947368421052633,-0.6391752577319587,-0.4181818181818182,-0.6391752577319587,0.10810810810810811,0.0625,0.023809523809523725,-0.015873015873015928,0.014112903225806495,0.08904109589041109,0.014112903225806495,-0.3168724279835391,0.039999999999999813,0.023809523809523725,0.0,-0.4666666666666667,-0.16971279373368142,0.022460693785874897,0.375,0.24096385542168663,-0.04726368159203986,-0.19775596072931279,-0.19730185497470487,-0.10909090909090902,-0.04444444444444451,0.06210526315789466,0.013536379018612488,0.044642857142856984,0.022535211267605604,0.048913043478260754,0.08173273395995095,-0.43918918918918926,0.031146637265711208,-0.19718309859154914,0.2936893203883497,0.07993197278911568,-0.3018427061759864,0.1358793247934873,0.01945525291828787,-0.05061333883104835,-0.20089233298109654,0.044742729306487705,0.0620067643742952,,,,,0.47619047619047605,0.09170731707317081,0.0
