年月,ME1_BM1,ME1_BM2,ME1_BM3,ME1_BM4,ME1_BM5,ME2_BM1,ME2_BM2,ME2_BM3,ME2_BM4,ME2_BM5,ME3_BM1,ME3_BM2,ME3_BM3,ME3_BM4,ME3_BM5,ME4_BM1,ME4_BM2,ME4_BM3,ME4_BM4,ME4_BM5,ME5_BM1,ME5_BM2,ME5_BM3,ME5_BM4,ME5_BM5
201102,-3.784334075265934,-3.3399897294440226,-5.449546654062392,-3.1040102716994897,-6.516905191944128,-3.5644031589393785,-1.4923888849265883,-4.618133686957808,-5.576782688669078,-6.572193601122675,-1.9152140383406053,-2.577236832998396,-6.047281286651021,-5.011402358930672,-6.034383390097544,-1.6778543260201353,-7.2324016348258695,-6.275970574748714,-5.843934420822685,-9.462415152828122,-2.384935946353311,-7.627766056056282,-7.958179951215792,-9.923370773723303,-10.85756765065301
201103,-0.5980994328922495,1.5003499359040986,-3.05197909164538,-0.12516437811651585,-4.863885734246192,-1.7946373739906054,-1.819376484082966,-1.460933314458467,-0.09009546373425809,0.07931691038429947,4.774557635896274,1.9037756659680365,0.49685212936444795,-2.1482002397144417,-0.8328994165841601,-1.13159016865511,0.2886448063101598,0.737316206247303,-2.4451222950151252,-1.4993754731848354,4.031363628046413,-0.5631188684444366,2.022210032487632,-0.43803024299173093,-1.625066486129064
201104,11.464413525725112,1.867964229801028,2.9606937850289032,1.210160162468204,0.788777314754371,5.841656629000146,3.829095389015038,3.506555686098861,2.027251476161348,-0.35556932265598934,7.634462119311989,1.8871231881992074,1.853193268707695,0.9146445218272639,0.8690095549431981,3.0667764276083678,4.367335284300719,1.9097666715816262,-1.3038041996310523,2.0865215185033814,6.931207344433201,3.521632867921625,4.204773271317441,2.3298752181366345,-3.050166166512182
201105,9.464418894927539,-1.943432709379393,-0.5538670835831982,-1.7282247441023586,-3.6836352659854095,2.591257923207661,2.023698774891557,1.0278977327529835,-1.56313226402892,-3.3882845024536667,3.8763223609874764,0.6178180878685682,-1.4718503936241683,-1.7185577994464325,-5.672253981266142,3.2161694731813912,1.8604134436216688,-0.38035042535091435,-1.8173256801089543,-1.2527053127407721,0.8427235708820282,0.48149065136628494,-0.32644492182404994,-0.5998091658458372,0.342536484083709
201106,-0.676274536737074,-0.531619244994261,-5.218727547598033,-6.3796458340283575,-5.935322380248201,-1.76640628729195,-2.470500913191364,-3.8267427178451796,-2.8226556797223368,-3.370684764217609,-2.909650504449721,0.21358775877705188,-3.0176390444708274,-3.5754026814705604,-2.621752400650136,-1.3439374081619428,-2.0125634273848214,-2.859977236175159,-2.2522762749295557,-3.0784834472000915,-3.257776009965184,-1.1782651138361804,-1.4473407481076301,-3.373782865466859,-10.651557358169555
201107,9.185995315442561,0.12593661104811282,-2.3739672020287403,-3.838351132067079,-5.656644649045322,4.578334401339252,1.857174145833919,-1.8273479612412973,0.4205623621346259,-4.071297709535496,1.7986460263478727,-1.2446493961989686,-2.5917412605324053,-1.802553247165341,0.730234198499534,7.6040573348732305,4.4713565580500125,3.5411669018355942,-1.1441759549340906,-3.2544683466714206,6.4576172282818165,3.282907930224382,2.3309898746414035,-0.7952965470789395,-8.685217980201985
201108,1.11901416456153,-8.89144914412572,-10.21525214330413,-9.186848365918765,-14.02977823118168,-8.625056130354055,-8.457005616257222,-11.456211549629773,-11.44305545987112,-13.862789354956554,-11.414329531511784,-10.114212190048352,-9.53005099960709,-13.11587291374101,-12.83191230728311,-7.439299208403275,-10.350251520355037,-10.654653876523147,-10.329888526870727,-11.02290167308154,-6.806400897866137,-9.440999511746588,-9.683972451419816,-11.907941689716317,-15.13014305638141
201109,-10.6660550174403,-6.670657536438983,-7.108382164874552,-7.3500835647836045,-7.5975825282153515,-3.587415328324541,-6.342232957013756,-7.210430920580793,-7.332183130981679,-7.641146250499489,-7.204189196213982,-6.013243141632804,-8.086269675464402,-7.454583962256625,-10.104945733814606,-7.300065090641093,-6.574944333419305,-5.795973829172368,-9.517999303367834,-8.280258936899926,-3.2026579646089104,-8.206431931219232,-10.726211914170138,-8.436669291119761,-2.9125573481878613
201110,22.188013482838777,3.297894058601405,5.787850162460206,4.018368569501502,2.5373895955173156,4.211210516094987,6.916108574309874,6.870551744790812,3.229224336383574,0.11748865622233325,6.895813890120956,4.6166984507051065,4.872458142450142,1.5324483414182952,1.6940122637906079,6.354967377770686,4.211382078424889,4.934148933872026,5.047068680104681,0.05899981544393804,4.59874703916829,8.022228432095384,5.5707387327855535,7.322817324162058,3.0439909849742954
201111,13.793957321676933,-6.737935820794817,-13.940590087947884,-11.487039780661421,-15.136541792575377,-9.327180398441428,-9.101871084767648,-11.803827282624965,-13.74672671453278,-18.233940347708977,-8.1464581301113,-9.195797075300984,-12.557330448458647,-13.84868502130687,-14.23983990030469,-10.501263024227326,-9.937889949475341,-9.66310402312212,-12.950317300686956,-16.097811526577637,-4.264715263596993,-9.861198021243018,-11.549033832104167,-7.883254800082858,-6.182795412663831
201112,1.4145608346394987,1.8331707910550685,1.25633870644043,0.4110633509603694,2.031190550753351,4.267864884239787,-0.3089938238335931,4.4415557053696935,3.1360456858969883,3.8685594909397087,2.2727364262969862,0.7978839246322903,1.8547167696319253,1.3132219017713471,1.8326575943382137,3.3711578291972097,2.16574673368286,0.8452993772605236,0.9804302145974445,0.6969755241169198,2.375020301147534,4.085556780391093,5.00231034766116,1.838140557362988,-3.9928431627822287
201201,7.259698367136473,7.187541976032851,3.7348511580594677,6.301599322074215,5.2016909475857736,6.938584719802554,7.90621025930723,7.337381036470275,5.00958230560442,7.413440027730552,8.335620384632339,10.0120623071595,8.941237359674737,7.845399014275134,4.9804672728547255,12.889420652392149,11.802610332834004,7.6010688929744985,9.924906271552468,8.58406356897487,3.954235867189978,9.59895316081951,4.909033326420531,8.41279228561962,15.093117294699747
201202,34.67647553739694,16.57941705472244,12.505147461139895,16.8151505305825,16.971094942451007,14.658447333980726,13.3068844488189,13.739524692859625,14.60007553867426,16.238408305767116,12.93804873833252,15.090742303545934,9.431742669476915,14.199236975546437,13.254091200213491,15.520959691671369,10.307496230044082,12.984724808091583,11.367194910129225,11.717486200745961,9.623503520005688,6.451704199710951,6.8302376598365715,7.893804809725949,12.399382371901703
201203,-1.9489231109841447,1.2891715110418756,-3.646015277592419,-5.599042038514513,-7.155687672480013,2.6983006119466606,-0.8432065302978431,-0.4796412669904461,-4.669658908213914,-6.226737010853854,6.0925591023854135,-0.5796407723408414,-2.335431310384617,-6.099968137971179,-8.818649300689694,2.253160262344206,-0.46875611808786244,1.5140870887359341,-3.124011553494152,-7.051681419392803,1.211831691345739,-3.9712047799799826,-5.873384317055504,-5.930074731917338,-11.200217483726657
201204,3.583050472269315,-2.310611843628328,-4.504358342261266,-8.104624269353673,-9.39640290916994,-7.39458495404042,-4.276278109579816,-5.73241482383582,-7.866881130958256,-9.197516456156903,-4.008934779180952,-6.958025781955321,-7.0749613600437575,-7.163418428331582,-9.994240218552221,-4.643408025525636,-5.260025131392253,-7.035485776553938,-7.721730336894973,-6.311986462056105,-2.8239143298620357,-6.555420191169355,-4.149904434209161,-4.275084497884668,-8.535411044960366
201205,0.4201327556073399,-0.8188273059819257,-2.779317283094734,-0.8583050772159931,-5.546738951166948,0.1750500556749212,-1.0091131579835144,-3.764331039003163,-1.9570569555158386,-6.929579524203131,-0.07129816069835855,-1.316989656429303,-0.9609269479933411,-1.0672502592209534,-3.404428625445445,1.5631099619706297,-1.0576499672581194,0.3222422604674619,-2.032726082877688,-0.9287393293369243,-0.3727244678029124,-4.99457216257959,-3.4814256229373726,-3.3172417614389915,-2.252769190417951
201206,-1.7700411689283044,3.253505099888324,-0.269489732195065,0.18971126011958941,-1.2158208460133901,1.5070676062388477,0.2427339473740417,-0.21318859562226042,-0.2682105778648384,-0.2665916159344346,2.2054802416394104,-2.3528932293269262,-0.8079586617037811,0.20932091568874764,-1.4956534236139047,0.26279657890307756,-0.08465899954960718,-1.011022988172468,0.735082076805943,0.19700589087490414,0.44959352889984405,0.928041140245216,0.551282490210857,0.06721905969877513,-0.5036237615125625
201207,-2.8318209699641774,3.4630956044590766,-3.2409115088193228,-1.5609188714649511,-0.992237307095615,2.7265816284813895,0.7606606529855127,-1.2010179441643276,-0.42475577133392073,-3.08852883379247,4.779102597204185,1.8042120586718249,2.679434831902055,-0.6079345039903233,-1.9677609689604791,5.226463492796276,2.5356544629290174,0.40100789834309186,0.14264954036020608,-3.5313665110736316,3.8841952551897663,3.5368505457465695,3.482391386405142,2.264978248844101,-9.117781183274415
201208,14.872384310151432,6.154465706168832,5.668940153982826,7.329392692848974,4.481176893622498,5.01639920286834,7.572489710559316,7.137532131270456,4.586208957442109,5.378390557726092,7.459878957696994,4.965164504290507,5.720968921129272,4.096249778593448,1.9648445918438278,4.2577184234358,4.145016116911633,3.5259129562119886,6.949326217970216,2.891890337403281,3.7046827518866756,3.4374317288045124,0.762151205514289,-1.2901003708515488,2.6046876384440614
201209,29.041983528068172,9.360896092796095,5.0941898707376865,8.928138888609631,7.892344422074678,9.558861422688006,4.163654541848069,1.9820638039875849,7.055159354542535,6.649986421804886,3.39641273444964,3.0808088029665868,5.7435037249661525,3.3214759692906646,6.28010124001998,3.234785758432259,2.4323343988939303,2.4039464187079647,5.94827806698988,4.941963394568854,4.368962987470053,5.601212025680664,3.9369791062997224,5.2665356525578915,6.556972751428474
201210,-9.106462705946536,-10.784070613772453,-10.259160787958958,-13.382000033110897,-13.824216775039329,-7.799557865846444,-9.51112087430023,-10.334473293207,-12.310621334560903,-15.580114355013974,-7.09082774961723,-8.509091839438339,-11.242083696760778,-12.74788982835821,-15.365271898970668,-4.651302280406003,-8.203590398693143,-8.797694969052944,-12.09437761520876,-12.00507829634021,-4.203287509199558,-6.749308320345984,-8.336421765345424,-11.424493871090178,-6.685266771822704
201211,7.565892574156847,-0.1364098953617064,2.6942408269373606,4.447333095167746,2.969650976578329,6.376169854715588,3.6250641123657674,3.3242398578842702,4.257047303174449,8.634648526035237,5.65550270040688,4.354702964915083,3.8473810736986698,4.213795461352562,5.45060469063416,4.966368487597269,7.152557458197123,2.9952958438186412,4.9293094739729,5.29907208587725,6.591285746040564,4.808110959711816,7.336100238572391,5.459066849305343,9.23009110506548
201212,11.221422104587745,1.1513953961515135,7.227572787779159,5.056699468376762,4.927736150078737,10.994967621588591,3.2185493072844147,4.651440271429904,5.413851805330834,5.096260719065803,3.0638422966460594,2.463657137022781,4.432804193612599,5.874586396036348,5.447961868615075,4.645163615738446,2.1341425642822265,3.984123035159263,4.675890956485009,7.830623665069295,1.1451963298287497,1.5984799755408063,2.4669604150983258,2.6000693159684185,8.60274494682495
201301,-1.15308718983735,4.795716799308745,1.5163970493228975,4.210382773695031,0.6427164640648324,1.955223896108591,2.1294940040012786,2.919686249330046,-0.7356254729909594,1.180964876511841,6.2186908152315405,5.223098141191368,2.6922995787228756,1.3492080160402369,-0.011671842850104721,1.8174132131302774,1.9808210657756613,1.1929901423792557,0.19709530755704294,0.47222798081976824,2.5685212058783136,1.357048642374069,4.383977838871141,2.258904072198911,-1.665042239844289
201302,5.500805875111906,4.036454832084374,1.8643638642043878,0.5171000380051518,0.9049681768270946,2.1960072673153337,2.573095770435107,1.3233137478640806,0.3856559166441137,-0.048419733865732985,3.2497508262830532,2.20121572905412,2.899003233158348,0.8176432910392984,1.9019395582142948,1.1556347879552813,0.8985047297830459,0.8645857250653657,0.6767252355769064,3.88110902538628,1.5609471114243025,-1.6525378829047241,2.4049857524515574,2.1743893020756424,0.6501332397816537
201303,6.308260688932853,12.66614676357652,0.66257584592792,0.4591198332651856,2.5137249424909625,1.3282704617580505,2.53914222925174,1.9695460073294828,3.145697095890411,1.292506143523509,6.773209019234345,5.203318146474244,2.2242246906918846,-0.24040935284616075,-0.2608854749902481,3.5507391432670627,0.014172446089739695,2.1692970837112355,3.3691545257002997,1.070128744708196,0.3393401515335282,-0.41085882467709617,2.2584823697033287,1.5877061809782222,0.5861953971222579
201304,3.2731021021262885,8.599465772078924,-0.7479112247871271,4.510835185057551,0.04927346296940664,-2.7471163910087415,0.37407057525535886,3.250632054101966,1.069134671584194,-1.7857900846479413,2.8567355036468207,2.285415915948928,-0.7493620722491985,0.5929305624362007,-1.293535002574063,3.1939023567125604,0.5643491436231906,1.4984635088660165,-0.038666054706628976,-1.3077903280338412,8.489640361159456,-0.22119724154060058,-0.8885910840006991,0.26677547334501844,-1.2868787258524077
201305,28.392771649986713,4.300957413600892,3.8521751982324783,5.64852120743034,7.703465121779528,17.530428107011268,7.342082987838282,6.092359995497821,2.265022208624152,4.667510340169908,4.737675103503567,5.54685203136393,4.814020210501105,3.599506892536186,9.609056821057404,4.682463266356058,3.581854951549734,3.494464264619362,3.826123249565649,10.081840329618936,1.5043478380613435,1.320617022853169,1.8255661113985688,4.929730856599757,6.591820013803361
201306,-2.1060104941365134,-5.50839512930861,-5.481421345364136,-3.6292089449541276,-6.329033133778186,-2.4928709676982823,-2.798662145274167,-4.679250833746299,-2.5975693885674622,-4.832320002612357,-0.9878011310532828,-1.490181590495878,-2.7233791304347825,-6.374306248363243,-5.784716968669669,-0.909028452205316,-5.205399007226556,-3.4294292586582626,-2.6578599153384306,-4.4110327854980715,-0.10616058925169637,-1.2265945953347763,-2.009132386416903,-1.0775551568429258,-12.434968983115285
201307,-1.0166621444882706,0.7206130184174627,4.318897948175854,1.9756262772913664,1.5187557115952133,9.872218826295777,3.6395736298980306,6.372902749837108,2.1382906647943343,-0.11577716468326155,12.394082796611704,4.36293717706749,3.610408837200878,2.821254379550831,1.8848245530133154,14.830437312455816,6.443160776767304,2.422898019898306,3.1332450830159213,3.3961282052644064,1.4838689862608856,3.987598389972595,4.465942155888446,2.5016848868396817,-2.7356572229959255
201308,3.2506520860839716,1.6368773622838761,1.6498012127337036,0.9629380333766362,-2.1759562791893976,3.8449275537839265,4.0089432643935154,1.959443569057665,-2.028199609550696,-2.9652867591412004,2.1207943082601073,3.2774324801557455,1.9032424132679693,2.285562503183016,-1.9761307795880863,0.3009479952625351,4.2636060578812245,0.06522547195494954,1.1282187825653414,-2.822017387432866,-1.300443251150798,0.8795595454807068,0.1659603287346751,-0.13734706848261755,0.7034126131197858
201309,5.18771377540107,5.480221816932638,3.4295948374518934,3.6046313184673053,2.5743398961272117,6.0079045424381885,1.6364424958660484,2.2553489214029154,3.205739262497591,3.7255598339518845,3.835815123987854,1.5211449169559177,2.836495677266492,3.3987203151986183,2.0741277810821903,6.3032336000281965,2.190791343451973,5.367618212692208,5.114503577909208,4.93754600366305,1.4302372769536775,3.091518842153052,1.4133735126289113,2.4911456374023992,0.5823986447167783
201310,4.232362634408601,2.1630341237572344,0.3537874930220139,1.6135727456623292,1.4733947910160317,3.078746226857278,3.62306474323547,3.58602569535269,4.405647404300759,3.737184565439571,2.881588168637312,4.826110186989625,4.963270758110551,1.8768748160994457,0.16640148935735705,5.332615284410403,4.952947607128514,2.3082538868511895,0.7672488237874779,1.2441271237124818,5.838295720609539,4.309634012883372,1.1025393627605162,2.848099782578034,-5.469022341419986
201311,2.1925909694555106,-0.21550507677229686,1.098788682629554,-2.049202641190335,-3.1551830265302683,2.1607686465796663,0.45546061772392465,-0.2179873622530185,-0.7719061224489798,-2.2335457087888493,6.149584203453572,2.1186445589488803,-1.6727151743654238,-1.6350602345206262,-4.024581910364351,3.4457612716124397,1.2067813682198496,-0.5808036457506955,0.43548500317977584,-0.8479867148377471,-0.27116182179190146,-0.043231260352452956,0.7653996868027158,-1.4828442512590527,-3.4274338650339162
201312,22.896511978905075,6.090802785409997,5.986644739028927,5.943678787420337,5.652374640966987,8.133832650911042,6.937766965915258,9.278673814200896,5.898850744673543,4.078207492463643,10.85409548798454,4.20423637402156,2.6389729088328826,2.7360558452393935,5.0385745315867005,7.151607154911344,4.306621557881562,2.5903555131334235,1.721200438691186,2.5350464147330145,1.7938354152271059,3.44296576454617,2.0229587553203583,2.56708278991201,3.801671153506669
201401,9.792924148663491,0.24346299673564112,3.1966464684990474,4.900122060494959,0.5613101694689795,-0.030175098806645817,3.845460658377618,-0.7633916798456651,0.8376529723430005,-1.0266866549433373,0.2365563683592675,1.3296385688760632,1.1919836672290172,2.0743600134599816,-1.5049508252070738,-0.3507161057344199,-0.3941108153582498,-0.8869414008297101,0.49224757226348403,-1.0254756890758596,-2.0580024719252354,-2.5283718376985687,-0.5730794010606027,-1.5340567597320607,-2.3696430877268875
201402,2.353181722912966,6.892819821240798,8.676622569903683,6.111743172637633,4.9388625280891665,6.260302086168274,6.107899370098237,4.146192490443987,6.1848797751199065,3.2016237587190606,11.735989398647154,5.6322413388591785,6.780166028183716,3.836635081053845,3.1060861930376764,11.19796571542133,4.39581489210289,3.658034319867376,1.7380320493525458,1.204404396149424,3.6926892697092257,0.5348654595265787,-0.4511553730505215,0.1793171184851004,1.492172411260048
201403,27.169712984997414,4.350725861351338,2.676645022586268,2.0970570565969715,-1.4432646632653061,0.3529868197359225,3.02656181618232,3.4508540951874207,2.8522335698958843,-0.8075966395128124,6.087311679064985,2.506916334265514,2.835301409776785,1.9458360307552174,1.1662285347892725,5.304554493025216,2.943565611427359,3.5138601914409002,0.26069526001251164,-0.6237685218309014,5.597877437271665,1.0147044937392067,0.2112863526024551,0.014020799394791174,0.32621229109104133
201404,0.5513323882450333,4.34860265771954,-3.7959315372332143,-5.397736334289227,-5.76805526565992,-1.2410065862727573,-3.4857275453052723,-4.441580094494464,-3.359435968348859,-4.439758424550278,-2.900454666484313,-2.0075143496696497,-4.152397251570561,-2.95587281435019,-4.148771632341998,-2.593454488783489,-0.9701713169434065,-3.9238674345244484,-2.1904721411255785,-4.504731117011916,1.5106673599581004,0.22241466338939153,-1.356490262730203,-1.8306717277367832,0.7404442431171064
201405,6.230881785541001,0.539049980019714,5.059629373231319,1.9615768853951177,0.8866112306966731,8.093047462017433,4.164884193066348,2.9418154229150617,2.5965167506583327,0.8891678784182774,6.535805465984398,4.97291879988772,2.8312997798451502,1.9805887496897516,4.929535670381381,8.162180424815153,4.744027905987263,2.98095628050675,1.1095222015754027,2.1373334387013454,3.1112632981246007,3.664578951955602,4.350964352362528,4.443073142150376,5.376544915694155
201406,5.389102177038406,10.092307948308662,3.4743029104938272,3.9920031359327135,1.755023594056975,1.903997689517754,3.987410181613005,1.2718256921662712,1.5037084050069447,0.5948385177616515,6.201897393790722,4.043375616939673,-0.18542988382377795,0.7352295695145681,1.2127770644961409,4.684380273100327,3.23794264068959,1.5498525227207018,0.06398597009305575,2.5065569253091335,5.181294675274783,4.777050704624337,1.71872757790019,2.7404232018819075,5.080651608341334
201407,0.5998892222594703,1.172299326872247,-0.18150516242653147,-0.27022745604265813,0.6807568284569794,-2.5695083007578776,0.17736943167746702,-2.1135815640924265,3.188706087095416,0.3610000625518126,-1.5980110003892847,0.8919088327410577,-0.5385166597048179,1.1615850455275243,1.9933276741371169,1.7653024676058298,-0.7067372952713225,1.388320398980051,1.7465519212458411,1.0071207858659974,-0.6200021679349621,2.556882698985667,4.6983740259011215,4.528536113211278,2.7498990899588924
201408,-0.22457510497087999,0.8800659978862381,1.352050687848361,-1.169084701195219,-1.6234652035900565,1.2083781866612944,-1.4696991671239956,3.1654475389298335,-1.428413459561763,0.8036687154935315,-1.9332527789382146,-1.3659824448788316,-1.598258810500916,-0.27655703080065386,-1.940149330373523,-0.6524602951830922,1.9622881086264485,3.86913834644105,-1.68434136739227,-1.4505811820554049,3.268893573999368,4.312190863920115,3.788628779739673,0.8737263315372984,0.9779272841209434
201409,4.786346806214933,-3.8854253269122005,-4.189701993314855,-4.628587708244752,-4.3589146896373725,1.604001818368137,-2.0792838559647104,-2.66604334601609,-2.863571906593108,-4.747869374210379,-3.705624221149983,-3.3254273165037214,-3.7765746220413576,-2.8752049953672736,-4.7618397697670645,-2.144094385772397,-6.218307242484048,-3.624035679468397,-2.831256185680064,-3.071128199948508,-5.012730422742907,-4.6885498696832215,-3.861506953076213,-5.779915244094002,-8.617045911466882
201410,-1.7370822534197259,-6.478891053620785,-6.562066652155809,-5.794929599980112,-9.01181077204565,-4.990626774517714,-7.619173835954489,-4.4971442787152975,-6.674982783874268,-7.153309458528182,-6.9330666402564205,-5.430536942175853,-5.808373431140162,-6.054477207026064,-7.713568590889741,-6.531894464086379,-6.011267017137449,-4.402689438119243,-3.841147259994061,-2.9600611626342004,2.5800449518353084,-0.05177386655733637,2.0559063269430484,0.14818813839733283,2.3871464151648336
201411,-1.5598711005164876,2.741326060172707,1.2172094731034484,-2.2586412440664128,-0.8689196519255895,-2.506417694065401,0.5343108605286016,1.285823137258781,0.17184298577145385,-1.7891686455121696,1.9730007325589685,-0.34998945119816355,-1.30998455124948,0.2858497540476804,-0.25888229246995825,1.9861188265915195,2.424937286278376,2.541056192877156,-0.13730688888824671,-1.5320096449514047,5.320531511711413,3.1641160760928106,-0.519019153146396,-0.8302351513601791,1.6687091659347817
201412,8.396813114484573,8.523574382035857,5.779183415016225,8.5153138827783,8.045834573151302,5.112866468585164,6.279374197527897,4.122763688259895,5.8694829803093365,6.0231004519111675,7.171333591768181,4.7603168926161805,7.473771418654264,7.7181701796781255,6.256247547908928,4.3341938410890215,4.772512177338105,5.35993599174698,6.291189365041357,4.61264729302845,1.339382674838593,2.434094729176402,-2.571644682388604,2.9785484872078496,3.996564469598261
