,日期,Close,價平買權次週每日結算價,價平買權近週每日結算價,價平賣權次週每日結算價,價平賣權近週每日結算價,Implied volatility of Call,Implied volatility of Put,Signal of Long Call,Signal of Long Put,Signal of Long Call_E,Signal of Long Put_E,策略累積資金(金額),進場口數,策略近週報酬(點數)
77,2020-05-05,10774.61,,104.0,,25.0,,,0,0,1,1,1105920.0,4.0,20.0
78,2020-05-06,10774.98,160.0,57.0,111.0,0.1,0.2680655042615947,0.1859704435814813,1,1,1,1,1096520.0,4.0,-47.0
79,2020-05-07,10842.92,,188.0,,63.0,,,0,0,1,1,1101520.0,4.0,25.0
80,2020-05-08,10901.42,,213.0,,38.0,,,0,0,1,1,1106520.0,4.0,25.0
81,2020-05-11,11013.26,,266.0,,10.5,,,0,0,1,1,1117120.0,4.0,53.0
82,2020-05-12,10879.47,,153.0,,7.4,,,0,0,1,1,1094520.0,4.0,-113.0
83,2020-05-13,10938.27,131.0,174.0,117.0,0.1,0.21620218426407134,0.19309660731981945,0,1,0,1,1098720.0,4.0,21.0
84,2020-05-14,10780.88,,56.0,,206.0,,,0,0,0,1,1098720.0,4.0,-0.0
85,2020-05-15,10814.92,,63.0,,143.0,,,0,0,0,1,1098720.0,4.0,0.0
86,2020-05-18,10740.55,,28.0,,165.0,,,0,0,0,1,1098720.0,4.0,-0.0
87,2020-05-19,10860.44,,35.0,,66.0,,,0,0,0,1,1098720.0,4.0,0.0
88,2020-05-20,10907.8,135.0,0.1,93.0,13.0,0.22342616084342204,0.15391579969213517,1,1,1,1,1098720.0,4.0,-0.0
89,2020-05-21,11008.31,,178.0,,46.5,,,0,0,1,1,1106720.0,4.0,40.0
90,2020-05-22,10811.15,,65.0,,125.0,,,0,0,1,1,1084120.0,4.0,-113.0
91,2020-05-25,10871.18,,61.0,,52.0,,,0,0,1,1,1083320.0,4.0,-4.0
92,2020-05-26,10997.21,,164.0,,6.7,,,0,0,1,1,1103920.0,4.0,103.0
93,2020-05-27,11014.66,139.0,160.0,86.0,0.1,0.2278143754256231,0.14094990134247184,1,0,1,0,1103120.0,4.0,-4.0
94,2020-05-28,10944.19,,101.0,,108.0,,,0,0,1,0,1094920.0,4.0,-41.0
95,2020-05-29,10942.16,,86.0,,91.0,,,0,0,1,0,1091920.0,4.0,-15.0
96,2020-06-01,11079.02,,151.0,,21.5,,,0,0,1,0,1104920.0,4.0,65.0
97,2020-06-02,11127.93,,187.0,,6.5,,,0,0,1,0,1112120.0,4.0,36.0
98,2020-06-03,11320.16,141.0,371.0,90.0,0.2,0.2248557347258741,0.1435249370590686,1,0,1,0,1148920.0,5.0,184.0
99,2020-06-04,11393.23,,182.0,,56.0,,,0,0,1,0,1158420.0,5.0,38.0
100,2020-06-05,11479.4,,245.0,,20.0,,,0,0,1,0,1174170.0,5.0,63.0
101,2020-06-08,11610.32,,341.0,,4.7,,,0,0,1,0,1198170.0,5.0,96.0
102,2020-06-09,11637.11,,380.0,,1.1,,,0,0,1,0,1207920.0,5.0,39.0
103,2020-06-10,11720.16,127.0,463.0,123.0,0.1,0.19561745359213945,0.18945627395144213,0,1,0,1,1228670.0,5.0,83.0
104,2020-06-11,11535.77,,34.0,,243.0,,,0,0,0,1,1228670.0,5.0,-0.0
105,2020-06-12,11429.94,,14.0,,323.0,,,0,0,0,1,1228670.0,5.0,-0.0
106,2020-06-15,11306.26,,1.8,,475.0,,,0,0,0,1,1228670.0,5.0,-0.0
107,2020-06-16,11511.64,,7.7,,183.0,,,0,0,0,1,1228670.0,5.0,0.0
108,2020-06-17,11534.59,217.0,0.2,66.0,179.0,0.33962135683982136,0.10329497489137424,1,0,1,0,1228670.0,5.0,-0.0
109,2020-06-18,11548.33,,235.0,,42.0,,,0,0,1,0,1232420.0,5.0,15.0
110,2020-06-19,11549.86,,231.0,,27.0,,,0,0,1,0,1231420.0,5.0,-4.0
111,2020-06-22,11572.93,,230.0,,13.0,,,0,0,1,0,1231170.0,5.0,-1.0
112,2020-06-23,11612.36,,260.0,,3.2,,,0,0,1,0,1238670.0,5.0,30.0
113,2020-06-24,11660.67,191.0,302.0,55.0,0.2,0.2956972484201927,0.08514842231995076,1,0,1,0,1249170.0,5.0,42.0
114,2020-06-29,11542.62,,65.0,,85.0,,,0,0,1,0,1216920.0,5.0,-129.0
115,2020-06-30,11621.24,,102.0,,11.0,,,0,0,1,0,1226170.0,5.0,37.0
116,2020-07-01,11703.42,164.0,203.0,60.0,0.2,0.25296968392882696,0.09254988436420498,1,0,1,0,1251420.0,5.0,101.0
117,2020-07-02,11805.14,,276.0,,23.0,,,0,0,1,0,1278670.0,5.0,109.0
118,2020-07-03,11909.16,,398.0,,10.0,,,0,0,1,0,1309170.0,5.0,122.0
119,2020-07-06,12116.7,,615.0,,2.1,,,0,0,1,0,1363420.0,5.0,217.0
120,2020-07-07,12092.97,,575.0,,0.6,,,0,0,1,0,1353420.0,5.0,-40.0
121,2020-07-08,12170.19,138.0,655.0,110.0,0.1,0.20470061565441172,0.1631671574056905,0,1,0,1,1373420.0,5.0,80.0
122,2020-07-09,12192.69,,136.0,,85.0,,,0,0,0,1,1373420.0,5.0,-0.0
123,2020-07-10,12073.68,,54.0,,159.0,,,0,0,0,1,1373420.0,5.0,-0.0
124,2020-07-13,12211.56,,135.0,,29.5,,,0,0,0,1,1373420.0,5.0,0.0
125,2020-07-14,12209.01,,109.0,,21.0,,,0,0,0,1,1373420.0,5.0,-0.0
126,2020-07-15,12202.85,228.0,120.0,68.0,0.1,0.337295847865847,0.10059700725823506,1,0,1,0,1373420.0,5.0,0.0
127,2020-07-16,12157.74,,177.0,,65.0,,,0,0,1,0,1359920.0,5.0,-54.0
128,2020-07-17,12181.56,,164.0,,44.5,,,0,0,1,0,1356670.0,5.0,-13.0
129,2020-07-20,12174.54,,144.0,,25.5,,,0,0,1,0,1351670.0,5.0,-20.0
130,2020-07-21,12397.55,,370.0,,1.8,,,0,0,1,0,1408170.0,5.0,226.0
131,2020-07-22,12473.27,186.0,401.0,63.0,0.2,0.26919689221541293,0.09117959252457536,1,0,1,0,1415920.0,6.0,31.0
132,2020-07-23,12413.04,,160.0,,70.0,,,0,0,1,0,1407220.0,6.0,-29.0
133,2020-07-24,12304.04,,88.0,,134.0,,,0,0,1,0,1385620.0,6.0,-72.0
134,2020-07-27,12588.3,,319.0,,15.0,,,0,0,1,0,1454920.0,6.0,231.0
135,2020-07-28,12586.73,,272.0,,11.5,,,0,0,1,0,1440820.0,6.0,-47.0
136,2020-07-29,12540.97,205.0,229.0,97.0,0.1,0.2950938462382009,0.13962977114685604,1,0,1,0,1427920.0,6.0,-43.0
137,2020-07-30,12722.92,,320.0,,47.0,,,0,0,1,0,1461520.0,6.0,112.0
138,2020-07-31,12664.8,,301.0,,45.5,,,0,0,1,0,1455820.0,6.0,-19.0
139,2020-08-03,12513.03,,171.0,,43.0,,,0,0,1,0,1416820.0,6.0,-130.0
140,2020-08-04,12709.92,,314.0,,2.1,,,0,0,1,0,1459720.0,6.0,143.0
141,2020-08-05,12802.3,176.0,393.0,85.0,0.1,0.24817731906137622,0.11985836431941467,1,0,1,0,1483420.0,6.0,79.0
142,2020-08-06,12913.5,,237.0,,54.0,,,0,0,1,0,1500820.0,6.0,58.0
143,2020-08-07,12828.87,,170.0,,62.0,,,0,0,1,0,1480720.0,6.0,-67.0
144,2020-08-10,12894.0,,221.0,,20.0,,,0,0,1,0,1496020.0,6.0,51.0
145,2020-08-11,12780.19,,97.0,,25.0,,,0,0,1,0,1458820.0,6.0,-124.0
146,2020-08-12,12670.35,130.0,0.2,121.0,40.5,0.1852218260170978,0.1723987765236064,0,1,0,1,1429780.0,6.0,-96.8
147,2020-08-13,12763.13,,155.0,,77.0,,,0,0,0,1,1429780.0,6.0,0.0
148,2020-08-14,12795.46,,183.0,,42.5,,,0,0,0,1,1429780.0,6.0,0.0
149,2020-08-17,12956.11,,311.0,,6.5,,,0,0,0,1,1429780.0,6.0,0.0
150,2020-08-18,12872.14,,230.0,,3.3,,,0,0,0,1,1429780.0,6.0,-0.0
151,2020-08-19,12778.64,139.0,156.0,101.0,0.1,0.19636658427075132,0.14268363317515023,0,0,0,0,1429780.0,6.0,-0.0
152,2020-08-20,12362.64,,18.5,,423.0,,,0,0,0,0,1429780.0,6.0,-0.0
153,2020-08-21,12607.84,,32.0,,187.0,,,0,0,0,0,1429780.0,6.0,0.0
154,2020-08-24,12647.13,,27.5,,137.0,,,0,0,0,0,1429780.0,6.0,-0.0
155,2020-08-25,12758.25,,61.0,,38.0,,,0,0,0,0,1429780.0,6.0,0.0
156,2020-08-26,12833.29,165.0,49.5,92.0,0.2,0.23210439108605355,0.12941578169646623,1,0,1,0,1429780.0,6.0,-0.0
157,2020-08-27,12797.31,,131.0,,94.0,,,0,0,1,0,1418680.0,6.0,-37.0
158,2020-08-28,12728.85,,88.0,,115.0,,,0,0,1,0,1405780.0,6.0,-43.0
159,2020-08-31,12591.45,,28.0,,155.0,,,0,0,1,0,1387780.0,6.0,-60.0
160,2020-09-01,12703.28,,26.5,,67.0,,,0,0,1,0,1387330.0,6.0,-1.5
161,2020-09-02,12699.5,165.0,0.2,101.0,82.0,0.23454962487347852,0.1435728006801293,1,0,1,0,1379440.0,6.0,-26.3
162,2020-09-03,12757.97,,174.0,,75.0,,,0,0,1,0,1381240.0,6.0,6.0
163,2020-09-04,12637.95,,98.0,,120.0,,,0,0,1,0,1358440.0,6.0,-76.0
164,2020-09-07,12601.4,,52.0,,102.0,,,0,0,1,0,1344640.0,6.0,-46.0
165,2020-09-08,12663.56,,68.0,32.0,32.0,,0.045617511143921576,0,0,1,0,1349440.0,6.0,16.0
166,2020-09-09,12608.58,175.0,0.1,124.0,58.0,0.2505585870117831,0.17753865593977775,1,1,1,1,1329070.0,5.0,-67.9
167,2020-09-10,12691.75,,211.0,,63.0,,,0,0,1,1,1337320.0,5.0,33.0
168,2020-09-11,12675.95,,175.0,,61.0,,,0,0,1,1,1328320.0,5.0,-36.0
169,2020-09-14,12787.82,,246.0,,11.5,,,0,0,1,1,1346070.0,5.0,71.0
170,2020-09-15,12845.65,,296.0,,2.8,,,0,0,1,1,1358570.0,5.0,50.0
171,2020-09-16,12976.76,138.0,418.0,107.0,0.1,0.19197745705639657,0.14885208626836546,0,1,0,1,1389070.0,5.0,122.0
172,2020-09-17,12872.74,,79.0,,128.0,,,0,0,0,1,1389070.0,5.0,-0.0
173,2020-09-18,12875.62,,73.0,,100.0,,,0,0,0,1,1389070.0,5.0,-0.0
174,2020-09-21,12795.12,,16.0,,196.0,,,0,0,0,1,1389070.0,5.0,-0.0
175,2020-09-22,12645.51,,1.9,,276.0,,,0,0,0,1,1389070.0,5.0,-0.0
176,2020-09-23,12583.88,182.0,0.2,84.0,323.0,0.2610924062042891,0.12050418747890267,1,0,1,0,1389070.0,6.0,-0.0
177,2020-09-24,12264.38,,23.0,,274.0,,,0,0,1,0,1340470.0,6.0,-162.0
178,2020-09-25,12232.91,,13.0,,271.0,,,0,0,1,0,1337470.0,6.0,-10.0
179,2020-09-28,12462.76,,42.0,,82.0,,,0,0,1,0,1346170.0,6.0,29.0
180,2020-09-29,12467.73,,23.0,,69.0,,,0,0,1,0,1340470.0,6.0,-19.0
181,2020-09-30,12515.61,150.0,28.5,94.0,0.1,0.21635984336075587,0.135585501839407,0,0,0,0,1342120.0,6.0,5.5
182,2020-10-05,12548.28,,142.0,,30.0,,,0,0,0,0,1342120.0,6.0,0.0
183,2020-10-06,12704.23,,256.0,,1.4,,,0,0,0,0,1342120.0,6.0,0.0
184,2020-10-07,12746.37,112.0,309.0,84.0,0.3,0.15862400926507061,0.11896800694880295,0,0,0,0,1342120.0,6.0,0.0
185,2020-10-08,12887.19,,187.0,,41.0,,,0,0,0,0,1342120.0,6.0,-0.0
186,2020-10-12,12955.91,,209.0,,9.0,,,0,0,0,0,1342120.0,6.0,0.0
187,2020-10-13,12947.13,,208.0,,2.6,,,0,0,0,0,1342120.0,6.0,-0.0
188,2020-10-14,12919.31,135.0,150.0,94.0,0.1,0.18863916704900485,0.1313487533526404,0,0,0,0,1342120.0,6.0,-0.0
189,2020-10-15,12827.82,,100.0,,106.0,,,0,0,0,0,1342120.0,6.0,-0.0
190,2020-10-16,12750.37,,42.5,,143.0,,,0,0,0,0,1342120.0,6.0,-0.0
191,2020-10-19,12908.34,,85.0,,39.0,,,0,0,0,0,1342120.0,6.0,0.0
192,2020-10-20,12862.37,,46.0,40.5,40.5,,0.056842274260059666,0,0,0,0,1342120.0,6.0,-0.0
193,2020-10-21,12877.25,134.0,10.0,82.0,0.1,0.18785341392404822,0.11495507419232803,0,0,0,0,1342120.0,6.0,-0.0
194,2020-10-22,12917.03,,146.0,,54.0,,,0,0,0,0,1342120.0,6.0,0.0
195,2020-10-23,12898.82,,126.0,,30.0,,,0,0,0,0,1342120.0,6.0,-0.0
196,2020-10-26,12909.03,,128.0,,16.0,,,0,0,0,0,1342120.0,6.0,0.0
197,2020-10-27,12875.01,,80.0,,13.0,,,0,0,0,0,1342120.0,6.0,-0.0
198,2020-10-28,12793.75,183.0,0.2,90.0,28.5,0.25822046009813054,0.12699366890071995,1,0,1,0,1342120.0,5.0,-0.0
199,2020-10-29,12662.91,,101.0,,144.0,,,0,0,1,0,1320870.0,5.0,-85.0
200,2020-10-30,12546.34,,30.5,,251.0,,,0,0,1,0,1303245.0,5.0,-70.5
201,2020-11-02,12591.31,,38.0,,152.0,,,0,0,1,0,1305120.0,5.0,7.5
202,2020-11-03,12736.01,,86.0,,52.0,,,0,0,1,0,1317120.0,5.0,48.0
203,2020-11-04,12867.9,162.0,165.0,114.0,0.1,0.2272713848178378,0.15993171524218214,1,1,1,1,1336870.0,5.0,79.0
204,2020-11-05,12918.8,,140.0,,72.0,,,0,0,1,1,1330620.0,5.0,-25.0
205,2020-11-06,12973.53,,153.0,,48.5,,,0,0,1,1,1333870.0,5.0,13.0
206,2020-11-09,13127.47,,294.0,,4.8,,,0,0,1,1,1369120.0,5.0,141.0
207,2020-11-10,13081.72,,240.0,,2.3,,,0,0,1,1,1355620.0,5.0,-54.0
208,2020-11-11,13262.19,127.0,399.0,116.0,0.3,0.1728724935242557,0.15789928542372964,0,1,0,1,1395370.0,5.0,159.0
209,2020-11-12,13221.78,,91.0,,113.0,,,0,0,0,1,1395370.0,5.0,-0.0
210,2020-11-13,13273.33,,105.0,,71.0,,,0,0,0,1,1395370.0,5.0,0.0
211,2020-11-16,13551.83,,334.0,,5.0,,,0,0,0,1,1395370.0,5.0,0.0
212,2020-11-17,13593.01,,375.0,,1.9,,,0,0,0,1,1395370.0,5.0,0.0
213,2020-11-18,13773.29,132.0,510.0,99.0,0.2,0.1730109776868557,0.12975823326514174,0,0,0,0,1395370.0,5.0,0.0
214,2020-11-19,13722.43,,139.0,,72.0,,,0,0,0,0,1395370.0,5.0,-0.0
215,2020-11-20,13716.44,,121.0,,62.0,,,0,0,0,0,1395370.0,5.0,-0.0
216,2020-11-23,13878.01,,212.0,,11.5,,,0,0,0,0,1395370.0,5.0,0.0
217,2020-11-24,13807.13,,129.0,,8.7,,,0,0,0,0,1395370.0,5.0,-0.0
218,2020-11-25,13738.83,125.0,53.0,98.0,0.2,0.16424709013093486,0.1287697186626529,0,0,0,0,1395370.0,5.0,-0.0
219,2020-11-26,13845.66,,186.0,,29.0,,,0,0,0,0,1395370.0,5.0,0.0
220,2020-11-27,13867.09,,208.0,,17.5,,,0,0,0,0,1395370.0,5.0,0.0
221,2020-11-30,13722.89,,97.0,,44.0,,,0,0,0,0,1395370.0,5.0,-0.0
222,2020-12-01,13885.67,,196.0,,3.9,,,0,0,0,0,1395370.0,5.0,0.0
223,2020-12-02,13989.14,127.0,280.0,101.0,0.1,0.16388912076742737,0.13033701730322964,0,0,0,0,1395370.0,5.0,0.0
224,2020-12-03,13977.09,,123.0,,72.0,,,0,0,0,0,1395370.0,5.0,-0.0
225,2020-12-04,14132.44,,232.0,,25.5,,,0,0,0,0,1395370.0,5.0,0.0
226,2020-12-07,14256.6,,312.0,,5.8,,,0,0,0,0,1395370.0,5.0,0.0
227,2020-12-08,14360.4,,410.0,,1.0,,,0,0,0,0,1395370.0,5.0,0.0
228,2020-12-09,14390.14,144.0,449.0,97.0,0.2,0.18064872213875177,0.12168698644068696,0,0,0,0,1395370.0,5.0,0.0
229,2020-12-10,14249.49,,60.0,,170.0,,,0,0,0,0,1395370.0,5.0,-0.0
230,2020-12-11,14261.69,,41.0,,154.0,,,0,0,0,0,1395370.0,5.0,-0.0
231,2020-12-14,14211.05,,16.0,,163.0,,,0,0,0,0,1395370.0,5.0,-0.0
232,2020-12-15,14068.52,,1.2,,270.0,,,0,0,0,0,1395370.0,5.0,-0.0
233,2020-12-16,14304.46,180.0,0.1,63.0,27.0,0.22716345132896817,0.07950720796513885,1,0,1,0,1395370.0,6.0,-0.0
234,2020-12-17,14258.93,,180.0,,41.0,,,0,0,1,0,1394470.0,6.0,-3.0
235,2020-12-18,14249.96,,134.0,,52.0,,,0,0,1,0,1380670.0,6.0,-46.0
236,2020-12-21,14384.96,,254.0,,7.3,,,0,0,1,0,1416670.0,6.0,120.0
237,2020-12-22,14177.46,,55.0,,75.0,,,0,0,1,0,1356970.0,6.0,-199.0
238,2020-12-23,14223.09,158.0,84.0,83.0,0.1,0.20053978717140505,0.10534685022295329,0,0,0,0,1365670.0,6.0,29.0
239,2020-12-24,14280.28,,220.0,,29.0,,,0,0,0,0,1365670.0,6.0,0.0
240,2020-12-25,14331.42,,261.0,,13.5,,,0,0,0,0,1365670.0,6.0,0.0
241,2020-12-28,14483.07,,387.0,,4.0,,,0,0,0,0,1365670.0,6.0,0.0
242,2020-12-29,14472.05,,405.0,,0.8,,,0,0,0,0,1365670.0,6.0,0.0
243,2020-12-30,14687.7,143.0,540.0,78.0,0.3,0.17575984664741987,0.09586900726222901,0,0,0,0,1365670.0,6.0,0.0
244,2020-12-31,14732.53,,170.0,,51.0,,,0,0,0,0,1365670.0,6.0,-0.0
245,2021-01-04,14902.03,,306.0,,7.4,,,0,0,0,0,1365670.0,6.0,0.0
246,2021-01-05,15000.03,,411.0,,1.5,,,0,0,0,0,1365670.0,6.0,0.0
247,2021-01-06,14983.13,171.0,335.0,136.0,0.2,0.20603024720784732,0.16386031356881423,0,1,0,1,1365670.0,6.0,-0.0
248,2021-01-07,15214.0,,377.0,,32.0,,,0,0,0,1,1365670.0,6.0,0.0
249,2021-01-08,15463.95,,580.0,,16.5,,,0,0,0,1,1365670.0,6.0,0.0
250,2021-01-11,15557.3,,660.0,,4.5,,,0,0,0,1,1365670.0,6.0,0.0
251,2021-01-12,15500.7,,615.0,,2.2,,,0,0,0,1,1365670.0,6.0,-0.0
252,2021-01-13,15769.98,180.0,860.0,168.0,0.1,0.20605292479744247,0.19231606314427965,0,1,0,1,1365670.0,6.0,0.0
253,2021-01-14,15707.19,,146.0,,168.0,,,0,0,0,1,1365670.0,6.0,-0.0
254,2021-01-15,15616.39,,88.0,,203.0,,,0,0,0,1,1365670.0,6.0,-0.0
255,2021-01-18,15612.0,,43.0,,186.0,,,0,0,0,1,1365670.0,6.0,-0.0
256,2021-01-19,15877.37,,167.0,,26.0,,,0,0,0,1,1365670.0,6.0,0.0
257,2021-01-20,15806.18,226.0,16.0,143.0,0.1,0.25811838353991245,0.1633226940097676,1,1,1,1,1365670.0,5.0,-0.0
258,2021-01-21,16153.77,,498.0,,40.5,,,0,0,1,1,1432920.0,5.0,269.0
259,2021-01-22,16019.03,,354.0,,40.0,,,0,0,1,1,1396920.0,5.0,-144.0
260,2021-01-25,15946.54,,287.0,,32.0,,,0,0,1,1,1380170.0,5.0,-67.0
261,2021-01-26,15658.85,,70.0,,88.0,,,0,0,1,1,1325920.0,5.0,-217.0
262,2021-01-27,15701.45,194.0,49.0,153.0,0.1,0.2230485427854863,0.17590941776381136,1,1,1,1,1320670.0,5.0,-21.0
263,2021-01-28,15415.88,,67.0,,299.0,,,0,0,1,1,1288170.0,5.0,-130.0
264,2021-01-29,15138.31,,8.4,,550.0,,,0,0,1,1,1273520.0,5.0,-58.6
265,2021-02-01,15410.09,,16.5,,272.0,,,0,0,1,1,1275545.0,5.0,8.1
266,2021-02-02,15760.05,,144.0,,35.0,,,0,0,1,1,1307420.0,5.0,127.5
267,2021-02-03,15771.32,239.0,117.0,216.0,0.1,0.27356924898286683,0.24724250117280014,1,1,1,1,1300670.0,5.0,-27.0
268,2021-02-04,15706.22,,163.0,,217.0,,,0,0,1,1,1280920.0,5.0,-79.0
269,2021-02-05,15802.4,,195.0,,143.0,,,0,0,1,1,1288920.0,5.0,32.0
270,2021-02-17,16362.29,222.0,580.0,134.0,0.3,0.24493244040798556,0.147842103669685,1,0,1,0,1385170.0,6.0,385.0
271,2021-02-18,16424.51,,223.0,,101.0,,,0,0,1,0,1384570.0,6.0,-2.0
272,2021-02-19,16341.38,,166.0,,107.0,,,0,0,1,0,1367470.0,6.0,-57.0
273,2021-02-22,16410.16,,190.0,,59.0,,,0,0,1,0,1374670.0,6.0,24.0
274,2021-02-23,16443.4,,211.0,,19.5,,,0,0,1,0,1380970.0,6.0,21.0
275,2021-02-24,16212.53,227.0,0.1,147.0,64.0,0.252762408725555,0.16368314573857526,1,1,1,1,1317700.0,5.0,-210.9
276,2021-02-25,16452.18,,340.0,,52.0,,,0,0,1,1,1345200.0,5.0,110.0
277,2021-02-26,15953.8,,88.0,,244.0,,,0,0,1,1,1282200.0,5.0,-252.0
278,2021-03-02,15946.88,,16.5,,221.0,,,0,0,1,1,1264325.0,5.0,-71.5
279,2021-03-03,16211.73,220.0,33.0,162.0,0.1,0.24498006164513725,0.18039440902960108,1,1,1,1,1268450.0,5.0,16.5
280,2021-03-04,15906.41,,89.0,,280.0,,,0,0,1,1,1234950.0,5.0,-134.0
281,2021-03-05,15855.23,,48.5,,314.0,,,0,0,1,1,1224825.0,5.0,-40.5
282,2021-03-08,15820.11,,17.0,,321.0,,,0,0,1,1,1216950.0,5.0,-31.5
283,2021-03-09,15853.09,,5.3,,299.0,,,0,0,1,1,1214025.0,5.0,-11.7
284,2021-03-10,15911.67,201.0,0.1,174.0,273.0,0.2280435090521721,0.1974107988809848,1,1,1,1,1212725.0,5.0,-5.2
285,2021-03-11,16179.56,,373.0,,55.0,,,0,0,1,1,1254975.0,5.0,169.0
286,2021-03-12,16255.18,,397.0,,21.0,,,0,0,1,1,1260975.0,5.0,24.0
287,2021-03-15,16249.33,,365.0,,12.5,,,0,0,1,1,1252975.0,5.0,-32.0
288,2021-03-16,16313.16,,460.0,,1.6,,,0,0,1,1,1276725.0,5.0,95.0
289,2021-03-17,16215.82,170.0,345.0,105.0,0.1,0.1892550284261224,0.11689281167495796,0,0,0,0,1247975.0,5.0,-115.0
290,2021-03-18,16287.84,,194.0,,66.0,,,0,0,0,0,1247975.0,5.0,-0.0
291,2021-03-19,16070.24,,68.0,,158.0,,,0,0,0,0,1247975.0,5.0,-0.0
292,2021-03-22,16189.22,,98.0,,77.0,,,0,0,0,0,1247975.0,5.0,0.0
293,2021-03-23,16177.59,,71.0,,56.0,,,0,0,0,0,1247975.0,5.0,-0.0
294,2021-03-24,16032.12,178.0,0.2,114.0,121.0,0.20043172689627536,0.1283663868886258,0,0,0,0,1247975.0,5.0,-0.0
295,2021-03-25,16060.14,,190.0,,76.0,,,0,0,0,0,1247975.0,5.0,0.0
296,2021-03-26,16305.88,,378.0,,15.0,,,0,0,0,0,1247975.0,5.0,0.0
297,2021-03-29,16475.97,,495.0,,5.7,,,0,0,0,0,1247975.0,5.0,0.0
298,2021-03-30,16554.9,,590.0,,0.6,,,0,0,0,0,1247975.0,5.0,0.0
299,2021-03-31,16431.13,144.0,494.0,90.0,0.1,0.15820947204469427,0.09888092002793392,0,0,0,0,1247975.0,5.0,-0.0
300,2021-04-01,16571.28,,214.0,,41.5,,,0,0,0,0,1247975.0,5.0,-0.0
301,2021-04-06,16571.28,,343.0,,0.7,,,0,0,0,0,1247975.0,5.0,0.0
302,2021-04-07,16815.36,142.0,390.0,101.0,0.1,0.1524472504191929,0.10843079079111609,0,0,0,0,1247975.0,5.0,0.0
303,2021-04-08,16926.44,,225.0,,31.5,,,0,0,0,0,1247975.0,5.0,-0.0
304,2021-04-09,16854.1,,159.0,,51.0,,,0,0,0,0,1247975.0,5.0,-0.0
305,2021-04-12,16859.7,,133.0,,33.0,,,0,0,0,0,1247975.0,5.0,-0.0
306,2021-04-13,16824.91,,90.0,,25.0,,,0,0,0,0,1247975.0,5.0,-0.0
307,2021-04-14,16865.97,141.0,67.0,130.0,0.2,0.1509194486895477,0.13914559099036314,0,0,0,0,1247975.0,5.0,-0.0
308,2021-04-15,17076.73,,281.0,,58.0,,,0,0,0,0,1247975.0,5.0,0.0
309,2021-04-16,17158.81,,327.0,,21.0,,,0,0,0,0,1247975.0,5.0,0.0
310,2021-04-19,17263.28,,425.0,,5.3,,,0,0,0,0,1247975.0,5.0,0.0
311,2021-04-20,17323.87,,475.0,,1.7,,,0,0,0,0,1247975.0,5.0,0.0
312,2021-04-21,17202.11,195.0,381.0,115.0,0.2,0.2046398985306804,0.12068506836424742,0,0,0,0,1247975.0,5.0,-0.0
313,2021-04-22,17096.97,,166.0,,119.0,,,0,0,0,0,1247975.0,5.0,-0.0
314,2021-04-23,17300.27,,232.0,,47.5,,,0,0,0,0,1247975.0,5.0,0.0
315,2021-04-26,17572.29,,462.0,,6.8,,,0,0,0,0,1247975.0,5.0,0.0
316,2021-04-27,17595.9,,505.0,,1.1,,,0,0,0,0,1247975.0,5.0,0.0
317,2021-04-28,17567.53,176.0,444.0,115.0,0.1,0.18085869167830976,0.11817471331253195,0,0,0,0,1247975.0,5.0,-0.0
318,2021-04-29,17566.66,,172.0,,78.0,,,0,0,0,0,1247975.0,5.0,-0.0
319,2021-05-03,17222.35,,19.0,,233.0,,,0,0,0,0,1247975.0,5.0,-0.0
320,2021-05-04,16933.78,,0.9,,535.0,,,0,0,0,0,1247975.0,5.0,-0.0
321,2021-05-05,16843.44,222.0,0.1,183.0,610.0,0.23793569605515136,0.19613618188330045,1,1,1,1,1247975.0,5.0,-0.0
322,2021-05-06,16994.36,,297.0,,86.0,,,0,0,1,1,1265975.0,5.0,72.0
323,2021-05-07,17285.0,,560.0,,13.5,,,0,0,1,1,1331725.0,5.0,263.0
324,2021-05-10,17235.61,,500.0,,5.1,,,0,0,1,1,1316725.0,5.0,-60.0
325,2021-05-11,16583.13,,49.0,,193.0,,,0,0,1,1,1203975.0,5.0,-451.0
326,2021-05-12,15902.37,429.0,0.5,332.0,855.0,0.4870043709717436,0.3768891635492281,1,1,1,1,1191850.0,5.0,-48.5
327,2021-05-13,15670.1,,259.0,,295.0,,,0,0,1,1,1148600.0,5.0,-173.0
328,2021-05-14,15827.09,,334.0,,168.0,,,0,0,1,1,1167350.0,5.0,75.0
329,2021-05-17,15353.89,,76.0,,414.0,,,0,0,1,1,1102850.0,5.0,-258.0
330,2021-05-18,16145.98,,565.0,,18.5,,,0,0,1,1,1225100.0,5.0,489.0
331,2021-05-19,16132.66,316.0,540.0,258.0,0.2,0.35360510188893085,0.2887028996434942,1,1,1,1,1218850.0,5.0,-25.0
332,2021-05-20,16042.36,,260.0,,245.0,,,0,0,1,1,1204100.0,5.0,-59.0
333,2021-05-21,16302.06,,402.0,,108.0,,,0,0,1,1,1239600.0,5.0,142.0
334,2021-05-24,16338.29,,385.0,,62.0,,,0,0,1,1,1235350.0,5.0,-17.0
335,2021-05-25,16595.67,,600.0,,5.1,,,0,0,1,1,1289100.0,5.0,215.0
336,2021-05-26,16643.69,214.0,635.0,172.0,0.2,0.23211412841790185,0.18655901910223888,1,1,1,1,1297850.0,5.0,35.0
