,日期,Close,價平買權次週每日結算價,價平買權近週每日結算價,價平賣權次週每日結算價,價平賣權近週每日結算價,Implied volatility of Call,Implied volatility of Put,Signal of Long Call,Signal of Long Put,Signal of Long Call_E,Signal of Long Put_E,策略累積資金(金額),進場口數,策略近週報酬(點數),Call進場口數,Put進場口數,Call策略近週報酬(點數),Put策略近週報酬(點數),策略每日報酬率,策略累積報酬率,每個時點最大策略累積資金(金額),Drawdown
212,2020-11-26,11433,,186.0,,29.0,,,0,0,0,0,1545230.0,4.0,0.0,6.0,6.0,0.0,66.0,0.012979946637997175,0.5452300000000005,1553755.0,-0.00548670800737568
213,2020-11-27,11275,,208.0,,17.5,,,0,0,0,0,1548680.0,4.0,-0.0,6.0,6.0,0.0,11.5,0.0022326773360599184,0.5486800000000005,1553755.0,-0.003266280719933323
214,2020-11-30,11430,,97.0,,44.0,,,0,0,0,0,1540730.0,4.0,0.0,6.0,6.0,-0.0,-26.5,-0.005133403931089742,0.5407300000000004,1553755.0,-0.008382917512735276
215,2020-12-01,11510,,196.0,,3.9,,,0,0,0,0,1552760.0,4.0,-0.0,6.0,6.0,0.0,40.1,0.007807987122987248,0.5527600000000006,1553755.0,-0.0006403841017406219
216,2020-12-02,11537,127.0,280.0,101.0,0.1,0.1987230523439758,0.15803959280898863,0,0,0,0,1553900.0,4.0,-0.0,6.0,6.0,0.0,3.8,0.0007341765630233255,0.5539000000000007,1553900.0,0.0
217,2020-12-03,11688,,123.0,,72.0,,,0,0,0,0,1561700.0,4.0,0.0,6.0,6.0,-0.0,26.0,0.0050196280326919585,0.5617000000000008,1561700.0,0.0
218,2020-12-04,11775,,232.0,,25.5,,,0,0,0,0,1575650.0,4.0,-0.0,6.0,6.0,0.0,46.5,0.008932573477620442,0.5756500000000007,1575650.0,0.0
219,2020-12-07,11895,,312.0,,5.8,,,0,0,0,0,1581560.0,4.0,-0.0,6.0,6.0,0.0,19.7,0.0037508329895599157,0.5815600000000007,1581560.0,0.0
220,2020-12-08,11952,,410.0,,1.0,,,0,0,0,0,1583000.0,4.0,-0.0,6.0,6.0,0.0,4.8,0.0009104934368597828,0.5830000000000006,1583000.0,0.0
221,2020-12-09,11792,144.0,449.0,97.0,0.2,0.22045118744892617,0.14849836932323499,0,0,0,0,1583240.0,4.0,-0.0,6.0,6.0,0.0,0.8,0.00015161086544535074,0.5832400000000006,1583240.0,0.0
222,2020-12-10,11792,,60.0,,170.0,,,0,0,0,0,1560440.0,4.0,0.0,6.0,6.0,-0.0,-76.0,-0.014400848892145213,0.5604400000000007,1583240.0,-0.014400848892145221
223,2020-12-11,11756,,41.0,,154.0,,,0,0,0,0,1565240.0,4.0,-0.0,6.0,6.0,-0.0,16.0,0.0030760554715336674,0.5652400000000006,1583240.0,-0.011369091230640964
224,2020-12-14,11639,,16.0,,163.0,,,0,0,0,0,1562540.0,4.0,0.0,6.0,6.0,-0.0,-9.0,-0.001724975083693181,0.5625400000000007,1583240.0,-0.01307445491523711
225,2020-12-15,11849,,1.2,,270.0,,,0,0,0,0,1530440.0,4.0,0.0,6.0,6.0,-0.0,-107.0,-0.020543474087063363,0.5304400000000007,1583240.0,-0.03334933427654683
226,2020-12-16,11846,180.0,0.1,63.0,27.0,0.27430782567931555,0.09600773898776044,0,0,0,0,1603340.0,4.0,-0.0,6.0,6.0,-0.0,243.0,0.047633360340817,0.6033400000000007,1603340.0,0.0
227,2020-12-17,11796,,180.0,,41.0,,,0,0,0,0,1609040.0,4.0,0.0,6.0,6.0,0.0,19.0,0.00355507877306116,0.6090400000000005,1609040.0,0.0
228,2020-12-18,11969,,134.0,,52.0,,,0,0,0,0,1605740.0,4.0,0.0,6.0,6.0,-0.0,-11.0,-0.002050912345249345,0.6057400000000004,1609040.0,-0.002050912345249341
229,2020-12-21,11706,,254.0,,7.3,,,0,0,0,0,1619150.0,4.0,-0.0,6.0,6.0,0.0,44.7,0.0083512897480289,0.6191500000000003,1619150.0,0.0
230,2020-12-22,11774,,55.0,,75.0,,,0,0,0,0,1598840.0,4.0,0.0,6.0,6.0,-0.0,-67.7,-0.012543618565296621,0.5988400000000003,1619150.0,-0.012543618565296606
231,2020-12-23,11902,158.0,84.0,83.0,0.1,0.23964841552005878,0.12589125625420808,0,0,0,0,1621310.0,4.0,-0.0,6.0,6.0,0.0,74.9,0.014053939105851843,0.6213100000000005,1621310.0,0.0
232,2020-12-24,11964,,220.0,,29.0,,,0,0,0,0,1636610.0,4.0,0.0,6.0,6.0,0.0,51.0,0.009436813440983016,0.6366100000000006,1636610.0,0.0
233,2020-12-25,12096,,261.0,,13.5,,,0,0,0,0,1641260.0,4.0,-0.0,6.0,6.0,0.0,15.5,0.0028412389023653173,0.6412600000000006,1641260.0,0.0
234,2020-12-28,12118,,387.0,,4.0,,,0,0,0,0,1644110.0,4.0,-0.0,6.0,6.0,0.0,9.5,0.001736470760269615,0.6441100000000006,1644110.0,0.0
235,2020-12-29,12296,,405.0,,0.8,,,0,0,0,0,1645070.0,4.0,-0.0,6.0,6.0,0.0,3.2,0.000583902536934966,0.6450700000000007,1645070.0,0.0
236,2020-12-30,12338,143.0,540.0,78.0,0.3,0.20923228234748814,0.11412669946226625,0,0,0,0,1645220.0,4.0,-0.0,6.0,7.0,0.0,0.5,9.118153026932418e-05,0.6452200000000008,1645220.0,0.0
237,2020-12-31,12533,,170.0,,51.0,,,0,0,0,0,1653620.0,4.0,0.0,6.0,7.0,-0.0,24.0,0.005105700149524051,0.6536200000000008,1653620.0,0.0
238,2021-01-04,12636,,306.0,,7.4,,,0,0,0,0,1668880.0,4.0,-0.0,6.0,7.0,0.0,43.6,0.009228238652169152,0.6688800000000008,1668880.0,0.0
239,2021-01-05,12571,,411.0,,1.5,,,0,0,0,0,1670945.0,4.0,-0.0,6.0,7.0,0.0,5.9,0.0012373567901826643,0.6709450000000008,1670945.0,0.0
240,2021-01-06,12886,171.0,335.0,136.0,0.2,0.23956060669310206,0.19052773397813966,0,1,0,1,1671400.0,4.0,-0.0,6.0,7.0,-0.0,1.3,0.00027230100332453766,0.6714000000000009,1671400.0,0.0
241,2021-01-07,13111,,377.0,,32.0,,,0,0,0,1,1649140.0,4.0,-107.0,6.0,7.0,0.0,-63.6,-0.01331817637908339,0.6491400000000009,1671400.0,-0.013318176379083403
242,2021-01-08,13191,,580.0,,16.5,,,0,0,0,1,1659990.0,4.0,-15.5,6.0,7.0,0.0,31.0,0.006579186727627695,0.659990000000001,1671400.0,-0.006826612420725141
243,2021-01-11,13149,,660.0,,4.5,,,0,0,0,1,1668390.0,4.0,-12.0,6.0,7.0,0.0,24.0,0.005060271447418385,0.6683900000000009,1671400.0,-0.0018008854852219697
244,2021-01-12,13419,,615.0,,2.2,,,0,0,0,1,1670000.0,4.0,-2.3,6.0,7.0,-0.0,4.6,0.0009650021877378734,0.6700000000000008,1671400.0,-0.0008376211559171952
245,2021-01-13,13387,180.0,860.0,168.0,0.1,0.24273179226093758,0.22654967277687507,0,1,0,1,1671470.0,3.0,-2.1,6.0,7.0,0.0,4.2,0.0008802395209581704,0.6714700000000009,1671470.0,0.0
246,2021-01-14,13292,,146.0,,168.0,,,0,0,0,1,1553940.0,3.0,-3.0,6.0,7.0,-0.0,-335.8,-0.07031535115796272,0.553940000000001,1671470.0,-0.07031535115796275
247,2021-01-15,13268,,88.0,,203.0,,,0,0,0,1,1529440.0,3.0,35.0,6.0,7.0,-0.0,-70.0,-0.015766374506094194,0.529440000000001,1671470.0,-0.08497310750417297
248,2021-01-18,13548,,43.0,,186.0,,,0,0,0,1,1541340.0,3.0,-17.0,6.0,7.0,-0.0,34.0,0.007780625588450718,0.541340000000001,1671470.0,-0.07785362585029944
249,2021-01-19,13436,,167.0,,26.0,,,0,0,0,1,1653340.0,3.0,-160.0,6.0,7.0,0.0,320.0,0.07266404557073725,0.6533400000000014,1671470.0,-0.010846739696195564
250,2021-01-20,13828,226.0,16.0,143.0,0.1,0.29504379747909265,0.18668700459960288,0,1,0,1,1671470.0,3.0,-25.9,6.0,7.0,-0.0,51.8,0.01096568158999367,0.6714700000000016,1671470.0,0.0
251,2021-01-21,13680,,498.0,,40.5,,,0,0,0,1,1643190.0,3.0,-105.5,6.0,7.0,0.0,-80.8,-0.016919238753911214,0.6431900000000015,1671470.0,-0.016919238753911228
252,2021-01-22,13614,,354.0,,40.0,,,0,0,0,1,1643540.0,3.0,-0.5,6.0,7.0,-0.0,1.0,0.0002130003225433441,0.6435400000000016,1671470.0,-0.016709842234679653
253,2021-01-25,13331,,287.0,,32.0,,,0,0,0,1,1649140.0,3.0,-8.0,6.0,7.0,-0.0,16.0,0.003407279409080477,0.6491400000000016,1671470.0,-0.01335949792697446
254,2021-01-26,13360,,70.0,,88.0,,,0,0,0,1,1609940.0,3.0,56.0,6.0,7.0,-0.0,-112.0,-0.023769964951429245,0.6099400000000015,1671470.0,-0.03681190808091082
255,2021-01-27,13085,194.0,49.0,153.0,0.1,0.2676488759739529,0.21108390734028246,0,1,0,1,1671470.0,3.0,-87.9,6.0,7.0,-0.0,175.8,0.03821881560803497,0.6714700000000013,1671470.0,0.0
256,2021-01-28,12773,,67.0,,299.0,,,0,0,0,1,1462240.0,3.0,143.0,6.0,7.0,0.0,-597.8,-0.12517723919663526,0.4622400000000013,1671470.0,-0.1251772391966353
257,2021-01-29,13065,,8.4,,550.0,,,0,0,0,1,1286540.0,3.0,251.0,6.0,7.0,-0.0,-502.0,-0.12015811357916617,0.2865400000000011,1671470.0,-0.23029429185088574
258,2021-02-01,13455,,16.5,,272.0,,,0,0,0,1,1481140.0,3.0,-278.0,6.0,7.0,0.0,556.0,0.15125841404076046,0.48114000000000123,1671470.0,-0.11386982715813027
259,2021-02-02,13476,,144.0,,35.0,,,0,0,0,1,1647040.0,3.0,-237.0,6.0,7.0,0.0,474.0,0.11200831791727994,0.6470400000000014,1671470.0,-0.014615877042363907
260,2021-02-03,13399,239.0,117.0,216.0,0.1,0.3220052367989004,0.29101728514042885,1,1,1,1,1671470.0,3.0,-34.9,7.0,7.0,-0.0,69.8,0.014832669516223085,0.6714700000000016,1671470.0,0.0
261,2021-02-04,13505,,163.0,,217.0,,,0,0,1,1,1491990.0,3.0,-2.0,7.0,7.0,-79.0,-433.8,-0.1073785350619515,0.49199000000000126,1671470.0,-0.10737853506195146
262,2021-02-17,14172,222.0,580.0,134.0,0.3,0.2827868769660724,0.1706911779885302,0,1,0,1,1789630.0,3.0,-216.7,7.0,7.0,417.0,433.4,0.19949195369942152,0.7896300000000014,1789630.0,0.0
263,2021-02-18,14101,,223.0,,101.0,,,0,0,0,1,1719140.0,3.0,-36.0,7.0,7.0,-0.0,-201.4,-0.039388029927973967,0.7191400000000012,1789630.0,-0.03938802992797394
264,2021-02-19,14174,,166.0,,107.0,,,0,0,0,1,1714940.0,3.0,6.0,7.0,7.0,-0.0,-12.0,-0.0024430820061193126,0.7149400000000012,1789630.0,-0.041734883746919756
265,2021-02-22,14226,,190.0,,59.0,,,0,0,0,1,1748540.0,3.0,-48.0,7.0,7.0,0.0,96.0,0.01959252218736518,0.7485400000000013,1789630.0,-0.022960053195353228
266,2021-02-23,13973,,211.0,,19.5,,,0,0,0,1,1776190.0,3.0,-39.5,7.0,7.0,0.0,79.0,0.015813192720784297,0.7761900000000015,1789630.0,-0.00750993222062661
267,2021-02-24,14179,227.0,0.1,147.0,64.0,0.2890131979924763,0.18715832645327762,0,1,0,1,1745040.0,3.0,44.5,7.0,7.0,-0.0,-89.0,-0.017537538213817205,0.7450400000000015,1789630.0,-0.02491576471114141
268,2021-02-25,13723,,340.0,,52.0,,,0,0,0,1,1753440.0,3.0,-98.0,7.0,7.0,0.0,24.0,0.004813643240269672,0.7534400000000017,1789630.0,-0.02022205707324978
269,2021-02-26,13696,,88.0,,244.0,,,0,0,0,1,1619040.0,3.0,192.0,7.0,7.0,-0.0,-384.0,-0.07664932931836843,0.6190400000000016,1789630.0,-0.09532137927951588
270,2021-03-02,13971,,16.5,,221.0,,,0,0,0,1,1635140.0,3.0,-23.0,7.0,7.0,-0.0,46.0,0.009944164443126846,0.6351400000000016,1789630.0,-0.08632510630689025
271,2021-03-03,13714,220.0,33.0,162.0,0.1,0.28959826562449476,0.21324963195985522,0,1,0,1,1789770.0,3.0,-220.9,7.0,7.0,0.0,441.8,0.09456682608217037,0.7897700000000019,1789770.0,0.0
272,2021-03-04,13639,,89.0,,280.0,,,0,0,0,1,1593840.0,3.0,115.0,7.0,7.0,0.0,-559.8,-0.10947216681473038,0.5938400000000017,1789770.0,-0.10947216681473039
273,2021-03-05,13611,,48.5,,314.0,,,0,0,0,1,1570040.0,3.0,34.0,7.0,7.0,-0.0,-68.0,-0.014932490086834282,0.5700400000000017,1789770.0,-0.12276996485581947
274,2021-03-08,13614,,17.0,,321.0,,,0,0,0,1,1565140.0,3.0,7.0,7.0,7.0,-0.0,-14.0,-0.0031209395938956996,0.5651400000000018,1789770.0,-0.12550774680545546
275,2021-03-09,13677,,5.3,,299.0,,,0,0,0,1,1580540.0,3.0,-22.0,7.0,7.0,-0.0,44.0,0.009839375391338834,0.5805400000000018,1789770.0,-0.11690328924945663
276,2021-03-10,13961,201.0,0.1,174.0,273.0,0.2599063864823562,0.2249935882981591,0,1,0,1,1598740.0,3.0,-26.0,7.0,7.0,-0.0,52.0,0.011515051817733157,0.5987400000000018,1789770.0,-0.1067343848650944
277,2021-03-11,14015,,373.0,,55.0,,,0,0,0,1,1751340.0,3.0,-122.0,7.0,7.0,0.0,436.0,0.09545016700651754,0.7513400000000019,1789770.0,-0.021472032719287954
278,2021-03-12,13991,,397.0,,21.0,,,0,0,0,1,1775140.0,3.0,-34.0,7.0,7.0,0.0,68.0,0.013589594253542892,0.7751400000000017,1789770.0,-0.008174234678198875
279,2021-03-15,14097,,365.0,,12.5,,,0,0,0,1,1781090.0,3.0,-8.5,7.0,7.0,-0.0,17.0,0.0033518483049224113,0.7810900000000016,1789770.0,-0.0048497851679266055
280,2021-03-16,14013,,460.0,,1.6,,,0,0,0,1,1788720.0,3.0,-10.9,7.0,7.0,0.0,21.8,0.004283893570790953,0.7887200000000016,1789770.0,-0.0005866675606362829
281,2021-03-17,14090,170.0,345.0,105.0,0.1,0.2178087633110635,0.13452894204506863,0,0,0,0,1789770.0,3.0,-1.5,7.0,7.0,-0.0,3.0,0.0005870119415001263,0.7897700000000019,1789770.0,0.0
282,2021-03-18,13865,,194.0,,66.0,,,0,0,0,0,1802370.0,3.0,0.0,7.0,7.0,-0.0,36.0,0.007040010727635382,0.8023700000000018,1802370.0,0.0
283,2021-03-19,13992,,68.0,,158.0,,,0,0,0,0,1770170.0,3.0,0.0,7.0,7.0,-0.0,-92.0,-0.01786536615678247,0.7701700000000018,1802370.0,-0.01786536615678246
284,2021-03-22,13974,,98.0,,77.0,,,0,0,0,0,1798520.0,3.0,-0.0,7.0,7.0,0.0,81.0,0.016015410949230757,0.7985200000000017,1802370.0,-0.002136076388310946
285,2021-03-23,13836,,71.0,,56.0,,,0,0,0,0,1805870.0,3.0,-0.0,7.0,7.0,-0.0,21.0,0.0040866935035472896,0.8058700000000016,1805870.0,0.0
286,2021-03-24,13885,178.0,0.2,114.0,121.0,0.2314256750023993,0.14821644354086247,0,0,0,0,1783120.0,3.0,0.0,7.0,7.0,-0.0,-65.0,-0.012597806043624371,0.7831200000000016,1805870.0,-0.012597806043624402
287,2021-03-25,14140,,190.0,,76.0,,,0,0,0,0,1795370.0,3.0,-0.0,7.0,7.0,0.0,35.0,0.006869980707972623,0.7953700000000017,1805870.0,-0.0058143720201343395
288,2021-03-26,14263,,378.0,,15.0,,,0,0,0,0,1816720.0,3.0,-0.0,7.0,7.0,0.0,61.0,0.011891699204063855,0.8167200000000019,1816720.0,0.0
289,2021-03-29,14375,,495.0,,5.7,,,0,0,0,0,1819975.0,3.0,-0.0,7.0,7.0,0.0,9.3,0.0017916905191774912,0.8199750000000021,1819975.0,0.0
290,2021-03-30,14278,,590.0,,0.6,,,0,0,0,0,1821760.0,3.0,-0.0,7.0,7.0,0.0,5.1,0.0009807827030590133,0.821760000000002,1821760.0,0.0
291,2021-03-31,14404,144.0,494.0,90.0,0.1,0.18047489602872377,0.11279681001795237,0,0,0,0,1821935.0,3.0,-0.0,7.0,7.0,-0.0,0.5,9.606095204639509e-05,0.8219350000000021,1821935.0,0.0
292,2021-04-01,14583,,214.0,,41.5,,,0,0,0,0,1837860.0,3.0,0.0,7.0,7.0,-0.0,45.5,0.008740706995584269,0.8378600000000018,1837860.0,0.0
293,2021-04-06,14622,,343.0,,0.7,,,0,0,0,0,1852140.0,3.0,-0.0,7.0,7.0,0.0,40.8,0.007769906304071039,0.8521400000000019,1852140.0,0.0
294,2021-04-07,14782,142.0,390.0,101.0,0.1,0.17341735873419564,0.12334614952220957,0,0,0,0,1852350.0,3.0,-0.0,7.0,7.0,0.0,0.6,0.00011338235770508298,0.8523500000000017,1852350.0,0.0
295,2021-04-08,14694,,225.0,,31.5,,,0,0,0,0,1875625.0,3.0,0.0,7.0,7.0,-0.0,66.5,0.012565119982724582,0.8756250000000017,1875625.0,0.0
296,2021-04-09,14690,,159.0,,51.0,,,0,0,0,0,1868800.0,3.0,0.0,7.0,7.0,-0.0,-19.5,-0.0036387870709763126,0.8688000000000018,1875625.0,-0.0036387870709763412
297,2021-04-12,14648,,133.0,,33.0,,,0,0,0,0,1875100.0,3.0,-0.0,7.0,7.0,-0.0,18.0,0.003371147260273988,0.8751000000000018,1875625.0,-0.00027990669776741087
298,2021-04-13,14712,,90.0,,25.0,,,0,0,0,0,1877900.0,3.0,-0.0,7.0,7.0,-0.0,8.0,0.0014932536931364648,0.8779000000000019,1877900.0,0.0
299,2021-04-14,14924,141.0,67.0,130.0,0.2,0.17055768520600717,0.15725176650199246,0,0,0,0,1886580.0,3.0,-0.0,7.0,8.0,-0.0,24.8,0.004622184354864389,0.8865800000000017,1886580.0,0.0
300,2021-04-15,15011,,281.0,,58.0,,,0,0,0,0,1914180.0,3.0,0.0,7.0,8.0,0.0,69.0,0.014629647298285864,0.9141800000000018,1914180.0,0.0
301,2021-04-16,15124,,327.0,,21.0,,,0,0,0,0,1928980.0,3.0,-0.0,7.0,8.0,0.0,37.0,0.007731770261939941,0.9289800000000019,1928980.0,0.0
302,2021-04-19,15175,,425.0,,5.3,,,0,0,0,0,1935260.0,3.0,-0.0,7.0,8.0,0.0,15.7,0.0032556065900113396,0.935260000000002,1935260.0,0.0
303,2021-04-20,15053,,475.0,,1.7,,,0,0,0,0,1936700.0,3.0,-0.0,7.0,8.0,0.0,3.6,0.0007440860659548854,0.9367000000000019,1936700.0,0.0
304,2021-04-21,15024,195.0,381.0,115.0,0.2,0.2343076440970183,0.138181431134139,0,0,0,0,1937300.0,3.0,-0.0,7.0,8.0,-0.0,1.5,0.0003098053389787303,0.937300000000002,1937300.0,0.0
305,2021-04-22,15173,,166.0,,119.0,,,0,0,0,0,1934500.0,3.0,0.0,7.0,8.0,-0.0,-7.0,-0.0014453104836628095,0.9345000000000021,1937300.0,-0.0014453104836628296
306,2021-04-23,15444,,232.0,,47.5,,,0,0,0,0,1963100.0,3.0,-0.0,7.0,8.0,0.0,71.5,0.014784181959162535,0.9631000000000021,1963100.0,0.0
307,2021-04-26,15488,,462.0,,6.8,,,0,0,0,0,1979380.0,3.0,-0.0,7.0,8.0,0.0,40.7,0.008293005959961297,0.9793800000000021,1979380.0,0.0
308,2021-04-27,15451,,505.0,,1.1,,,0,0,0,0,1981660.0,3.0,-0.0,7.0,8.0,0.0,5.7,0.0011518758399093887,0.981660000000002,1981660.0,0.0
309,2021-04-28,15487,176.0,444.0,115.0,0.1,0.20515532329175806,0.13405035328722825,0,0,0,0,1982060.0,3.0,-0.0,7.0,8.0,-0.0,1.0,0.00020185097342628744,0.9820600000000019,1982060.0,0.0
310,2021-04-29,15172,,172.0,,78.0,,,0,0,0,0,1995660.0,3.0,0.0,7.0,8.0,-0.0,34.0,0.006861548086334324,0.9956600000000018,1995660.0,0.0
311,2021-05-03,14849,,19.0,,233.0,,,0,0,0,0,1933660.0,3.0,0.0,7.0,8.0,-0.0,-155.0,-0.03106741629335663,0.9336600000000017,1995660.0,-0.031067416293356583
312,2021-05-04,14683,,0.9,,535.0,,,0,0,0,0,1812860.0,3.0,0.0,7.0,8.0,-0.0,-302.0,-0.06247220297260114,0.8128600000000017,1995660.0,-0.0915987693294449
313,2021-05-05,14863,222.0,0.1,183.0,610.0,0.2696397510841134,0.22227060562339085,0,1,0,1,1782860.0,3.0,0.0,7.0,8.0,-0.0,-75.0,-0.016548437275906602,0.7828600000000017,1995660.0,-0.10663139011655293
314,2021-05-06,15201,,297.0,,86.0,,,0,0,0,1,2202060.0,3.0,-100.0,7.0,8.0,0.0,1048.0,0.23512782832078805,1.2020600000000021,2202060.0,0.0
315,2021-05-07,15147,,560.0,,13.5,,,0,0,0,1,2260060.0,3.0,-72.5,7.0,8.0,0.0,145.0,0.026338973506625507,1.260060000000002,2260060.0,0.0
316,2021-05-10,14479,,500.0,,5.1,,,0,0,0,1,2266780.0,3.0,-8.4,7.0,8.0,-0.0,16.8,0.002973372388343609,1.266780000000002,2266780.0,0.0
317,2021-05-11,13615,,49.0,,193.0,,,0,0,0,1,2116460.0,3.0,187.9,7.0,8.0,-0.0,-375.8,-0.0663143313422564,1.1164600000000018,2266780.0,-0.06631433134225642
318,2021-05-12,13484,429.0,0.5,332.0,855.0,0.5743491322166958,0.44448464311408625,1,1,1,1,1586860.0,3.0,662.0,6.0,8.0,-0.0,-1324.0,-0.250229156232577,0.5868600000000013,2266780.0,-0.2999497083969331
319,2021-05-13,13684,,259.0,,295.0,,,0,0,1,1,1982960.0,3.0,-40.0,6.0,8.0,-173.0,1120.0,0.24961244218141476,0.9829600000000014,2266780.0,-0.12520844546007995
320,2021-05-14,13181,,334.0,,168.0,,,0,0,1,1,2107060.0,3.0,-127.0,6.0,8.0,75.0,254.0,0.06258320894017033,1.1070600000000015,2266780.0,-0.07046118282321177
321,2021-05-17,14065,,76.0,,414.0,,,0,0,1,1,1832860.0,3.0,246.0,6.0,8.0,-258.0,-492.0,-0.130133930690156,0.8328600000000013,2266780.0,-0.1914257228315055
322,2021-05-18,14001,,565.0,,18.5,,,0,0,1,1,2295960.0,3.0,-395.5,6.0,8.0,489.0,791.0,0.2526652335693942,1.2959600000000013,2295960.0,0.0
323,2021-05-19,13953,316.0,540.0,258.0,0.2,0.40884332280079405,0.33380245975507866,1,1,1,1,2303100.0,3.0,-18.3,9.0,8.0,-25.0,36.6,0.003109810275440328,1.3031000000000015,2303100.0,0.0
324,2021-05-20,14238,,260.0,,245.0,,,0,0,1,1,2080710.0,3.0,-16.0,9.0,8.0,-59.0,-489.6,-0.09656115670183663,1.0807100000000016,2303100.0,-0.09656115670183665
325,2021-05-21,14270,,402.0,,108.0,,,0,0,1,1,2254210.0,3.0,-137.0,9.0,8.0,142.0,274.0,0.0833849983899726,1.2542100000000018,2303100.0,-0.02122791020798055
326,2021-05-24,14563,,385.0,,62.0,,,0,0,1,1,2283360.0,3.0,-46.0,9.0,8.0,-17.0,92.0,0.012931359545029109,1.2833600000000018,2303100.0,-0.008571056402240458
327,2021-05-25,14593,,600.0,,5.1,,,0,0,1,1,2425630.0,3.0,-56.9,9.0,8.0,215.0,113.8,0.06230730152056618,1.4256300000000017,2425630.0,0.0
328,2021-05-26,14512,214.0,635.0,172.0,0.2,0.26620972974143803,0.2139629603529315,0,1,0,1,2445300.0,3.0,-4.9,9.0,8.0,35.0,9.8,0.008109233477488376,1.4453000000000018,2445300.0,0.0
329,2021-05-27,14842,,163.0,,204.0,,,0,0,0,1,2282260.0,3.0,29.0,9.0,8.0,-0.0,-407.6,-0.06667484562221404,1.2822600000000017,2445300.0,-0.06667484562221404
330,2021-05-28,14990,,343.0,,62.0,,,0,0,0,1,2395860.0,3.0,-142.0,9.0,8.0,0.0,284.0,0.04977522280546487,1.395860000000002,2445300.0,-0.020218378113114954
331,2021-05-31,15110,,454.0,,20.5,,,0,0,0,1,2429060.0,3.0,-41.5,9.0,8.0,0.0,83.0,0.013857237067274486,1.4290600000000024,2445300.0,-0.006641311904469799
332,2021-06-01,15081,,560.0,,2.0,,,0,0,0,1,2443860.0,3.0,-18.5,9.0,8.0,0.0,37.0,0.006092891900570496,1.4438600000000021,2445300.0,-0.0005888847994111152
333,2021-06-02,15205,236.0,530.0,157.0,0.2,0.2801966892130997,0.1864020347731214,0,1,0,1,2445300.0,3.0,-1.8,9.0,8.0,-0.0,3.6,0.0005892317890550114,1.4453000000000022,2445300.0,0.0
334,2021-06-03,15082,,290.0,,88.0,,,0,0,0,1,2375060.0,3.0,-72.0,9.0,8.0,-0.0,-175.6,-0.02872449188238657,1.3750600000000022,2445300.0,-0.02872449188238662
335,2021-06-04,15069,,201.0,,122.0,,,0,0,0,1,2347860.0,3.0,34.0,9.0,8.0,-0.0,-68.0,-0.011452342256616621,1.347860000000002,2445300.0,-0.039847871426818796
336,2021-06-07,15069,,164.0,,99.0,,,0,0,0,1,2366260.0,3.0,-23.0,9.0,8.0,-0.0,46.0,0.007836923837026166,1.3662600000000023,2445300.0,-0.03232323232323232
337,2021-06-08,14938,,112.0,,50.0,,,0,0,0,1,2405460.0,3.0,-49.0,9.0,8.0,-0.0,98.0,0.016566226872786638,1.4054600000000024,2445300.0,-0.016292479450374188
338,2021-06-09,15136,184.0,0.1,173.0,103.0,0.21945431515426048,0.206334763704821,0,1,0,1,2363060.0,3.0,53.0,9.0,8.0,-0.0,-106.0,-0.017626566228496787,1.3630600000000026,2445300.0,-0.03363186521081258
339,2021-06-10,15196,,274.0,,64.0,,,0,0,0,1,2394260.0,3.0,-112.0,9.0,8.0,0.0,78.0,0.013203219554306811,1.3942600000000027,2445300.0,-0.020872694556905082
340,2021-06-11,15376,,301.0,,32.0,,,0,0,0,1,2419860.0,3.0,-32.0,9.0,8.0,0.0,64.0,0.010692238938126986,1.4198600000000026,2445300.0,-0.010403631456263036
341,2021-06-15,15343,,450.0,,2.4,,,0,0,0,1,2443540.0,3.0,-29.6,9.0,8.0,0.0,59.2,0.009785690081244303,1.4435400000000023,2445300.0,-0.0007197480881691408
342,2021-06-16,15399,216.0,397.0,98.0,0.1,0.2532203781801809,0.1148870234336006,0,0,0,0,2445380.0,3.0,-2.3,9.0,10.0,-0.0,4.6,0.0007530058849047894,1.4453800000000023,2445380.0,0.0
343,2021-06-17,15358,,253.0,,63.0,,,0,0,0,0,2461380.0,3.0,0.0,9.0,10.0,-0.0,32.0,0.006542950379900159,1.4613800000000028,2461380.0,0.0
344,2021-06-18,15067,,201.0,,64.0,,,0,0,0,0,2460880.0,3.0,0.0,9.0,10.0,-0.0,-1.0,-0.00020313807701366482,1.460880000000003,2461380.0,-0.00020313807701370775
345,2021-06-21,15130,,47.5,,178.0,,,0,0,0,0,2403880.0,3.0,0.0,9.0,10.0,-0.0,-114.0,-0.023162445954292732,1.4038800000000031,2461380.0,-0.02336087885657639
346,2021-06-22,15371,,32.0,,99.0,,,0,0,0,0,2443380.0,3.0,-0.0,9.0,10.0,-0.0,79.0,0.01643176864069762,1.4433800000000034,2461380.0,-0.007312970772493479
347,2021-06-23,15442,208.0,147.0,116.0,0.1,0.24316284038603653,0.13561004559990497,0,0,0,0,2492830.0,3.0,-0.0,9.0,10.0,0.0,98.9,0.02023835833967702,1.4928300000000037,2492830.0,0.0
348,2021-06-24,15527,,231.0,,69.0,,,0,0,0,0,2514830.0,3.0,0.0,9.0,10.0,0.0,44.0,0.00882531099192474,1.5148300000000035,2514830.0,0.0
