日期,價平買權次週每日結算價,價平買權近週每日結算價,價平賣權次週每日結算價,價平賣權近週每日結算價,價平買權近週報酬,價平賣權近週報酬,價平買權近週報酬(金額),價平賣權近週報酬(金額),訊號,策略損益(金額)
2021-03-04,,89.0,,280.0,-134.0,115.0,-6700.0,5750.0,1.0,-6700.0
2021-03-05,,48.5,,314.0,-40.5,34.0,-2025.0,1700.0,1.0,-2025.0
2021-03-08,,17.0,,321.0,-31.5,7.0,-1575.0,350.0,1.0,-1575.0
2021-03-09,,5.3,,299.0,-11.7,-22.0,-585.0,-1100.0,1.0,-585.0
2021-03-10,201.0,0.1,174.0,273.0,-5.2,-26.0,-260.0,-1300.0,1.0,-260.0
2021-03-11,,373.0,,55.0,169.0,-122.0,8450.0,-6100.0,1.0,8450.0
2021-03-12,,397.0,,21.0,24.0,-34.0,1200.0,-1700.0,1.0,1200.0
2021-03-15,,365.0,,12.5,-32.0,-8.5,-1600.0,-425.0,1.0,-1600.0
2021-03-16,,460.0,,1.6,95.0,-10.9,4750.0,-545.0,1.0,4750.0
2021-03-17,170.0,345.0,105.0,0.1,-115.0,-1.5,-5750.0,-75.0,1.0,-5750.0
2021-03-18,,194.0,,66.0,21.0,-42.0,1050.0,-2100.0,1.0,1050.0
2021-03-19,,68.0,,158.0,-126.0,92.0,-6300.0,4600.0,1.0,-6300.0
2021-03-22,,98.0,,77.0,30.0,-81.0,1500.0,-4050.0,1.0,1500.0
2021-03-23,,71.0,,56.0,-27.0,-21.0,-1350.0,-1050.0,1.0,-1350.0
2021-03-24,178.0,0.2,114.0,121.0,-70.8,65.0,-3540.0,3250.0,1.0,-3540.0
2021-03-25,,190.0,,76.0,9.0,-41.0,450.0,-2050.0,1.0,450.0
2021-03-26,,378.0,,15.0,188.0,-61.0,9400.0,-3050.0,1.0,9400.0
2021-03-29,,495.0,,5.7,117.0,-9.3,5850.0,-465.00000000000006,1.0,5850.0
2021-03-30,,590.0,,0.6,95.0,-5.1000000000000005,4750.0,-255.00000000000003,1.0,4750.0
2021-03-31,144.0,494.0,90.0,0.1,-96.0,-0.5,-4800.0,-25.0,1.0,-4800.0
2021-04-01,,214.0,,41.5,67.0,-51.5,3350.0,-2575.0,1.0,3350.0
2021-04-06,,343.0,,0.7,129.0,-40.8,6450.0,-2039.9999999999998,1.0,6450.0
2021-04-07,142.0,390.0,101.0,0.1,47.0,-0.6,2350.0,-30.0,1.0,2350.0
2021-04-08,,225.0,,31.5,80.0,-72.5,4000.0,-3625.0,1.0,4000.0
2021-04-09,,159.0,,51.0,-66.0,19.5,-3300.0,975.0,1.0,-3300.0
2021-04-12,,133.0,,33.0,-26.0,-18.0,-1300.0,-900.0,1.0,-1300.0
2021-04-13,,90.0,,25.0,-43.0,-8.0,-2150.0,-400.0,1.0,-2150.0
2021-04-14,141.0,67.0,130.0,0.2,-23.0,-24.8,-1150.0,-1240.0,1.0,-1150.0
2021-04-15,,281.0,,58.0,137.0,-75.0,6850.0,-3750.0,1.0,6850.0
2021-04-16,,327.0,,21.0,46.0,-37.0,2300.0,-1850.0,1.0,2300.0
2021-04-19,,425.0,,5.3,98.0,-15.7,4900.0,-785.0,1.0,4900.0
2021-04-20,,475.0,,1.7,50.0,-3.5999999999999996,2500.0,-179.99999999999997,1.0,2500.0
2021-04-21,195.0,381.0,115.0,0.2,-94.0,-1.5,-4700.0,-75.0,1.0,-4700.0
2021-04-22,,166.0,,119.0,-32.0,1.0,-1600.0,50.0,1.0,-1600.0
2021-04-23,,232.0,,47.5,66.0,-71.5,3300.0,-3575.0,1.0,3300.0
2021-04-26,,462.0,,6.8,230.0,-40.7,11500.0,-2035.0000000000002,1.0,11500.0
2021-04-27,,505.0,,1.1,43.0,-5.699999999999999,2150.0,-284.99999999999994,1.0,2150.0
2021-04-28,176.0,444.0,115.0,0.1,-61.0,-1.0,-3050.0,-50.0,1.0,-3050.0
2021-04-29,,172.0,,78.0,-7.0,-40.0,-350.0,-2000.0,1.0,-350.0
2021-05-03,,19.0,,233.0,-153.0,155.0,-7650.0,7750.0,1.0,-7650.0
2021-05-04,,0.9,,535.0,-18.1,302.0,-905.0000000000001,15100.0,1.0,-905.0000000000001
2021-05-05,222.0,0.1,183.0,610.0,-0.8,75.0,-40.0,3750.0,1.0,-40.0
2021-05-06,,297.0,,86.0,72.0,-100.0,3600.0,-5000.0,1.0,3600.0
2021-05-07,,560.0,,13.5,263.0,-72.5,13150.0,-3625.0,1.0,13150.0
2021-05-10,,500.0,,5.1,-60.0,-8.4,-3000.0,-420.0,1.0,-3000.0
2021-05-11,,49.0,,193.0,-451.0,187.9,-22550.0,9395.0,1.0,-22550.0
2021-05-12,429.0,0.5,332.0,855.0,-48.5,662.0,-2425.0,33100.0,1.0,-2425.0
2021-05-13,,259.0,,295.0,-173.0,-40.0,-8650.0,-2000.0,1.0,-8650.0
2021-05-14,,334.0,,168.0,75.0,-127.0,3750.0,-6350.0,1.0,3750.0
2021-05-17,,76.0,,414.0,-258.0,246.0,-12900.0,12300.0,1.0,-12900.0
2021-05-18,,565.0,,18.5,489.0,-395.5,24450.0,-19775.0,1.0,24450.0
2021-05-19,316.0,540.0,258.0,0.2,-25.0,-18.3,-1250.0,-915.0,1.0,-1250.0
2021-05-20,,260.0,,245.0,-59.0,-16.0,-2950.0,-800.0,1.0,-2950.0
2021-05-21,,402.0,,108.0,142.0,-137.0,7100.0,-6850.0,1.0,7100.0
2021-05-24,,385.0,,62.0,-17.0,-46.0,-850.0,-2300.0,1.0,-850.0
2021-05-25,,600.0,,5.1,215.0,-56.9,10750.0,-2845.0,1.0,10750.0
2021-05-26,214.0,635.0,172.0,0.2,35.0,-4.8999999999999995,1750.0,-244.99999999999997,1.0,1750.0
2021-05-27,,163.0,,204.0,-54.0,29.0,-2700.0,1450.0,1.0,-2700.0
2021-05-28,,343.0,,62.0,180.0,-142.0,9000.0,-7100.0,1.0,9000.0
2021-05-31,,454.0,,20.5,111.0,-41.5,5550.0,-2075.0,1.0,5550.0
2021-06-01,,560.0,,2.0,106.0,-18.5,5300.0,-925.0,1.0,5300.0
2021-06-02,236.0,530.0,157.0,0.2,-30.0,-1.8,-1500.0,-90.0,1.0,-1500.0
2021-06-03,,290.0,,88.0,51.0,-72.0,2550.0,-3600.0,1.0,2550.0
2021-06-04,,201.0,,122.0,-89.0,34.0,-4450.0,1700.0,1.0,-4450.0
2021-06-07,,164.0,,99.0,-37.0,-23.0,-1850.0,-1150.0,1.0,-1850.0
2021-06-08,,112.0,,50.0,-52.0,-49.0,-2600.0,-2450.0,1.0,-2600.0
2021-06-09,184.0,0.1,173.0,103.0,-111.9,53.0,-5595.0,2650.0,1.0,-5595.0
2021-06-10,,274.0,,64.0,87.0,-112.0,4350.0,-5600.0,1.0,4350.0
2021-06-11,,301.0,,32.0,27.0,-32.0,1350.0,-1600.0,1.0,1350.0
2021-06-15,,450.0,,2.4,149.0,-29.6,7450.0,-1480.0,1.0,7450.0
2021-06-16,216.0,397.0,98.0,0.1,-53.0,-2.3,-2650.0,-114.99999999999999,1.0,-2650.0
2021-06-17,,253.0,,63.0,34.0,-38.0,1700.0,-1900.0,1.0,1700.0
2021-06-18,,201.0,,64.0,-52.0,1.0,-2600.0,50.0,1.0,-2600.0
2021-06-21,,47.5,,178.0,-153.5,114.0,-7675.0,5700.0,1.0,-7675.0
2021-06-22,,32.0,,99.0,-15.5,-79.0,-775.0,-3950.0,1.0,-775.0
2021-06-23,208.0,147.0,116.0,0.1,115.0,-98.9,5750.0,-4945.0,1.0,5750.0
2021-06-24,,231.0,,69.0,20.0,-50.0,1000.0,-2500.0,1.0,1000.0
2021-06-25,,280.0,,41.0,49.0,-28.0,2450.0,-1400.0,1.0,2450.0
2021-06-28,,354.0,,11.0,74.0,-30.0,3700.0,-1500.0,1.0,3700.0
2021-06-29,,358.0,,3.5,4.0,-7.5,200.0,-375.0,1.0,200.0
2021-06-30,172.0,491.0,108.0,0.2,133.0,-3.3,6650.0,-165.0,1.0,6650.0
2021-07-01,,134.0,,124.0,-41.0,13.0,-2050.0,650.0,1.0,-2050.0
2021-07-02,,113.0,,110.0,-21.0,-14.0,-1050.0,-700.0,1.0,-1050.0
2021-07-05,,245.0,,18.5,132.0,-91.5,6600.0,-4575.0,1.0,6600.0
2021-07-06,,225.0,,8.3,-20.0,-10.2,-1000.0,-509.99999999999994,1.0,-1000.0
2021-07-07,173.0,100.0,117.0,0.3,-125.0,-8.0,-6250.0,-400.0,1.0,-6250.0
2021-07-08,,153.0,,105.0,-23.0,-15.0,-1150.0,-750.0,1.0,-1150.0
2021-07-09,,65.0,,173.0,-88.0,68.0,-4400.0,3400.0,1.0,-4400.0
2021-07-12,,106.0,,70.0,41.0,-103.0,2050.0,-5150.0,1.0,2050.0
2021-07-13,,103.0,,34.5,-3.0,-35.5,-150.0,-1775.0,1.0,-150.0
2021-07-14,165.0,0.2,141.0,4.3,-102.8,-30.2,-5140.0,-1510.0,1.0,-5140.0
2021-07-15,,244.0,,72.0,76.0,-72.0,3800.0,-3600.0,1.0,3800.0
2021-07-16,,145.0,,70.0,-99.0,-2.0,-4950.0,-100.0,1.0,-4950.0
2021-07-19,,68.0,,124.0,-77.0,54.0,-3850.0,2700.0,1.0,-3850.0
2021-07-20,,4.2,,295.0,-63.8,171.0,-3190.0,8550.0,1.0,-3190.0
2021-07-21,288.0,0.4,118.0,420.0,-3.8000000000000003,125.0,-190.0,6250.0,1.0,-190.0
2021-07-22,,319.0,,47.0,28.0,-74.0,1400.0,-3700.0,1.0,1400.0
2021-07-23,,313.0,,37.5,-6.0,-9.5,-300.0,-475.0,1.0,-300.0
2021-07-26,,153.0,,55.0,-160.0,17.5,-8000.0,875.0,1.0,-8000.0
2021-07-27,,85.0,,53.0,-68.0,-2.0,-3400.0,-100.0,1.0,-3400.0
2021-07-28,269.0,0.3,153.0,178.0,-84.7,125.0,-4235.0,6250.0,-1.0,-4235.0
2021-07-29,,485.0,,30.0,213.0,-126.0,10650.0,-6300.0,-1.0,-6300.0
2021-07-30,,358.0,,55.0,-127.0,25.0,-6350.0,1250.0,-1.0,1250.0
2021-08-02,,575.0,,5.9,217.0,-49.1,10850.0,-2455.0,-1.0,-2455.0
2021-08-03,,600.0,,1.8,25.0,-4.1000000000000005,1250.0,-205.00000000000003,-1.0,-205.00000000000003
2021-08-04,174.0,655.0,108.0,655.0,55.0,653.2,2750.0,32660.000000000004,1.0,32660.000000000004
2021-08-05,,147.0,,104.0,-30.0,-7.0,-1500.0,-350.0,1.0,-1500.0
2021-08-06,,82.0,,143.0,-65.0,39.0,-3250.0,1950.0,1.0,-3250.0
2021-08-09,,41.5,,139.0,-40.5,-4.0,-2025.0,-200.0,1.0,-2025.0
2021-08-10,,3.0,,217.0,-38.5,78.0,-1925.0,3900.0,1.0,-1925.0
2021-08-11,169.0,0.1,146.0,379.0,-2.9,162.0,-145.0,8100.0,1.0,-145.0
2021-08-12,,143.0,,133.0,-29.0,-16.0,-1450.0,-800.0,1.0,-1450.0
2021-08-13,,39.0,,255.0,-104.0,122.0,-5200.0,6100.0,1.0,-5200.0
2021-08-16,,7.0,,388.0,-32.0,133.0,-1600.0,6650.0,1.0,-1600.0
2021-08-17,,1.4,,575.0,-5.6,187.0,-280.0,9350.0,1.0,-280.0
2021-08-18,194.0,0.1,123.0,362.0,-1.2999999999999998,-213.0,-64.99999999999999,-10650.0,1.0,-64.99999999999999
2021-08-19,,47.5,,351.0,-149.5,225.0,-7475.0,11250.0,1.0,-7475.0
2021-08-20,,18.0,,463.0,-29.5,112.0,-1475.0,5600.0,1.0,-1475.0
2021-08-23,,127.0,,86.0,109.0,-377.0,5450.0,-18850.0,1.0,5450.0
2021-08-24,,157.0,,22.0,30.0,-64.0,1500.0,-3200.0,1.0,1500.0
2021-08-25,183.0,309.0,139.0,0.1,152.0,-21.9,7600.0,-1095.0,1.0,7600.0
2021-08-26,,198.0,,112.0,12.0,-30.0,600.0,-1500.0,1.0,600.0
2021-08-27,,297.0,,46.0,99.0,-66.0,4950.0,-3300.0,1.0,4950.0
2021-08-30,,425.0,,8.4,128.0,-37.6,6400.0,-1880.0,1.0,6400.0
2021-08-31,,530.0,,1.7,105.0,-6.7,5250.0,-335.0,1.0,5250.0
2021-09-01,174.0,545.0,121.0,0.2,15.0,-1.5,750.0,-75.0,1.0,750.0
2021-09-02,,84.0,,195.0,-93.0,71.0,-4650.0,3550.0,1.0,-4650.0
2021-09-03,,165.0,,91.0,81.0,-104.0,4050.0,-5200.0,1.0,4050.0
2021-09-06,,114.0,,62.0,-51.0,-29.0,-2550.0,-1450.0,1.0,-2550.0
2021-09-07,,52.0,,64.0,-62.0,2.0,-3100.0,100.0,1.0,-3100.0
2021-09-08,167.0,0.1,159.0,258.0,-51.9,194.0,-2595.0,9700.0,1.0,-2595.0
2021-09-09,,146.0,,156.0,-24.0,-6.0,-1200.0,-300.0,1.0,-1200.0
2021-09-10,,271.0,,43.5,125.0,-112.5,6250.0,-5625.0,1.0,6250.0
2021-09-13,,220.0,,30.0,-51.0,-13.5,-2550.0,-675.0,1.0,-2550.0
2021-09-14,,220.0,,9.5,0.0,-20.5,0.0,-1025.0,1.0,0.0
2021-09-15,156.0,132.0,102.0,0.1,-88.0,-9.4,-4400.0,-470.0,1.0,-4400.0
2021-09-16,,97.0,,117.0,-62.0,12.0,-3100.0,600.0,1.0,-3100.0
2021-09-17,,94.0,,79.0,-3.0,-38.0,-150.0,-1900.0,1.0,-150.0
2021-09-22,194.0,0.1,174.0,383.0,-93.9,304.0,-4695.0,15200.0,1.0,-4695.0
2021-09-23,,270.0,,65.0,73.0,-112.0,3650.0,-5600.0,1.0,3650.0
2021-09-24,,382.0,,21.5,112.0,-43.5,5600.0,-2175.0,1.0,5600.0
2021-09-27,,415.0,,6.3,33.0,-15.2,1650.0,-760.0,1.0,1650.0
2021-09-28,,292.0,,5.4,-123.0,-0.8999999999999995,-6150.0,-44.99999999999997,1.0,-6150.0
2021-09-29,202.0,0.1,163.0,76.0,-291.9,70.6,-14594.999999999998,3529.9999999999995,-1.0,-14594.999999999998
2021-09-30,,240.0,,96.0,35.0,-70.0,1750.0,-3500.0,-1.0,-3500.0
2021-10-01,,46.0,,296.0,-194.0,200.0,-9700.0,10000.0,-1.0,10000.0
2021-10-04,,8.7,,418.0,-37.3,122.0,-1864.9999999999998,6100.0,-1.0,6100.0
2021-10-05,,1.9,,381.0,-6.799999999999999,-37.0,-339.99999999999994,-1850.0,-1.0,-1850.0
2021-10-06,198.0,0.1,172.0,438.0,-1.7999999999999998,57.0,-89.99999999999999,2850.0,-1.0,2850.0
2021-10-07,,409.0,,50.0,208.0,-125.0,10400.0,-6250.0,-1.0,-6250.0
2021-10-08,,338.0,,53.0,-71.0,3.0,-3550.0,150.0,-1.0,150.0
2021-10-12,,130.0,,50.0,-208.0,-3.0,-10400.0,-150.0,-1.0,-150.0
2021-10-13,216.0,20.0,194.0,0.1,-110.0,-49.9,-5500.0,-2495.0,1.0,-2495.0
2021-10-14,,222.0,,118.0,3.0,-79.0,150.0,-3950.0,1.0,150.0
2021-10-15,,496.0,,15.5,274.0,-102.5,13700.0,-5125.0,1.0,13700.0
2021-10-18,,430.0,,9.3,-66.0,-6.199999999999999,-3300.0,-309.99999999999994,1.0,-3300.0
2021-10-19,,605.0,,1.4,175.0,-7.9,8750.0,-395.0,1.0,8750.0
2021-10-20,180.0,585.0,113.0,0.1,-20.0,-1.2999999999999998,-1000.0,-64.99999999999999,1.0,-1000.0
2021-10-21,,119.0,,131.0,-64.0,15.0,-3200.0,750.0,1.0,-3200.0
2021-10-22,,120.0,,95.0,1.0,-36.0,50.0,-1800.0,1.0,50.0
2021-10-25,,116.0,,50.0,-4.0,-45.0,-200.0,-2250.0,1.0,-200.0
2021-10-26,,215.0,,7.1,99.0,-42.9,4950.0,-2145.0,1.0,4950.0
2021-10-27,151.0,207.0,114.0,0.1,-8.0,-7.0,-400.0,-350.0,1.0,-400.0
2021-10-28,,117.0,,111.0,-37.0,-6.0,-1850.0,-300.0,1.0,-1850.0
2021-10-29,,67.0,,151.0,-50.0,40.0,-2500.0,2000.0,1.0,-2500.0
2021-11-01,,102.0,,57.0,35.0,-94.0,1750.0,-4700.0,1.0,1750.0
2021-11-02,,55.0,,46.5,-47.0,-10.5,-2350.0,-525.0,1.0,-2350.0
2021-11-03,157.0,62.0,108.0,0.2,7.0,-46.3,350.0,-2315.0,1.0,350.0
2021-11-04,,127.0,,98.0,-33.0,-13.0,-1650.0,-650.0,1.0,-1650.0
2021-11-05,,253.0,,27.0,126.0,-71.0,6300.0,-3550.0,1.0,6300.0
2021-11-08,,378.0,,3.5,125.0,-23.5,6250.0,-1175.0,1.0,6250.0
2021-11-09,,500.0,,1.4,122.0,-2.1,6100.0,-105.0,1.0,6100.0
2021-11-10,125.0,500.0,120.0,0.3,0.0,-1.0999999999999999,0.0,-54.99999999999999,1.0,0.0
2021-11-11,,75.0,,152.0,-53.0,29.0,-2650.0,1450.0,1.0,-2650.0
2021-11-12,,90.0,,96.0,15.0,-56.0,750.0,-2800.0,1.0,750.0
2021-11-15,,145.0,,29.0,55.0,-67.0,2750.0,-3350.0,1.0,2750.0
2021-11-16,,159.0,,7.3,14.0,-21.7,700.0,-1085.0,1.0,700.0
2021-11-17,123.0,172.0,93.0,0.2,13.0,-7.1,650.0,-355.0,1.0,650.0
2021-11-18,,175.0,,56.0,49.0,-40.0,2450.0,-2000.0,1.0,2450.0
2021-11-19,,160.0,,50.0,-15.0,-6.0,-750.0,-300.0,1.0,-750.0
2021-11-22,,132.0,,39.0,-28.0,-11.0,-1400.0,-550.0,1.0,-1400.0
2021-11-23,,14.5,,92.0,-117.5,53.0,-5875.0,2650.0,1.0,-5875.0
2021-11-24,137.0,0.1,95.0,100.0,-14.4,8.0,-720.0,400.0,1.0,-720.0
2021-11-25,,122.0,,82.0,-18.0,-16.0,-900.0,-800.0,1.0,-900.0
2021-11-26,,13.0,,308.0,-109.0,226.0,-5450.0,11300.0,1.0,-5450.0
2021-11-29,,5.6,,330.0,-7.4,22.0,-370.0,1100.0,1.0,-370.0
2021-11-30,,2.0,,300.0,-3.5999999999999996,-30.0,-179.99999999999997,-1500.0,1.0,-179.99999999999997
2021-12-01,174.0,0.3,125.0,35.0,-1.7,-265.0,-85.0,-13250.0,1.0,-85.0
2021-12-02,,245.0,,78.0,68.0,-50.0,3400.0,-2500.0,1.0,3400.0
2021-12-03,,232.0,,64.0,-13.0,-14.0,-650.0,-700.0,1.0,-650.0
2021-12-06,,200.0,,40.0,-32.0,-24.0,-1600.0,-1200.0,1.0,-1600.0
2021-12-07,,274.0,,5.3,74.0,-34.7,3700.0,-1735.0000000000002,1.0,3700.0
2021-12-08,137.0,331.0,134.0,0.3,57.0,-5.0,2850.0,-250.0,1.0,2850.0
2021-12-09,,145.0,,85.0,5.0,-52.0,250.0,-2600.0,1.0,250.0
2021-12-10,,85.0,,117.0,-60.0,32.0,-3000.0,1600.0,1.0,-3000.0
2021-12-13,,30.5,,127.0,-54.5,10.0,-2725.0,500.0,1.0,-2725.0
2021-12-14,,2.7,,253.0,-27.8,126.0,-1390.0,6300.0,1.0,-1390.0
2021-12-15,178.0,0.1,99.0,221.0,-2.6,-32.0,-130.0,-1600.0,1.0,-130.0
2021-12-16,,302.0,,23.5,121.0,-78.5,6050.0,-3925.0,1.0,6050.0
2021-12-17,,286.0,,30.0,-16.0,6.5,-800.0,325.0,1.0,-800.0
2021-12-20,,128.0,,70.0,-158.0,40.0,-7900.0,2000.0,1.0,-7900.0
2021-12-21,,270.0,,4.2,142.0,-65.8,7100.0,-3290.0,1.0,7100.0
2021-12-22,140.0,266.0,84.0,0.1,-4.0,-4.1000000000000005,-200.0,-205.00000000000003,1.0,-200.0
2021-12-23,,212.0,,39.5,69.0,-47.5,3450.0,-2375.0,1.0,3450.0
2021-12-24,,198.0,,24.0,-14.0,-15.5,-700.0,-775.0,1.0,-700.0
2021-12-27,,290.0,,6.2,92.0,-17.8,4600.0,-890.0,1.0,4600.0
2021-12-28,,415.0,,1.3,125.0,-4.9,6250.0,-245.00000000000003,1.0,6250.0
2021-12-29,137.0,470.0,95.0,0.1,55.0,-1.2,2750.0,-60.0,1.0,2750.0
2021-12-30,,86.0,,103.0,-54.0,5.0,-2700.0,250.0,1.0,-2700.0
2022-01-03,,82.0,,44.5,-4.0,-58.5,-200.0,-2925.0,1.0,-200.0
2022-01-04,,280.0,,2.8,198.0,-41.7,9900.0,-2085.0,1.0,9900.0
2022-01-05,146.0,216.0,104.0,0.1,-64.0,-2.6999999999999997,-3200.0,-135.0,1.0,-3200.0
2022-01-06,,72.0,,173.0,-77.0,66.0,-3850.0,3300.0,1.0,-3850.0
2022-01-07,,20.0,,312.0,-52.0,139.0,-2600.0,6950.0,1.0,-2600.0
2022-01-10,,16.5,,198.0,-3.5,-114.0,-175.0,-5700.0,1.0,-175.0
2022-01-11,,7.0,,163.0,-9.5,-35.0,-475.0,-1750.0,1.0,-475.0
2022-01-12,153.0,0.3,127.0,133.0,-6.7,-30.0,-335.0,-1500.0,1.0,-335.0
2022-01-13,,171.0,,96.0,15.0,-34.0,750.0,-1700.0,1.0,750.0
2022-01-14,,108.0,,96.0,-63.0,0.0,-3150.0,0.0,1.0,-3150.0
2022-01-17,,185.0,,25.5,77.0,-70.5,3850.0,-3525.0,1.0,3850.0
2022-01-18,,56.0,,58.0,-129.0,32.5,-6450.0,1625.0,1.0,-6450.0
2022-01-19,217.0,0.1,144.0,132.0,-55.9,74.0,-2795.0,3700.0,-1.0,-2795.0
2022-01-20,,230.0,,78.0,10.0,-69.0,500.0,-3450.0,-1.0,-3450.0
2022-01-21,,55.0,,232.0,-175.0,154.0,-8750.0,7700.0,-1.0,7700.0
2022-01-24,,40.0,,154.0,-15.0,-78.0,-750.0,-3900.0,-1.0,-3900.0
2022-01-25,,2.7,,400.0,-37.3,246.0,-1864.9999999999998,12300.0,-1.0,12300.0
2022-01-26,264.0,0.2,219.0,387.0,-2.5,-13.0,-125.0,-650.0,1.0,-650.0
2022-02-07,124.0,281.0,65.0,0.2,14.0,-221.8,700.0,-11090.0,1.0,700.0
2022-02-08,,120.0,,20.5,-7.0,-47.5,-350.0,-2375.0,1.0,-350.0
2022-02-09,134.0,296.0,116.0,0.1,176.0,-20.4,8800.0,-1019.9999999999999,1.0,8800.0
2022-02-10,,235.0,,47.0,98.0,-72.0,4900.0,-3600.0,1.0,4900.0
2022-02-11,,196.0,,72.0,-39.0,25.0,-1950.0,1250.0,1.0,-1950.0
2022-02-14,,37.0,,213.0,-159.0,141.0,-7950.0,7050.0,1.0,-7950.0
2022-02-15,,9.5,,206.0,-27.5,-7.0,-1375.0,-350.0,1.0,-1375.0
2022-02-16,172.0,55.0,125.0,0.1,45.5,-205.9,2275.0,-10295.0,1.0,2275.0
2022-02-17,,178.0,,109.0,3.0,-19.0,150.0,-950.0,1.0,150.0
2022-02-18,,154.0,,103.0,-24.0,-6.0,-1200.0,-300.0,1.0,-1200.0
2022-02-21,,119.0,,78.0,-35.0,-25.0,-1750.0,-1250.0,1.0,-1750.0
2022-02-22,,4.0,,290.0,-115.0,212.0,-5750.0,10600.0,1.0,-5750.0
2022-02-23,189.0,0.1,117.0,124.0,-3.9,-166.0,-195.0,-8300.0,1.0,-195.0
2022-02-24,,24.0,,478.0,-168.0,358.0,-8400.0,17900.0,1.0,-8400.0
2022-02-25,,13.5,,372.0,-10.5,-106.0,-525.0,-5300.0,1.0,-525.0
2022-03-01,,31.0,,102.0,17.5,-270.0,875.0,-13500.0,1.0,875.0
2022-03-02,215.0,0.2,148.0,104.0,-30.8,2.0,-1540.0,100.0,1.0,-1540.0
2022-03-03,,252.0,,101.0,34.0,-50.0,1700.0,-2500.0,1.0,1700.0
2022-03-04,,104.0,,208.0,-148.0,107.0,-7400.0,5350.0,1.0,-7400.0
2022-03-07,,3.6,,700.0,-100.4,492.0,-5020.0,24600.0,1.0,-5020.0
2022-03-08,,0.8,,1040.0,-2.8,340.0,-140.0,17000.0,1.0,-140.0
2022-03-09,253.0,0.1,201.0,750.0,-0.7000000000000001,-290.0,-35.0,-14500.0,1.0,-35.0
2022-03-10,,600.0,,54.0,344.0,-150.0,17200.0,-7500.0,1.0,17200.0
2022-03-11,,399.0,,77.0,-201.0,23.0,-10050.0,1150.0,1.0,-10050.0
2022-03-14,,366.0,,32.0,-33.0,-45.0,-1650.0,-2250.0,1.0,-1650.0
2022-03-15,,86.0,,102.0,-280.0,70.0,-14000.0,3500.0,1.0,-14000.0
2022-03-16,264.0,37.0,196.0,0.1,-49.0,-101.9,-2450.0,-5095.0,-1.0,-2450.0
2022-03-17,,605.0,,28.5,338.0,-170.5,16900.0,-8525.0,-1.0,-8525.0
2022-03-18,,545.0,,25.0,-60.0,-3.5,-3000.0,-175.0,-1.0,-175.0
2022-03-21,,625.0,,5.7,80.0,-19.3,4000.0,-965.0,-1.0,-965.0
2022-03-22,,655.0,,1.0,30.0,-4.7,1500.0,-235.0,-1.0,-235.0
2022-03-23,147.0,805.0,123.0,0.1,150.0,-0.9,7500.0,-45.0,1.0,-45.0
2022-03-24,,117.0,,125.0,-33.0,-1.0,-1650.0,-50.0,1.0,-1650.0
2022-03-25,,80.0,,133.0,-37.0,8.0,-1850.0,400.0,1.0,-1850.0
2022-03-28,,7.5,,251.0,-72.5,118.0,-3625.0,5900.0,1.0,-3625.0
2022-03-29,,6.3,,141.0,-1.2000000000000002,-110.0,-60.00000000000001,-5500.0,1.0,-60.00000000000001
2022-03-30,153.0,58.0,97.0,0.1,51.7,-140.9,2585.0,-7045.0,1.0,2585.0
2022-03-31,,95.0,,132.0,-61.0,32.0,-3050.0,1600.0,1.0,-3050.0
2022-04-01,,39.5,,162.0,-55.5,30.0,-2775.0,1500.0,1.0,-2775.0
2022-04-06,154.0,0.1,133.0,188.0,-39.4,26.0,-1970.0,1300.0,1.0,-1970.0
2022-04-07,,26.0,,370.0,-131.0,234.0,-6550.0,11700.0,1.0,-6550.0
2022-04-08,,39.0,,224.0,13.0,-146.0,650.0,-7300.0,1.0,650.0
2022-04-11,,3.1,,442.0,-35.9,218.0,-1795.0,10900.0,1.0,-1795.0
2022-04-12,,0.7,,490.0,-2.4000000000000004,48.0,-120.00000000000001,2400.0,1.0,-120.00000000000001
2022-04-13,158.0,0.1,142.0,189.0,-0.6,-301.0,-30.0,-15050.0,1.0,-30.0
2022-04-14,,139.0,,140.0,-22.0,-5.0,-1100.0,-250.0,1.0,-1100.0
2022-04-15,,18.0,,338.0,-121.0,198.0,-6050.0,9900.0,1.0,-6050.0
2022-04-18,,4.7,,420.0,-13.3,82.0,-665.0,4100.0,1.0,-665.0
2022-04-19,,1.2,,300.0,-3.5,-120.0,-175.0,-6000.0,1.0,-175.0
2022-04-20,175.0,0.1,131.0,175.0,-1.0999999999999999,-125.0,-54.99999999999999,-6250.0,-1.0,-54.99999999999999
2022-04-21,,184.0,,91.0,6.0,-43.0,300.0,-2150.0,-1.0,-2150.0
2022-04-22,,92.0,,127.0,-92.0,36.0,-4600.0,1800.0,-1.0,1800.0
2022-04-25,,4.2,,453.0,-87.8,326.0,-4390.0,16300.0,-1.0,16300.0
2022-04-26,,1.2,,435.0,-3.0,-18.0,-150.0,-900.0,-1.0,-900.0
2022-04-27,220.0,0.1,158.0,750.0,-1.0999999999999999,315.0,-54.99999999999999,15750.0,-1.0,15750.0
2022-04-28,,264.0,,111.0,41.0,-50.0,2050.0,-2500.0,-1.0,-2500.0
2022-04-29,,386.0,,39.0,122.0,-72.0,6100.0,-3600.0,-1.0,-3600.0
2022-05-03,,267.0,,16.0,-119.0,-23.0,-5950.0,-1150.0,-1.0,-1150.0
