,rating_diff,after-tax interest coverage_change,interest coverage ratio_change,cash flow/ total debt_change,operating margin before dep._change,return on equity_change,total debt/ total assets_change,book/ market_change,interest/ average LTD_change,interest/ average total debt_change,cash balance/ total liabilities_change,free cash flow/ operating cash flow_change,total liabilities/ total tangible assets_change,total debt/ capital_change,total debt/ equity_change,asset turnover_change,receivables turnover_change,payables turnover_change,sales/invested capital_change,sales/stockholders equity_change,price/ book_change,shillers cyclically adjusted P/E ratio_change,enterprise value multiple_change,"price/ operating earnings (Basic, Excl. EI)_change","price/ operating earnings (Diluted, Excl. EI)_change","P/E (Diluted, Excl. EI)_change","P/E (Diluted, Incl. EI)_change",price/ sales_change,price/ cash flow_change,gross profit margin_change,after-tax return on average common equity_change,after-tax return on average stockholders' equity_change,gross profit/ total assets_change,common equity/invested capital_change,cash flow margin_change
0,3.0,0.357,0.264,-0.315,0.252,1.023,0.377,-0.63,-0.194,-0.194,0.029,0.386,0.705,0.517,0.781,0.056,-0.035,-0.316,0.128,0.366,1.419,0.93,0.344,0.202,0.216,0.096,0.061,0.734,0.186,0.006,1.096,1.096,0.062,-0.173,0.157
1,-3.0,3.501,-1.099,0.0,-0.59,3.658,-0.104,-0.203,0.033,0.069,0.03,0.15,-0.214,-0.088,-0.161,-0.306,-0.083,-0.105,-0.412,-0.423,0.373,0.438,3.286,-8.157,-8.157,-0.722,-0.722,1.152,0.132,-0.176,3.683,3.683,-0.493,0.019,302.0
2,-3.0,1.748,-5.725,0.0,-0.889,1.761,0.1,0.938,0.043,0.043,-0.104,0.327,0.084,0.126,0.596,-0.04,0.018,0.052,0.0,0.393,-0.268,-1.204,7.145,-0.873,-0.873,-0.879,-0.889,-0.182,-18.223,-0.715,1.801,1.801,-0.722,-0.281,6.875
3,-3.0,-0.039,0.645,-1.031,-6.0,0.428,0.097,0.888,1.028,0.056,-0.395,0.0,0.047,0.118,1.165,-0.035,-0.022,2.259,4.943,1.094,0.431,-0.852,-1.19,-0.965,-0.965,-0.966,-0.964,0.378,-0.852,-1.867,0.451,0.451,-1.909,1.835,0.148
4,-5.0,-0.733,-0.689,-0.077,0.055,-0.436,0.232,-0.165,0.481,0.296,-0.356,-0.04,0.751,0.497,0.341,-0.318,0.019,-0.073,-0.311,-0.258,0.286,0.374,0.57,0.419,0.41,0.935,0.935,0.586,0.974,0.022,-0.419,-0.419,-0.304,-0.069,-0.09
5,4.0,0.466,2.897,0.578,0.428,0.567,-0.11,-0.254,0.0,-0.037,0.451,1.214,-0.09,-0.177,-0.201,0.212,0.184,0.018,0.196,0.07,0.572,-2.442,-0.144,-0.738,-0.736,0.011,0.03,0.401,0.237,0.249,0.5,0.5,0.495,0.116,-0.051
6,-2.0,-1.047,-0.936,-0.626,-0.559,-1.132,0.2,2.178,-0.605,-0.581,-0.952,-1.373,-0.094,0.504,0.634,-0.506,-0.209,0.414,-0.531,-0.302,-0.694,-1.002,0.93,4.648,4.589,-2.666,-2.666,-0.575,-0.457,-0.523,-1.143,-1.153,-0.756,-0.328,-0.572
7,-3.0,-0.05,-0.065,0.38,-0.159,-0.178,-0.029,0.059,-0.1,-0.184,-0.301,0.243,-0.073,-0.017,-0.073,-0.023,-0.023,0.004,-0.024,-0.067,-0.057,0.02,0.121,0.157,0.163,0.176,0.176,-0.036,-0.059,-0.045,-0.245,-0.245,-0.066,0.047,-0.122
8,-2.0,-2.094,-0.453,0.0,-0.221,-2.689,0.116,-0.024,0.072,0.049,-0.206,-2.35,0.131,0.156,0.478,-0.082,0.035,-0.353,-0.005,0.215,-0.422,-0.556,0.462,0.107,0.186,-1.197,-1.194,-0.603,0.018,-0.035,-2.689,-2.689,-0.114,-0.18,-1.839
9,2.0,1.092,1.128,0.456,0.003,-0.086,-0.242,-0.146,-0.11,-0.152,1.254,-0.019,0.248,-0.457,-0.452,-0.064,0.058,-0.1,-0.048,-0.325,-0.056,-1.366,0.077,0.156,0.168,0.038,0.038,0.295,0.586,0.003,-0.14,-0.14,-0.062,0.408,0.079
10,1.0,-0.053,-0.209,-0.687,-0.156,0.691,0.478,-0.528,-0.26,-0.221,-0.207,0.213,0.704,0.531,0.729,0.131,-0.118,0.118,0.188,0.323,3.284,-12.021,0.881,2.757,2.851,1.614,1.614,2.281,2.889,-0.116,0.691,0.691,0.003,-0.105,-0.079
11,3.0,0.617,0.562,-0.199,0.045,0.359,-0.035,-0.291,-0.215,-0.2,0.102,0.008,-0.021,-0.038,-0.122,0.1,0.066,-0.059,0.083,0.001,0.286,0.774,-0.017,0.091,0.089,-0.104,-0.114,0.257,0.38,0.007,0.359,0.359,0.109,0.084,0.064
12,2.0,1.011,0.839,0.092,0.195,0.37,-0.163,-0.008,-0.078,-0.107,-0.727,-0.073,-0.065,-0.269,-0.399,0.067,0.246,0.351,0.142,-0.207,0.076,0.73,-0.312,2.201,2.267,2.106,2.073,0.358,0.276,-0.16,0.342,0.329,-0.073,0.4,0.575
13,2.0,1.874,0.749,-0.243,1.0,2.594,0.045,0.4,-0.412,-0.364,-0.351,-5.367,-0.361,0.155,0.215,-0.209,-0.189,-0.113,-0.345,-0.08,-0.061,3.387,-0.343,-0.194,-0.218,-0.187,-0.187,0.138,-0.086,0.397,5.053,3.259,0.109,-0.205,1.593
14,-3.0,24.937,-13.255,-0.399,-3.523,12.571,0.198,0.412,0.0,0.0,-0.462,2.463,0.248,0.38,1.218,-0.142,-0.216,0.5,-0.053,0.73,-0.135,-2.718,-1.36,-1.012,-1.012,-0.961,-0.961,-0.426,-0.257,-3.058,12.985,12.985,-2.92,-0.452,-4.406
15,-3.0,0.248,0.814,-0.964,-0.119,-0.481,-0.009,-0.521,-0.395,-0.4,-0.227,-0.869,0.027,-0.017,-0.2,-0.06,-0.266,-1.348,0.108,-0.248,0.922,1.313,-0.125,0.44,0.47,1.552,1.5,1.307,-4.676,-0.119,-0.2,-0.462,-0.211,0.47,-0.166
16,-5.0,7.828,-0.718,-0.603,-0.429,-10.867,2.067,-0.216,0.396,0.46,0.218,0.181,4.905,4.288,-2.855,1.737,-0.476,0.272,3.698,4.837,10.105,-0.752,0.677,-1.017,-1.02,-1.064,-0.182,-0.622,-0.275,-0.376,10.111,30.5,0.73,-5.726,-0.76
17,2.0,-0.228,-0.196,-0.23,-0.079,-0.185,0.104,0.402,-0.082,-0.082,0.25,-0.732,0.053,0.114,0.225,-0.035,-0.178,0.281,-0.007,0.07,-0.212,-0.043,-0.334,-0.077,-0.088,-0.071,-0.071,-0.228,-0.187,-0.079,-0.11,-0.11,-0.115,-0.072,-0.099
18,2.0,0.236,0.285,-2.023,0.076,0.076,-0.084,-0.009,0.06,0.0,0.789,0.265,0.207,-0.097,-0.151,0.072,0.358,0.009,0.086,-0.007,-0.074,-0.176,-0.063,-0.146,-0.144,-0.137,-0.137,-0.065,-0.817,0.014,0.076,0.076,0.086,0.094,0.068
19,5.0,-0.016,-0.174,0.169,0.579,-0.127,-0.036,-0.032,-0.154,-0.167,0.065,-2.477,-0.141,-0.019,-0.155,-0.474,0.078,-0.553,-0.431,-0.45,-0.06,0.084,0.175,0.255,0.256,0.068,-0.179,0.732,0.038,0.579,-0.151,-0.151,-0.012,0.035,1.068
20,-2.0,0.145,0.312,0.0,0.194,-6.0,-0.024,0.166,-0.066,0.061,-0.029,-0.989,-0.027,-0.022,-0.055,0.041,-0.09,-0.039,-0.005,-0.014,-0.519,-0.479,-0.189,-0.3,-0.3,-1.436,-1.423,-0.515,-0.852,0.087,-6.0,-6.0,0.111,0.01,0.114
21,1.0,0.329,0.704,0.093,0.091,-0.202,-0.119,-0.448,0.0,-0.149,-0.009,0.025,-0.606,-0.18,-0.167,0.094,-0.333,-0.055,0.126,0.034,0.875,-0.751,0.086,0.752,0.766,1.157,1.157,0.675,0.332,0.134,-0.206,-0.206,0.24,0.081,-0.048
22,2.0,0.229,0.324,0.577,0.21,-0.204,-0.035,0.598,-0.296,-0.257,-0.127,0.687,-0.154,-0.037,-0.291,-0.068,-0.11,-0.039,-0.234,-0.34,-0.449,-0.582,-0.048,-0.332,-0.345,-0.343,-0.343,-0.234,-0.532,0.143,-0.211,-0.211,0.031,0.159,0.241
23,3.0,0.4,-0.003,-0.704,-0.062,0.373,-0.015,-0.135,0.0,0.02,0.074,1.35,-0.2,-0.049,-0.076,0.064,0.036,0.158,0.016,-0.003,0.067,-0.005,0.357,0.191,0.197,-0.189,-0.189,0.09,-0.65,-0.062,0.373,0.373,0.0,0.018,0.258
24,-2.0,-0.075,-0.058,-0.236,-0.131,-0.172,0.075,0.356,-0.046,-0.172,-0.158,-0.174,-0.01,0.168,0.225,-0.009,0.138,0.007,0.084,0.148,-0.569,-0.634,-0.199,-0.558,-0.558,-0.536,-0.536,-0.624,-0.539,-0.067,-0.172,-0.172,-0.058,-0.056,-0.111
25,4.0,-0.008,0.015,-0.056,0.015,-0.03,0.043,0.019,-0.143,-0.143,0.129,0.088,0.136,-0.002,0.112,-0.075,0.037,2.868,-0.103,-0.035,-0.005,-0.077,0.125,1.073,1.061,1.14,1.14,0.065,-0.003,0.006,-0.011,-0.011,-0.089,-0.071,0.0
26,-1.0,0.086,0.085,0.625,0.021,0.22,-0.017,-0.164,0.024,0.0,-0.006,0.908,-0.026,-0.025,-0.105,0.034,-0.024,0.133,0.042,-0.057,0.096,0.035,-0.045,-0.019,-0.019,-0.197,9.661,0.005,-0.151,0.026,0.167,0.167,0.059,0.101,-0.189
27,1.0,-5.702,-1.822,0.546,-1.722,-2.043,0.018,-0.72,0.129,0.131,0.0,0.005,0.305,-0.005,0.061,0.442,6.393,-0.08,0.537,0.503,2.161,0.461,-2.543,-6.64,-6.774,-4.628,-4.628,1.214,1.846,4.344,-2.043,-2.043,6.471,0.023,-1.929
28,2.0,-2.895,-0.02,0.0,0.026,-1.5,0.014,-0.064,0.0,-0.047,-0.214,-0.151,0.051,-0.043,0.048,-0.13,0.342,0.166,-0.086,-0.137,-0.027,-0.595,0.162,0.264,0.271,-3.123,0.11,0.222,0.062,0.026,-1.515,-1.519,-0.135,0.061,-1.789
29,-1.0,-0.033,-0.072,-0.193,-0.08,1.055,0.108,-0.9,-0.134,-0.118,0.0,-0.469,-0.011,0.14,2.323,-0.029,-0.122,-0.135,0.074,1.912,5.721,-0.824,0.067,-0.504,-0.504,-0.548,-0.524,-0.371,-0.564,-0.076,1.055,1.055,-0.106,-0.63,-0.6
30,3.0,0.411,0.346,0.38,-0.03,0.362,0.034,-0.476,-0.238,-0.203,-0.223,-0.009,-0.013,0.048,0.38,0.119,0.326,0.11,0.224,0.527,1.113,0.41,0.349,0.576,0.576,0.417,0.417,0.541,0.238,-0.005,0.428,0.428,0.141,-0.198,0.078
31,3.0,0.043,0.074,0.054,-0.01,0.01,-0.066,-0.253,1.185,0.291,0.067,0.189,-0.177,-0.188,-0.096,0.093,-0.012,0.358,0.131,0.058,0.125,-0.076,0.342,0.062,0.059,0.038,0.038,-0.014,-0.173,0.005,0.015,0.015,0.1,0.069,-0.028
32,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.235,-0.26,0.0,-0.261,-0.261,-0.261,-0.261,-0.269,-0.268,0.0,0.0,0.0,0.0,0.0,0.0
33,2.0,-0.407,-0.223,-0.211,-0.228,-0.442,-0.026,-0.114,0.2,0.116,2.333,-0.787,-0.038,0.055,0.006,0.495,0.676,0.0,0.412,0.547,0.744,0.52,-0.122,0.317,0.253,0.232,0.086,0.111,0.865,-0.253,-0.466,-0.424,0.113,-0.089,-0.329
34,1.0,0.362,0.091,0.0,0.031,1.067,-0.004,0.066,0.011,0.023,0.115,-0.059,0.045,-0.004,-0.042,0.0,0.022,-0.393,-0.004,-0.041,0.025,1.428,0.017,-0.026,-0.028,-0.494,-0.494,0.073,-0.073,0.031,1.067,1.067,0.0,0.041,0.602
35,-3.0,0.172,0.187,-0.284,-0.126,-0.185,0.008,-0.477,-0.104,-0.087,-0.466,-0.127,-0.146,-0.007,0.036,0.153,1.462,-0.06,0.282,0.184,0.199,-0.282,0.177,-0.183,-0.18,-0.194,-0.194,-0.405,-0.627,-0.033,-0.185,-0.185,0.114,0.081,-0.075
36,2.0,-0.242,-0.238,1.032,0.155,0.382,0.238,-0.324,-0.325,-0.292,0.393,0.153,0.143,0.562,0.61,-0.029,-0.018,-0.19,-0.031,0.272,0.569,0.137,0.265,2.19,2.183,2.149,2.149,0.283,-0.191,0.051,0.46,0.46,0.028,-0.238,0.111
37,-3.0,-0.455,-2.518,-0.545,-0.097,2.5,-0.004,-0.028,0.025,0.079,0.1,-0.175,0.026,-0.002,-0.005,0.0,0.133,0.293,-0.038,0.008,0.265,0.838,0.046,-0.911,-0.911,-0.612,-0.719,0.267,0.861,-0.053,2.25,2.25,-0.047,-0.048,-0.204
38,-1.0,0.067,0.135,0.0,0.031,0.091,0.019,-0.02,0.0,0.062,-0.294,0.271,0.025,-0.006,0.025,0.027,-0.092,0.0,0.074,0.094,-0.107,-0.699,-0.012,57.933,52.195,46.842,50.963,-0.145,-0.008,0.021,0.09,0.083,0.108,-0.023,0.019
39,-1.0,-1.046,-1.176,-0.12,-1.052,-1.184,-0.244,9.808,-0.258,0.295,-0.083,-55.556,-0.315,0.099,-0.601,-0.599,-0.607,-0.399,-0.811,-0.784,-0.928,-0.66,-29.074,-1.339,-1.332,-1.382,-1.377,-0.683,-0.629,-1.047,-1.193,-1.193,-1.017,-0.127,-0.523
40,2.0,33.613,31.668,-0.378,0.969,2.812,-0.009,-0.061,5.054,0.851,0.723,-0.018,-0.205,-0.317,-0.021,0.289,0.3,0.389,0.635,0.273,0.326,0.844,-0.586,-0.817,-0.814,-0.83,-0.618,0.022,0.748,0.092,2.812,2.812,0.408,0.284,0.209
41,1.0,-0.134,-0.337,-0.402,-0.152,-0.125,0.111,-0.121,0.012,0.027,-0.578,-1.296,0.084,0.135,1.135,-0.003,-0.174,0.558,0.038,0.972,0.32,1.353,0.225,-0.233,-0.233,0.35,-0.902,-0.216,0.145,-0.178,-0.024,-0.024,-0.151,-0.473,-0.066
42,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.035,0.0,0.035,0.035,0.035,0.035,0.035,0.035,0.0,0.0,0.0,0.0,0.0,0.0
43,-2.0,-0.017,0.012,0.0,-0.019,-0.135,-0.016,0.488,0.018,0.018,-0.2,-1.397,-0.032,-0.054,-0.035,-0.017,0.019,-0.006,0.003,-0.035,-0.48,-0.545,-0.002,-0.445,-0.445,-0.445,-0.445,-0.447,-0.453,-0.019,-0.11,-0.11,-0.032,0.04,-0.021
44,3.0,-0.096,-0.104,0.64,-0.038,-0.357,-0.092,0.066,-0.5,-0.457,0.551,0.025,-0.186,-0.03,-0.193,-0.195,-0.048,-0.065,-0.314,-0.283,0.112,-0.034,0.241,0.613,0.611,0.597,0.597,0.488,0.213,0.03,-0.354,-0.354,-0.171,-0.043,-0.042
45,3.0,-0.088,0.016,0.0,0.32,0.593,0.503,-0.457,-0.516,-0.594,-0.625,0.134,0.533,1.423,1.223,-0.042,-0.098,-0.14,-0.037,0.324,0.789,-0.151,0.178,0.939,0.902,1.01,1.01,0.264,-0.321,0.244,0.607,0.607,0.111,-0.272,0.199
46,-3.0,-0.07,-0.073,-0.124,-0.029,-0.02,0.117,-0.032,-0.381,-0.22,0.201,-0.008,0.251,0.181,0.186,-0.088,-0.026,0.035,-0.11,-0.03,-0.213,-0.197,0.044,-0.102,-0.098,-0.065,-0.065,-0.078,0.008,0.009,-0.019,-0.019,-0.078,-0.082,-0.032
47,-1.0,-0.621,-0.503,-0.714,-0.179,-1.019,0.29,0.611,-0.229,-0.231,-0.609,-0.6,0.824,0.516,1.001,-0.158,-0.112,-0.314,-0.149,0.308,-0.183,0.213,0.096,0.578,0.533,1.1,23.267,-0.315,1.042,0.131,-1.019,-1.019,-0.05,-0.348,-0.535
48,3.0,0.109,0.037,-0.239,-0.091,-0.167,0.026,-0.034,0.0,-0.031,-0.013,-0.188,-0.255,0.06,0.068,-0.053,-0.46,-0.059,0.024,0.069,0.137,0.123,0.068,0.225,0.226,0.18,0.18,0.064,0.399,-0.004,-0.167,-0.167,0.019,-0.041,-0.038
49,3.0,-0.568,-0.602,-0.796,-0.183,-0.075,0.22,0.065,-0.765,-0.509,-0.52,-0.04,0.226,1.662,0.348,-0.031,-0.147,-0.12,-0.039,0.126,-0.147,-0.082,0.076,-0.031,-0.031,-0.048,-0.096,-0.207,-0.157,-0.156,-0.092,-0.092,-0.145,-0.147,-0.092
50,-1.0,-0.292,-1.432,-3.176,0.03,0.086,0.081,1.313,-0.125,-0.306,-0.816,-0.17,0.066,0.295,0.557,0.565,0.23,-0.058,0.804,1.151,-0.307,-0.174,-0.505,3.65,3.65,-0.379,-0.379,-0.684,-1.093,-0.162,0.086,0.086,0.247,-0.162,-0.353
51,-3.0,-0.022,-0.082,0.0,-0.006,0.201,0.104,-0.214,-0.05,-0.026,-0.098,0.113,0.102,0.137,0.326,0.003,0.003,0.009,0.0,0.203,0.504,0.152,0.031,0.243,0.243,0.149,0.149,0.187,0.116,0.005,0.229,0.229,0.006,-0.169,0.045
52,2.0,1.462,1.189,0.219,0.126,0.946,0.044,-0.405,0.054,-0.04,-0.281,-0.397,0.054,-0.191,0.123,0.125,-0.157,0.444,0.372,0.208,1.155,1.229,-0.161,0.113,0.126,0.147,0.147,0.73,0.694,0.079,0.974,0.974,0.216,0.136,0.267
53,-1.0,-0.247,-0.306,0.0,-0.217,1.027,0.009,0.046,-0.072,-0.091,-0.2,5.067,-0.001,0.012,0.09,0.296,0.179,0.0,-0.208,-0.164,0.004,1.737,0.733,727.017,727.017,746.319,746.319,2.779,19.506,-0.224,2.836,0.505,-0.399,0.292,-0.14
54,-6.0,0.07,0.065,-0.033,-0.019,-0.07,-0.066,-0.129,-0.185,-0.143,0.228,-0.086,-0.062,-0.111,-0.163,-0.028,0.119,0.005,-0.018,-0.104,0.447,0.854,0.224,0.542,0.548,0.606,0.694,0.626,0.797,0.0,-0.052,-0.052,0.0,0.094,-0.014
55,2.0,0.194,0.092,-0.291,0.045,-0.023,-0.011,0.121,-0.143,-0.143,-0.059,-0.127,-0.045,-0.037,-0.025,-0.127,0.154,-0.066,-0.083,-0.084,-0.16,-0.172,0.024,-0.052,-0.054,-0.13,-0.13,-0.045,-36.524,0.095,-0.023,-0.023,0.017,0.0,0.15
56,1.0,-0.583,-0.442,0.0,-0.239,0.506,0.047,-0.788,-0.296,-0.284,-0.133,-0.221,0.008,0.063,34.559,-0.251,-0.278,-0.22,-0.223,24.432,2.619,0.729,0.7,-18.761,-18.761,3.502,3.578,0.455,1.366,-0.183,1.076,1.076,-0.385,-0.966,-4.167
57,-2.0,-0.325,-0.06,-0.133,-0.039,-0.46,0.031,-0.027,-0.034,-0.06,0.194,-0.072,0.185,0.042,0.072,0.01,0.088,0.038,0.035,0.049,-0.129,-0.478,0.242,-0.088,-0.096,0.504,1.484,-0.27,0.317,-0.029,-0.48,-0.464,-0.019,-0.018,-0.222
58,-4.0,-0.289,-0.32,-0.523,-0.276,-0.54,-0.165,0.655,-0.186,-0.194,-0.318,-4.663,-0.037,-0.138,-0.49,-0.338,-0.021,-0.128,-0.501,-0.678,-0.005,2.717,1.103,2.749,2.69,3.219,1.017,1.735,2.721,-0.22,-0.508,-0.508,-0.591,0.548,-0.366
59,-2.0,-0.97,-0.629,0.804,0.041,-11.0,-0.093,0.693,0.481,0.327,2.059,-0.958,-0.023,-0.028,-0.304,-0.077,0.004,-0.254,-0.215,-0.292,-0.558,-1.013,0.293,-0.576,-0.677,-1.01,-1.01,-0.422,-0.31,0.0,-11.5,-11.5,-0.069,0.106,-0.324
