is_upgraded,CAPEI_change,bm_change,evm_change,pe_op_basic_change,pe_op_dil_change,pe_exi_change,pe_inc_change,ps_change,pcf_change,dpr_change,npm_change,opmbd_change,opmad_change,gpm_change,ptpm_change,roa_change,roe_change,roce_change,efftax_change,aftret_eq_change,aftret_invcapx_change,aftret_equity_change,pretret_noa_change,pretret_earnat_change,GProf_change,equity_invcap_change,debt_invcap_change,totdebt_invcap_change,capital_ratio_change,cfm_change,int_debt_change,int_totdebt_change,cash_lt_change,invt_act_change,rect_act_change,debt_ebitda_change,short_debt_change,curr_debt_change,lt_debt_change,profit_lct_change,ocf_lct_change,cash_debt_change,fcf_ocf_change,lt_ppent_change,dltt_be_change,debt_at_change,debt_assets_change,debt_capital_change,de_ratio_change,intcov_change,intcov_ratio_change,cash_ratio_change,quick_ratio_change,curr_ratio_change,cash_conversion_change,inv_turn_change,at_turn_change,rect_turn_change,pay_turn_change,sale_invcap_change,sale_equity_change,sale_nwc_change,rd_sale_change,adv_sale_change,staff_sale_change,accrual_change,ptb_change,PEG_trailing_change
0,-0.174192168,1.312997347,-0.504891652,3.649513377,3.649513377,-0.379019162,-0.379019162,-0.683628319,-1.093455556,0,-0.5,0.03030303,-1.235294118,-0.1625,-0.333333333,0.633333333,0.086419753,-1.444444444,,0.086419753,-0.142857143,0.086419753,-1.47826087,-1.444444444,0.246753247,-0.161888702,0.242647059,0.551470588,0.237745098,-0.352941176,-0.125,-0.305555556,-0.816176471,0.6328125,0.292253521,-0.15613218,198,0.376146789,-0.04494382,0.021978022,-4.430379747,-3.176470588,0,0.065774156,0.48255814,0.281690141,0.080604534,0.2946593,0.55708355,-0.291729323,-1.431948882,-0.868378812,-0.501221001,-0.363016811,-0.371790376,0.156196721,0.564835165,0.229545715,-0.057614518,0.80393586,1.151004537,2.0004363,0,,,-2.9,-0.306698565,0
0,0.496544873,-0.5,-10.18125577,-0.967483051,-0.967483051,-0.760133368,-0.760133368,-0.293706294,0.666438824,0,2.111111111,-1.088235294,-9,-0.537313433,1.75,-1.081632653,2.488636364,-8.15,,2.488636364,4.5,2.488636364,-8.545454545,-8,-0.552083333,-0.167002012,0.16765286,0.246445498,0.164356436,-0.818181818,0.206349206,0.14,-0.52,-0.004784689,0.073569482,-13.51984231,0.256281407,0.003333333,0.047058824,-1.091397849,-0.601476015,0.189189189,0,0.044784271,0.4,0.159340659,0.038461538,0.088193457,0.337610398,3.662420382,-6.554733728,-0.536585366,-0.095471236,-0.096291013,0.008993364,0.086433757,-0.018258427,-0.027640763,0.03387471,0.054141414,0.265140102,0.420459503,0,,,-1.157894737,0.229813665,0
0,-1.15901417,-0.02293578,-0.688644615,-0.480062549,-0.480062549,-0.878168438,-0.878168438,-0.128712871,-0.487899918,0,4.892857143,2.333333333,0.3125,-0.193548387,0.25,2.5,6.009771987,0.34965035,,11.73941368,7.646464646,11.73941368,0.277108434,0.25,-0.162790698,-1.031400966,0.706081081,0.531051965,0.722789116,-32.75,0,0.122807018,-0.166666667,0.067307692,0.050761421,-0.600717914,-0.344,-0.119601329,0.286516854,2.176470588,0.75,0,0,0.059069524,0.81372549,0.303317536,0.124579125,0.316339869,-43.61118724,4.625227687,-0.09587217,-0.026315789,-0.060893099,-0.01578532,0.076284731,-0.016078513,0.015736767,-0.007944104,0.042190305,0.194710617,0.321663888,0.106362287,0,,,19.11111111,-0.231762065,-0.96875
0,-0.713067151,0,-1.258664686,5.036090226,5.036090226,2.138702461,2.138702461,-0.170454545,-3.232679215,0,-0.684848485,-7.1,-1.738095238,2.92,-0.290909091,-7.785714286,0,-1.590673575,,-1.212221938,-0.932242991,-1.212221938,-1.688679245,-1.771428571,3.111111111,17.69230769,0.05049505,-0.121688742,0.28035538,-0.929133858,-0.105263158,0.0625,0.5,0.317567568,-0.248792271,-1.29956364,-1,-0.132075472,1.23580786,-8.222222222,-1.439153439,0.477272727,-0.849606299,0.084402764,0,0.92,0.027944112,0.201588878,-0.975035084,-0.904152837,-1.380854197,0.810810811,0.086455331,0.455493184,0.567194015,-0.42561545,0.062676056,0.088084901,-0.06750646,-0.512993263,0,-0.638723109,0,,,-0.436464088,0,50
1,0.913978495,0,0.07042957,-0.533798372,-0.533798372,1.722736992,1.722736992,1.356164384,-0.413991031,0,-0.365384615,-0.131147541,-0.35483871,-0.051020408,-0.615384615,-0.157894737,0,-0.271929825,,-0.704819277,-1.189655172,-0.704819277,-0.410958904,-0.407407407,-0.027027027,1.074074074,0.21866164,0.21866164,0.263685428,-2.444444444,0.058823529,0.058823529,0.2,0.07008547,-0.099678457,0.216567217,,-0.034782609,-0.01171875,-0.156410256,2.927710843,-1.661538462,-4.701570681,0.021847975,0,0.081439394,0.096116505,0.180165289,-0.406487879,-0.782094595,-0.419953596,0.194029851,-0.125994695,-0.03030303,0.016581633,-0.056900055,0.027833002,0.116776024,-0.083593119,0.155797101,0,0.044051735,1,,,0.284313725,0,0
1,0.070822828,,-0.931334026,1.943247863,1.415726496,-4.141315015,-4.158362111,-0.143559489,-2.055421687,,-1.393873085,14.11111111,-0.874439462,-0.022260274,-1.382488479,16.6,-0.599402985,-0.845,,-0.511828251,-1.747191011,-0.468339391,-0.862745098,-0.862068966,0.241071429,-1.357142857,-0.087292818,-0.079166667,-0.084348641,-2.012269939,0.111111111,0.105263158,0.242753623,-0.107594937,0.291666667,-0.949952178,0.157894737,0.080152672,-0.034375,16.95454545,-2.011337868,-1.703296703,,0.145705521,,-0.078616352,-0.055496265,-0.071022727,-3.737176414,-1.829086809,-0.843691149,0.152091255,0.173323823,0.151442308,-0.002497521,0.244283024,0.269097222,-0.163919103,0.388611389,0.270425777,,-0.09696626,-0.226890756,-1,,-1.125,,
1,0.238441781,2.296875,-0.400337968,-2.8190266,-3.216246816,0.715870041,0.741955639,-0.099885189,1.366526168,-1,-0.583333333,-0.169117647,-3.678571429,-0.15061296,-0.548192771,0.693181818,-1.566318927,-5.548387097,-1.029090909,-1.053221289,-0.206766917,-1.04995399,-8.357142857,-7,0.541966427,24.5,-0.406779661,-0.268099548,-0.498464688,-0.624242424,0.077777778,-0.035714286,0.530612245,0.042553191,0.838709677,-0.539827499,2.681818182,0.862190813,-0.265372168,0.058227848,-0.51793722,0.78125,-12.93103448,1.067826863,-0.818594104,-0.305460751,-0.232768362,-0.372069317,-0.969117153,0.019853141,-7.626506024,-0.179042904,-0.056534954,-0.050104384,0.904746125,0.32,0.81121751,-0.292509401,0.380335731,0.908514493,-0.926994787,0.417268446,-0.199275362,,,0.210526316,-0.489190469,0
0,-0.555824404,-0.023696682,0.462405533,0.106832695,0.185887612,-1.197269003,-1.194314921,-0.603316327,0.017588126,,-2.973333333,-0.221238938,-0.413333333,-0.035051546,-3.066666667,-0.302013423,-2.689473684,-0.460992908,0,-2.689473684,-2.156398104,-2.689473684,-0.334951456,-0.458333333,-0.113530327,-0.180392157,0.187755102,0.100463679,0.187755102,-1.838709677,0.072164948,0.049382716,-0.205714286,0.442176871,-0.070175439,0.41969864,-0.251028807,0.026565465,-0.017621145,-0.375598086,-0.688372093,0,-2.349710983,0.130988347,0.453125,0.014742015,0.11634757,0.155844156,0.47778828,-2.0944,-0.453454545,-0.225125628,-0.210695876,-0.146153846,-0.566855464,-0.213104013,-0.081570997,0.034908777,-0.352501737,-0.005220693,0.214960058,0.188081524,0.063348416,,,-9.913043478,-0.421686747,0
0,3.866536965,-0.781553398,0.349741613,-3.173137945,-3.028269883,0.967697277,0.967697277,0.025723473,-2.308561844,,-0.506756757,-0.431818182,-0.386363636,-0.241452991,-0.535483871,-0.336538462,0.718068536,-0.210526316,0,0.718068536,-0.635245902,0.718068536,-0.321167883,-0.261538462,-0.089473684,-0.799043062,0.573883162,0.39747191,0.573883162,-0.653846154,-0.153846154,-0.023529412,-0.302158273,0.179245283,0.128301887,1.059798084,-0.56043956,-0.256931608,0.273542601,-0.260536398,-2.014925373,-1.236842105,0,1.261782103,6.800716846,0.421307506,0.253298153,0.31741573,5.122161816,-0.688840156,-0.439787092,-0.063553826,0.16244898,0.222651223,1.562279645,-0.057452123,0.117598684,-0.073570239,0.186745372,0.182251908,4.866507272,-0.207906023,-0.170212766,,,-0.634146341,4.022970085,0
0,0.186855361,0,3.027514601,-0.847877452,-0.847877452,-0.453564728,-0.453564728,0.131661442,-0.037507663,,1.095890411,-0.7,-1.925925926,-0.014084507,1.111111111,-0.739130435,1.070716228,-1.766666667,0,1.070716228,1.561797753,1.070716228,-1.76344086,-1.791666667,-0.159922929,-0.19047619,0.017467249,0.022110553,0.017467249,2.111111111,-0.090909091,-0.120481928,-0.10652921,0.148,0.016722408,2.963679779,0.05,-0.009950249,0.01056338,-0.740932642,0,0,0,-0.007761093,-0.234515714,0.023850085,0.010526316,0.013859275,0.249373172,1.597494127,-1.846793349,-0.096952909,-0.058988764,-0.011052632,0.359430791,-0.131625442,-0.083149375,-0.143991609,-0.007008818,-0.149313963,0.054102703,-0.127354049,0.097435897,,,1.133333333,-0.047325322,0
