is_upgraded,CAPEI_change,bm_change,evm_change,pe_op_basic_change,pe_op_dil_change,pe_exi_change,pe_inc_change,ps_change,pcf_change,dpr_change,npm_change,opmbd_change,opmad_change,gpm_change,ptpm_change,roa_change,roe_change,roce_change,efftax_change,aftret_eq_change,aftret_invcapx_change,aftret_equity_change,pretret_noa_change,pretret_earnat_change,GProf_change,equity_invcap_change,debt_invcap_change,totdebt_invcap_change,capital_ratio_change,cfm_change,int_debt_change,int_totdebt_change,cash_lt_change,invt_act_change,rect_act_change,debt_ebitda_change,short_debt_change,curr_debt_change,lt_debt_change,profit_lct_change,ocf_lct_change,cash_debt_change,fcf_ocf_change,lt_ppent_change,dltt_be_change,debt_at_change,debt_assets_change,debt_capital_change,de_ratio_change,intcov_change,intcov_ratio_change,cash_ratio_change,quick_ratio_change,curr_ratio_change,cash_conversion_change,inv_turn_change,at_turn_change,rect_turn_change,pay_turn_change,sale_invcap_change,sale_equity_change,sale_nwc_change,rd_sale_change,adv_sale_change,staff_sale_change,accrual_change,ptb_change,PEG_trailing_change
0,-0.413191605,-0.411507647,0.623960309,-7.701803833,-7.574562212,-1.973073087,-1.004407875,-0.345360825,-0.358115569,-0.733122363,-1.352941176,-0.33744856,-0.535211268,-0.273037543,-1.064102564,-0.419753086,-1.3125,-0.602739726,0,-1.5625,-0.894736842,-1.31372549,-0.58490566,-0.591836735,-0.244897959,-0.107421875,0.18597561,0.207602339,0.155555556,-12.44444444,0.039215686,0.020408163,0.037735849,0.057522124,-0.063829787,0.699076923,0.475,0.084337349,0.030360531,-0.42983317,-0.120200334,0,1.192982456,0.145104895,-0.050943396,0.178030303,0.120582121,0.158974359,0.231273408,-0.830780452,-0.593373494,-0.052959502,-0.104460094,-0.059884095,0.06146889,-0.035528186,0.047904192,-0.021734587,0.001514387,0.071593533,0.148247978,0.034842286,,,,1.28,-0.334558824,0
0,-0.751509522,0,0.677239644,-1.016906384,-1.02015869,-1.064421669,-0.181818182,-0.622047244,-0.275229358,-0.201581028,-11.83333333,-0.428571429,-0.46969697,-0.375586854,-25.2,0.510638298,0,2,0,10.11111111,134.5,30.5,0.863636364,0.45,0.72972973,-5.726477024,5.388174807,5.094430993,5.329326923,-0.760315534,0.396226415,0.46,0.218181818,-0.182008368,0.462121212,1.272908367,-0.779661017,0.011111111,0.217311234,-0.495697074,-0.540796964,-0.60326087,0.181333333,4.905343511,0,2.559485531,2.066790353,4.287610619,-2.854752852,7.827586207,-0.717845118,0.213815789,0.340760157,0.150684932,0.363775135,0.032662083,1.737142857,-0.475699637,0.271975806,3.698275862,0,-0.402372146,,,,-3.684210526,0,0
1,-2.499065421,0,-0.229026037,-9.018242123,-7.724617524,18.01136364,6.607407407,3.947916667,19.01344937,-1,-0.742307692,0.402173913,0.828571429,0.37593985,0.280991736,0.38028169,0,1.83908046,3.067669173,-0.866666667,-0.5,-0.843253968,0.87804878,0.827586207,0.3515625,0.330555556,0.174647887,0.167262614,0.351690087,-1.346835443,0.067567568,0.054794521,0.074626866,0.145780051,0.119170984,-0.15138236,-0.538461538,-0.192307692,0.055975794,0.529010239,-0.731404959,-0.863013699,-3.55530474,-0.036452947,0,0.173441734,0.117967332,0.341004184,-0.183271833,-0.611572266,0.353221957,0.327913279,-0.08797654,0.005357143,0.259791402,-0.184542212,-0.204592902,-0.372415198,-0.343477572,-0.018348624,0,0.074903969,,,,-0.758169935,0,0
1,1.581047382,0,-0.248836078,-5.499482937,-5.593174767,0.313807531,-12.9308666,2.052631579,-0.599359608,,0.373134328,0.418604651,1.015625,0.327868852,-0.367741935,0.948979592,0,1.663967611,-1.109057301,1.325,0.642066421,0.430379747,1.454545455,1.660377358,0.543352601,-0.423103688,-0.141144227,-0.139891082,-0.169991571,0.153284672,0.025316456,0.038961039,0.375,-0.270089286,-0.00462963,-0.459769036,0.333333333,-0.183673469,-0.025787966,1.212053571,10.92307692,8.3,-1.681978799,-0.112959485,0,-0.107005389,-0.084415584,-0.165366615,0.115461847,0.236957888,1.395061728,0.687755102,0.520900322,0.248075784,-0.273201622,0.318168562,0.37007874,0.764810907,0.618662482,0.121028037,0,-0.029978162,,,,-2.459459459,0,0
1,0.710854777,,0.902825637,0.807199007,0.831206258,0.746491803,0.800446157,0.91109669,0.948097195,0.295454545,0.098039216,-0.094017094,-0.08040201,-0.002087683,0.089171975,0.007168459,,0.196078431,0.00887574,-2.779487179,0.13003096,-2.779487179,-0.623893805,-0.137330754,0.068301226,-2.245614035,-0.229802513,-0.295873016,-0.229802513,0,-0.279411765,-0.1875,1.714285714,-0.138728324,-0.040100251,-0.259043174,-0.228668942,-0.028947368,-0.116182573,0.123209169,0.217073171,0.187096774,0.052702703,-0.076145152,,-0.281729428,-0.1121673,-0.154205607,-1.699684915,0.841479524,0.743172574,1.824175824,0.627737226,0.515103339,-0.223724613,0.01865881,0.114189757,-0.107458913,-0.173929236,0.050478011,,,0.142857143,0.108695652,,-0.285714286,,2.813280736
0,0.323624223,-0.056828598,-0.835758387,-1.150334468,-1.155093951,-1.124075484,-1.117182266,0.331629393,-0.762164226,-0.839215686,8.684210526,2.666666667,2.348484848,0.938559322,-21.38461538,1.714285714,4.384615385,5,0.399082569,-7.363636364,,6,,,0.5,2.019920319,-0.622464899,-0.587449933,-0.622464899,3.090909091,,,0.454545455,,,-0.933528576,0.513888889,,-0.832579186,,,-0.071428571,0.792099792,0.366057661,-0.874951,-0.813043478,0.005617978,0.006764374,0.05440575,,,,,,,-0.475199084,-0.230769231,-0.180555556,-0.911111111,0.69047619,-0.198717949,,,inf,0.441295547,1.5,-0.268041237,
1,0.279380409,-0.444137931,0.407313997,1.756159191,1.805274795,1.359334865,1.359334865,0.430434783,0.798248459,0.157024793,0.137931034,-0.177835052,-0.044117647,-0.46921797,0.524590164,0.024793388,0.755555556,0.408163265,-0.145502646,0.684210526,0.666666667,0.684210526,0.235772358,0.172690763,-0.356382979,-0.193493151,-0.118932039,-0.138392857,0.053140097,0.479704797,-0.142857143,-0.112676056,3.5,,-0.231197772,-0.122616984,-0.253164557,0.370967742,-0.046683047,-0.229529336,-0.254819782,0.063380282,0.213017751,0.202869536,0.124413146,-0.125,-0.060031596,0.061135371,0.147058824,0.456037021,0.500310559,2.230434783,1.368316832,1.368316832,,,0.239616613,-0.425723735,0.608636977,0.194,0.481308411,,,,,-0.181818182,1.218415418,-0.277073171
0,-0.48395259,0.363358779,-0.279118287,2.747877954,2.749828336,0.91470641,0.91470641,-0.184466019,-0.197009724,-0.77991453,1.138996139,-0.011235955,0.014634146,-0.011235955,0.312638581,0.355555556,1.461538462,0.189189189,-0.852459016,1.416666667,1.285714286,1.416666667,-0.265006386,0.824,0.217391304,0.037714286,-0.288,-0.350364964,-0.288,0.780898876,0.098039216,0.063829787,0.966666667,,0.130434783,-0.417568428,-1,-0.032755299,-0.105691057,0.439759036,0.489361702,0.707317073,0.064713065,-0.236322488,-0.284313725,-0.287671233,-0.124767225,-0.366197183,-0.233160622,1.768030862,0.482258065,1.034482759,0.099516908,0.099516908,,,0.323076923,0.032916667,3.982949702,0.12195122,0.085714286,-0.631152461,,,0.18852459,-2.2,-0.061797753,-0.896311761
1,0.895456996,-0.241895262,-0.152197603,-0.217276235,-0.217276235,-0.467216262,-0.467216262,0.817116061,0.576964947,-0.739376771,2.421052632,0.709677419,1.40625,0.20952381,2.482758621,0.846153846,2.559322034,1.493975904,-0.202614379,2.559322034,1.855072464,2.559322034,1.5,1.615384615,0.239852399,0.013819095,-0.08,-0.06626506,-0.075949367,0.942307692,0.25,0.26,0.819672131,-0.164345404,-0.0234375,-0.44402277,0.114583333,0.060606061,0.007518797,0.727915194,0.164705882,0.209183673,0.360344828,0.005877743,-0.090425532,-0.023809524,-0.043936731,-0.01552795,-0.096522356,1.652973454,1.035513254,0.712550607,0.120385233,0.025720165,-0.131876792,0.114671815,0.025601241,0.008148631,-0.027527076,-0.016528926,-0.030065769,-0.038778878,0,,,-0.404255319,0.812744332,
1,-0.256747626,-0.148026316,0.067266495,-0.549232085,-0.547398867,-0.54567807,-0.54567807,-0.361290323,-0.170371393,-0.255434783,0.430769231,0.235849057,0.441558442,0.043307087,0.386138614,0.451388889,0.614285714,0.652173913,0.209016393,0.614285714,0.563451777,0.614285714,0.742857143,0.632352941,0.199404762,0.016109046,-0.108695652,-0.103225806,-0.109589041,0.188118812,0.314285714,0.285714286,0.054054054,0.076666667,0.010666667,-0.349829352,0.093457944,0.161904762,-0.044776119,0.27198364,-0.208080808,-0.215189873,-0.200253485,0.061550448,-0.122807018,-0.073170732,-0.040441176,0.034700315,-0.080911233,0.339873665,0.378400121,-0.094562648,-0.069484241,-0.037612839,-0.06619594,-0.023380672,0.148260212,0.056256062,-0.04199536,0.115646259,0.097513723,0.110944206,-0.03030303,,,-1.285714286,-0.335346129,-0.929487179
1,-0.0341132,0.065637066,0.241268567,0.613104383,0.610531053,0.596715499,0.596715499,0.487878788,0.213429855,1.138686131,-0.064516129,-0.038167939,-0.072072072,0.030188679,-0.121428571,-0.229665072,-0.356932153,-0.371345029,-0.149152542,-0.353982301,-0.373376623,-0.353982301,-0.352459016,-0.256756757,-0.171215881,-0.042682927,0.430894309,0.316546763,0.407692308,-0.041666667,-0.5,-0.456790123,0.551282051,-0.089783282,-0.116094987,0.984251969,-0.683760684,-0.175409836,0.8515625,0.041800643,0.321428571,0.639784946,0.025356577,-0.186055046,0.486666667,0.539473684,-0.091954023,-0.030487805,-0.193162393,-0.095873837,-0.104395404,0.885117493,0.337182448,0.281917665,0.096705374,-0.085653485,-0.194993412,-0.04775023,-0.064785662,-0.31384505,-0.283318623,-0.321228511,0.25,,,-2.125,0.111940299,12.2020202
1,-0.799532421,-0.278688525,0.133675398,0.231696995,0.22780558,0.41775991,0.517507327,1.171586716,0.74294032,0.302325581,0.475,0.263157895,0.420168067,0.263157895,0.546875,0.087912088,-0.090909091,0.259259259,0.246835443,0.222222222,0.01369863,0.279569892,0.256756757,0.253968254,0.08988764,0.153284672,-0.014513788,-0.004016064,-0.02020202,0.175572519,-0.076923077,-0.116666667,-0.816326531,0.061611374,0.482758621,-0.129250386,0.115384615,-0.097902098,-0.064393939,0.202072539,0.185248714,0.934782609,-0.9,-0.071759259,-0.322418136,-0.04978355,0.003712871,-0.0110957,0.003038803,0.201722017,0.467889908,-0.801169591,-0.229576008,-0.194261805,-0.020339909,-0.011835749,-0.121495327,-0.199976348,-0.314438064,-0.095513748,-0.139514349,0.838856519,,,,0.019607843,0.399839744,
1,0.11054513,0.013636364,0.065030967,0.093340205,0.083919598,-0.01776031,0.003455987,0.139337298,0.26707867,-0.12797619,0.13559322,-0.037878788,-0.047337278,-0.037878788,0.050505051,0.050505051,0.044444444,-0.019607843,0.012690355,0.132231405,-0.054054054,0.134453782,-0.064516129,-0.025316456,0.051546392,0.006329114,0,-0.012096774,0,0.045454545,-0.116666667,-0.075471698,2.777777778,-0.323660714,-0.201550388,0.013534502,-0.126436782,-0.054263566,0.093117409,0.128232759,0.052098408,0.146067416,-21.45454545,-0.059850374,-0.102850062,0.061503417,-0.017262639,-0.002805049,-0.087625262,0.120777892,0.044117647,3.044117647,0.438926174,0.140207715,-0.446049109,0.612319726,0.066489362,0.279674797,0.034701448,0.0112,0.010774756,-0.241410041,,,,-0.153846154,0.006868918,2.822272216
1,0.291719154,-0.131221719,-0.010861133,0.141218638,0.148179689,-0.219785679,-0.555886736,0.622186495,0.31447444,-0.424566088,1.3,0.240566038,0.224806202,0.240566038,1.222222222,0.154639175,0.666666667,0.164835165,-0.026109661,0.426035503,0.367647059,0.426035503,0.064220183,0.079545455,0.12244898,0.526595745,-0.121921182,-0.116959064,-0.121921182,0.5703125,0.029850746,0.031746032,0.6,0.02739726,0.030985915,-0.236813187,0.098039216,0.014184397,-0.088695652,0.18043202,0.178247734,0.708333333,0,-0.132334582,-0.343495935,-0.143925234,-0.063492063,-0.111245466,-0.366826795,0.48516129,0.267694064,0.531034483,-0.055147059,-0.05125523,0.049295184,-0.085155241,-0.095238095,-0.02483732,0.006716127,-0.06504065,-0.387047425,0,,,,-0.15625,0.04137931,
1,0.035723451,-0.129166667,0.04745098,0.078517588,0.069225539,1.196288885,2.858421221,0.269573835,0.102250382,0.937354988,-0.413043478,0.152091255,0.050632911,0.152091255,-0.292857143,-0.071428571,-0.6,-0.150943396,0.203753351,-0.597510373,-0.376344086,-0.597510373,-0.129310345,-0.147368421,-0.054545455,0.18466899,-0.074333801,0.014569536,-0.074333801,-0.029850746,-0.028985507,-0.107692308,1.09375,-0.3,-0.259562842,-0.007439405,1.482142857,0.272727273,-0.124045802,-0.237890205,-0.23974359,0.219512195,0.621276596,-0.017266187,-0.229876161,-0.058951965,-0.020581114,-0.044897959,-0.109589041,-0.245004344,0.023412877,0.648648649,-0.042801556,-0.090407938,-0.026548319,-0.013282435,-0.177033493,-0.017951128,-0.062989683,-0.114492754,-0.25249584,0,,,,0.277777778,0.094607379,7.039938556
0,-0.004610047,-0.1,0.5146328,-0.028816199,-0.02811582,-0.025801671,-0.025801671,0.113624125,0.263110998,0.063492063,-0.055555556,-0.059859155,-0.105820106,-0.054313099,-0.09375,-0.106145251,-0.082872928,-0.137829912,-0.151057402,-0.082872928,0.078498294,-0.082872928,-0.124223602,-0.139534884,-0.098445596,0.031073446,-0.117346939,-0.063260341,-0.119815668,-0.017699115,0.426470588,0.375,-0.25,0.072131148,0.250883392,0.037333333,0.053537285,0.028688525,-0.129411765,-0.125902993,-0.17866005,-0.082872928,-0.542372881,0,-0.144404332,-0.075757576,-0.005390836,-0.056074766,-0.024442408,-0.300778816,-0.351848473,-0.303030303,-0.090349076,-0.059914408,-0.068312604,0.090593607,-0.025931929,-0.209296907,-0.131163194,-0.037882719,-0.066495224,,-1,0,0.19047619,-0.217391304,0.116684378,0.505660377
0,-0.660189076,9.808080808,-29.07388504,-1.3387767,-1.332469775,-1.381992947,-1.376737432,-0.6827853,-0.628539756,1.544776119,-2,-1.052434457,-2.366863905,-1.047297297,-2.183908046,-1.01875,-1.18373494,-1.25170068,-0.722419929,-1.192771084,-1.044303797,-1.192771084,-1.475177305,-1.513513514,-1.017241379,-0.12739726,1.069364162,0.168831169,0.884816754,-0.522522523,-0.257731959,0.295454545,-0.083333333,-0.660550459,0.5,-119.1748072,-0.629764065,0.09561753,4.959459459,-1.025974026,-0.577039275,-0.120481928,-55.55555556,-0.31471536,1.286919831,1.532786885,-0.243902439,0.099009901,-0.601002192,-1.045741442,-1.176407658,-0.152173913,0.112866817,-0.159332322,0.119197051,1.168815944,-0.599001664,-0.606821865,-0.399340593,-0.810679612,-0.783549784,,,-1,-1,0.314814815,-0.928245147,0
0,1.844175917,-0.162149533,-0.880802528,0.306434259,0.314069264,0.397356988,0.165014684,1.368902439,1.354584916,0,0.697478992,6.571428571,0.571428571,6.571428571,0.242718447,6,0.508196721,0.310810811,0,0.46875,1.357142857,0.46875,0.388059701,0.350877193,6.333333333,-0.021978022,0.011173184,0.091111111,0.022222222,-0.29245283,-0.013888889,-0.070175439,1.181818182,-0.036036036,-0.220338983,-0.832412443,0.289215686,0.065454545,0,5.045454545,-0.196428571,-0.431506849,-0.328581127,0.010971787,0.060885609,0.090614887,0.008960573,0.038288288,0.035321821,1.211038961,0.355250559,1.102564103,-0.060851927,-0.064981949,0.368952779,-0.030617761,-0.141078838,0.096870901,0.301397206,-0.13960114,-0.118181818,0,,inf,,0.098591549,1.013262599,0
1,-4.130224286,-0.493586168,-3.147401678,0.077581947,0.077581947,-0.152480891,-0.337009611,0.225225225,-0.122940431,0,0.435643564,-1.594339623,-0.29476584,-1.594339623,0.09375,-1.571428571,0.380434783,-0.340206186,0,0.361702128,0.363636364,0.361702128,-0.376344086,-0.350649351,-1.590909091,-0.08988764,0.138121547,-0.156822811,0.144021739,-0.56,-0.014084507,0.132075472,-0.5,-0.018691589,0.570048309,-2.530373832,-0.984790875,-0.389078498,0.195011338,-1.939849624,1.217777778,0.084337349,-1.522750253,-0.001550388,0.264347826,-0.103857567,0.014209591,-0.039045553,0.046247157,0.339207048,-0.413094677,-0.219512195,0.287257019,0.285714286,0.169836471,-0.140040626,-0.096618357,-0.137854458,-0.139698364,-0.072847682,0.018556701,0,,0.5,,0.294871795,0.239789196,0
0,-0.119396514,-0.261125105,2.206577207,-2.20218248,-2.193931001,4.365353698,4.365353698,2.864864865,0.15314252,,-0.278846154,0.18705036,-4.245614035,0.957055215,0.432748538,-0.634146341,-0.779411765,-1.9875,,-0.778032037,-0.847826087,-0.778032037,-1.806451613,-1.916666667,-0.361842105,0.0016,0.010958904,0.034300792,0.005420054,1.508196721,0.06,0.0625,3.555555556,-0.539568345,-0.062043796,1.79595186,0.5,-0.366141732,0.076315789,-0.382629108,0.747863248,-0.496183206,-0.44856661,-0.166827387,0.040540541,0.071428571,-0.021594684,-0.067391304,-0.059283388,-0.833668468,-1.965923703,6.529411765,0.193083573,-0.01144641,0,-0.143923185,-0.704496788,-0.550438974,-0.620808679,-0.687919463,-0.687919463,,3,,,-0.557312253,0.307174888,
1,0.06417136,0,0,0.06162863,0.061629956,0.061666019,0.061666019,0.063037249,0.06407767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.06396064,0.06156459
0,-0.113605574,0.210526316,0.039575885,-0.077833215,-0.078515901,-0.091209736,-0.087043189,-0.084329349,-0.059701493,0.019230769,0.009708738,-0.009433962,-0.011235955,-0.020224719,-0.019480519,-0.074906367,0.064572426,-0.0626703,-0.027950311,0.020434227,0.104868914,0.020434227,-0.150411281,-0.103359173,-0.112115732,-0.015923567,0.004373178,-0.009060023,0.005830904,0.01459854,0.12,0.076923077,5.461538462,-0.19047619,-0.2578125,0.126627219,-0.044843049,-0.011461318,0.02184466,-0.096559378,-0.108695652,-0.095890411,0.102749638,0.013303769,0.036024845,0.006726457,-0.001189061,0,0,-0.100715137,-0.138702111,5.394736842,0.273305085,0.081051479,-0.233404022,0.09227026,-0.055466238,0.191051195,-0.013071066,-0.109711499,-0.094910065,,0.133333333,inf,,-0.163934426,-0.201440419,-0.348799127
0,-0.000218341,0.15942029,0.040678368,0.031921472,0.032211059,0.038719068,0.038719068,-0.014503263,0.00010725,0.05870021,-0.067307692,-0.057142857,-0.068181818,-0.025229358,-0.079470199,-0.089068826,-0.190163934,-0.113372093,0,-0.170212766,-0.247457627,-0.170212766,-0.136929461,-0.095100865,-0.012219959,0.122977346,-0.053701016,-0.016,-0.053623188,-0.064748201,-0.071428571,-0.047619048,-0.214285714,0.012787724,0.171929825,0.006827731,0.14084507,0.052173913,-0.052256532,-0.071253071,-0.033101045,0,-0.052493438,-0.018234865,-0.163069544,-0.033407572,-0.017857143,-0.029831388,-0.110377358,-0.013916501,-0.010802469,-0.251028807,-0.03327787,-0.025329281,0.15190061,-0.013022618,-0.028085106,-0.175682244,-0.003857529,0.034230945,-0.079351656,,-0.058823529,0,,0.098039216,-0.164389177,1.804694049
1,-0.191636737,0.6,-0.315676756,-0.434336556,-0.424758273,-0.468358847,-0.468358847,-0.3363047,-0.383156195,inf,0.237804878,0.145669291,0.193069307,-0.035450517,0.08056872,0.05,0.135483871,0.051612903,-0.45320197,0.135483871,0.096296296,0.135483871,0.125541126,0.1375,-0.100278552,0.003731343,-0.015306122,0.145728643,-0.015306122,0.157407407,-0.023255814,-0.166666667,-0.037922506,-0.076923077,0.297297297,0.072164948,10.69230769,0.039256198,-0.01183432,0.031626506,-0.030721966,-0.086309524,0,0.828558771,-0.020491803,0.138888889,-0.00477327,0.100478469,-0.00554785,0.178127428,0.151846015,-0.073053892,-0.041612484,-0.043395629,0.265526799,0.081628752,-0.067924528,-0.272434608,0.032896722,-0.066848568,-0.070175439,-0.037159372,-0.123287671,inf,,-0.282608696,-0.367898168,-0.834253191
1,0.423189347,-0.290183387,0.239187317,10.94656489,10.91934468,11.21298047,10.19053118,0.518704634,0.232503458,-0.182130584,0.166666667,0.088571429,0.149606299,0.088571429,0.21319797,0.185483871,0.234567901,0.248275862,0.06043956,0.244755245,0.166666667,0.244755245,0.240384615,0.255319149,0.170731707,0.00776699,-0.006198347,0.025793651,-0.008247423,0.113207547,-0.014084507,-0.014705882,0.15,-0.173913043,-0.067024129,-0.137096774,0.820512821,0.120689655,-0.03271028,0.033009709,0.169104205,0.04375,0.2,0.019975031,-0.039399625,0.006535948,0.005822416,0.011494253,0.019589977,0.214810086,0.298880075,0.03307393,-0.063119928,-0.079378069,,0.229937908,0.096590909,0.104117222,0.015479876,0.094827586,0.08606921,0.678560674,,,0.057034221,0.418604651,0.663348416,4.437788018
1,-0.239799178,0.155015198,-0.128803875,-0.741586794,-0.740537111,-0.755082035,-0.755082035,-0.176102941,-0.083380092,0.302521008,0.088435374,0.015748031,0.010273973,0.015748031,0.058577406,0.027210884,0.1,0.044198895,-0.033678756,0.168539326,0.043956044,0.168539326,0.046511628,0.033898305,0.041666667,-0.009633911,0.01039501,0.011605416,0.01039501,0.072033898,-0.071428571,-0.104477612,-0.289855072,0.394736842,0.135057471,-0.035046729,0.014084507,-0.046153846,-0.004830918,0.085213033,-0.040656763,-0.179640719,-0.271689498,-0.008567931,-0.01953125,0.003246753,0.00723589,0.007575758,0.026362824,0.12979506,0.09610203,-0.252354049,-0.1626564,-0.136,,-0.14905582,0.002590674,0.088785047,0.03125,0.031496063,0.041666667,1.020001794,,,-0.075539568,-0.262295082,-0.199673558,0
0,0.274813403,0.045307443,0.126336898,0.418661878,0.418661878,0.02973472,0.02973472,0.131847725,1.222966187,0.630490956,0.192307692,-0.122093023,-0.1328125,0,0.178571429,-0.128834356,0.173333333,-0.125,-0.002673797,0.189873418,0.169014085,0.189873418,-0.127572016,-0.154589372,-0.002293578,0.005312085,-0.016194332,-0.016194332,-0.016194332,0.064814815,0,0,0.079646018,-0.026960784,0.006968641,0.097902098,1,0.105691057,-0.061188811,-0.227197347,-0.553392951,0.010335917,-0.40969697,0.073726542,-0.019480519,-0.033653846,0.027472527,-0.003787879,0.043706294,0.182630376,-0.107073748,-0.022900763,-0.092600606,-0.109631148,-0.018312083,0.012633352,-0.003177966,-0.022826202,-0.00551741,0.017889088,0.012811868,0.028642247,,,,-0.768595041,0.183828611,
1,0.929616942,-0.63003096,0.343501484,0.201678309,0.216445549,0.096489573,0.061479664,0.734208368,0.186144578,-0.261489699,0.580645161,0.251655629,0.378378378,0.006493506,0.595959596,0.316901408,1.022727273,0.53968254,0.029490617,1.095744681,0.614457831,1.095744681,0.523584906,0.4,0.062068966,-0.173051519,0.53909465,0.53909465,0.53909465,0.156521739,-0.193548387,-0.193548387,0.028688525,0,-0.093425606,0.087048832,-1,0.069852941,0.044692737,-0.101573677,0.048292108,-0.314578005,0.386036961,0.70474407,0.781456954,0.437810945,0.377005348,0.517110266,0.780569514,0.3566409,0.263664821,-0.037946429,-0.181211254,-0.181242808,0.082953218,-0.129193235,0.056323061,-0.034984789,-0.31599063,0.128295255,0.36551265,-0.038554217,,,,0.285714286,1.419147694,
0,0.073983215,-0.108786611,0.042936655,0.104669762,0.107252967,0.236326864,-0.158865627,0.188741722,0.679977146,-0.450643777,-0.051020408,0.021164021,0.039215686,0.006451613,-0.075949367,0.219251337,0.202247191,0.262886598,-0.052083333,0.228426396,0.126865672,0.228426396,0.287925697,0.228571429,0.20995671,0.017571885,-0.029411765,0.200534759,-0.029411765,-0.045112782,0.12,0,-0.629482072,0.249370277,0.354961832,-0.106119792,inf,0.240549828,-0.172905526,-0.075636943,-0.358426966,-0.231343284,-0.394074074,-0.166971805,-0.072490706,0.096885813,0.069902913,0.087719298,0.154280339,0.031209531,0.135003811,-0.701856148,-0.428072219,-0.314827829,-0.023298948,0.072588348,0.189134809,0.04019365,0.415104542,0.320872274,0.297903462,0.76385408,,,,-0.944444444,0.415057915,0.370494552
0,-0.056893296,0.412413793,1.114126528,1.766789289,1.768568261,1.90415281,1.90415281,0.372591006,-0.019783954,3.089201878,-0.53164557,-0.172413793,-1.27,-0.009569378,-0.689922481,-0.604790419,-0.790322581,-1.113207547,-0.938914027,-0.787234043,-0.777777778,-0.787234043,-1.108280255,-1.125,-0.527363184,-0.091517857,0.808080808,0.855855856,0.828282828,0.449367089,-0.392857143,-0.4,-0.136752137,-0.032432432,-0.198237885,4.403465347,0.132743363,-0.365591398,1.23880597,-0.334661355,0.127300613,-0.5675,2.053254438,-0.233933162,1,1.132352941,-0.062222222,0.104347826,-0.105839416,-0.77721118,-1.119628872,0.358730159,0.029107981,0.021406728,-0.367791656,-0.193192713,-0.520291363,-0.144759938,-0.250376695,-0.584761905,-0.542970973,-0.262060113,0,,,0.75,-0.35881104,
0,1.345699576,-0.334224599,0.760858257,0.783860924,0.783860924,0.674072939,0.62731809,1.520480226,0.760294673,0.334983498,0.523364486,0.417475728,0.325,0.417475728,0.44047619,-0.230769231,-0.163793103,-0.308823529,-0.00621118,-0.01875,-0.174418605,0,-0.364197531,-0.314516129,-0.256410256,-0.164619165,0.089193825,0.18597561,0.116638079,0.659459459,-0.214285714,-0.244897959,3.333333333,1.161073826,0.112244898,0.591228563,0.657657658,-0.154929577,0.041832669,-0.154362416,-0.145736434,0.178571429,-4.967741935,-0.159196291,0.125358852,0.185542169,0.044836957,0.118022329,0.27921147,-0.028888142,-0.162143826,5.25,-0.626865672,-0.53218495,0.71692974,-0.529812438,-0.452380952,0.045540032,-0.140354767,-0.473154362,-0.354996506,0,,,,-0.245901639,0.431426602,-0.997185815
1,0.543668297,-0.192307692,-0.011363636,-0.404007286,-0.405214317,-0.663088863,-0.663088863,0.336651584,0.443559097,-0.794606742,2.807692308,0.25,0.676056338,0.049342105,3.75,0.468085106,3.91025641,0.980582524,0.119496855,3.777777778,1.911764706,3.784810127,0.770642202,0.888888889,0.171052632,0.01750547,0,-0.142640364,-0.005825243,0.698795181,-0.25,-0.111111111,0.822429907,-0.108626198,-0.136986301,-0.304664241,-0.526970954,-0.056426332,0.182142857,0.540469974,0.134663342,0.366972477,0.073083779,0.081967213,-0.011173184,-0.027681661,-0.038412292,-0.037914692,-0.161947605,2.407782732,1.184391925,0.94011976,0.328695652,0.26702509,-0.18063782,0.060886996,0.114973262,0.121707317,-0.078574435,-0.0187244,-0.028453039,-0.261894075,0,,,-0.75,0.184662734,
0,0.050244553,1.735955056,-0.085706954,-0.319076198,-0.314441997,-0.432480496,-0.432480496,-0.16089613,-0.047345959,inf,0.5,0.179104478,0.134615385,0.186868687,0.282051282,-0.216,-0.306547619,-0.543814433,-0.352941176,-0.279761905,-0.282700422,-0.279761905,0.277777778,-0.026785714,-0.212290503,0.080645161,-0.134210526,0.421446384,-0.134210526,0.441860465,-0.08,-0.395833333,-0.263269639,0.256410256,0.124600639,1.364595545,7.134615385,-0.021538462,0.224137931,-0.135135135,-0.35483871,0.047058824,-0.076586433,0.549910555,-0.23817292,0.854368932,-0.077380952,-0.089779006,-0.345292331,-0.138416835,-0.343809323,-0.248275862,-0.173469388,-0.164565826,,-0.337037901,-0.315818584,-0.21810089,-0.184233449,-0.491744947,-0.529645315,0.62702213,0.583333333,0.153846154,,-0.705882353,-0.583797771,
